transcription,path_to_audio,speaker_id,native_language,gender,unispeech_large_transcriptions
and tom king patiently endured,data/l2arctic/LXC/wav/arctic_a0496.wav,LXC,Chinese,F,and the tom kim pasiently endurd
king took every advantage he knew,data/l2arctic/LXC/wav/arctic_a0497.wav,LXC,Chinese,F,king took every advantage he new
the lines were now very taut,data/l2arctic/LXC/wav/arctic_a0498.wav,LXC,Chinese,F,the dies were now very tat
and right there i saw and knew it all,data/l2arctic/LXC/wav/arctic_a0499.wav,LXC,Chinese,F,and  right thear i sow and now it all
who the devil gave it to you to be judge and jury,data/l2arctic/LXC/wav/arctic_a0500.wav,LXC,Chinese,F,who l devel give it to you to be judge an tae joury
youre joking me sir the other managed to articulate,data/l2arctic/LXC/wav/arctic_a0501.wav,LXC,Chinese,F,you are joking me ser the ither managed too articualy aaa
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/LXC/wav/arctic_a0502.wav,LXC,Chinese,F,anything unusual oar abnormal was sofisiont to send the felloe to molak
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/LXC/wav/arctic_a0503.wav,LXC,Chinese,F,his bady black eye saw baggins wheale other man sow bancrupsy
he was an athlete and a giant,data/l2arctic/LXC/wav/arctic_a0504.wav,LXC,Chinese,F,he was an asuleate and adiont
we fished sharks on niihau together,data/l2arctic/LXC/wav/arctic_a0505.wav,LXC,Chinese,F,we fished shoks one new halltogether
the claudine was leaving next morning for honolulu,data/l2arctic/LXC/wav/arctic_a0506.wav,LXC,Chinese,F,the crading was leaving next morning for honololo
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/LXC/wav/arctic_a0507.wav,LXC,Chinese,F,in shot my jose individuans was donated by the  orthodocs budera ethis
soon shall it be thrust back from off prostrate humanity,data/l2arctic/LXC/wav/arctic_a0508.wav,LXC,Chinese,F,soo shoul it be sroaphe back from ofprostrate huminity
yet in accordance with ernests test of truth it worked,data/l2arctic/LXC/wav/arctic_a0509.wav,LXC,Chinese,F,yet in acodanse withanest test of cus it woked
there is more behind this than a mere university ideal,data/l2arctic/LXC/wav/arctic_a0511.wav,LXC,Chinese,F,the es more behind les than a meaol ouniverstay ide
no it is a palace wherein there are many servants,data/l2arctic/LXC/wav/arctic_a0512.wav,LXC,Chinese,F,noeits a palis wearin there ae many events
we must give ourselves and not our money alone,data/l2arctic/LXC/wav/arctic_a0513.wav,LXC,Chinese,F,we must give ourselves and not ouwermony alone
we are consumed in our own flesh pots,data/l2arctic/LXC/wav/arctic_a0514.wav,LXC,Chinese,F,we are consumeing our on flash pots eeee
but here amongst ourselves let us speak out,data/l2arctic/LXC/wav/arctic_a0515.wav,LXC,Chinese,F,but hear almost oworrseves let us spek out
also there was awe in their faces,data/l2arctic/LXC/wav/arctic_a0516.wav,LXC,Chinese,F,allso there was a al inlir feysis
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/LXC/wav/arctic_a0517.wav,LXC,Chinese,F,out of bstructions ernst had conguored a vision and make them see it
illuminating oil was becoming all profit,data/l2arctic/LXC/wav/arctic_a0518.wav,LXC,Chinese,F,eluminating oil was becoming all proph
such an act was in direct violation of the laws of the land,data/l2arctic/LXC/wav/arctic_a0519.wav,LXC,Chinese,F,such an act was in cgirac vylotation of the lois of lalin
he was fond of quoting a fragment from a certain poem,data/l2arctic/LXC/wav/arctic_a0520.wav,LXC,Chinese,F,he was fond of a coting of fragmont from a serton poin
without them he could not run his empire,data/l2arctic/LXC/wav/arctic_a0521.wav,LXC,Chinese,F,without them he could not run his impoile
for such countries nothing remained but reorganization,data/l2arctic/LXC/wav/arctic_a0522.wav,LXC,Chinese,F,for such contres nothing remained butre oganization
they could not continue their method of producing surpluses,data/l2arctic/LXC/wav/arctic_a0523.wav,LXC,Chinese,F,they could not continu their messet of produsing serpluses
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/LXC/wav/arctic_a0524.wav,LXC,Chinese,F,ad wons would b intituete a doson cooperative comonwele stats
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/LXC/wav/arctic_a0525.wav,LXC,Chinese,F,the oligat yo wantedhe vilence and the it sets its agents provocators to work
nowhere did the raw earth appear,data/l2arctic/LXC/wav/arctic_a0526.wav,LXC,Chinese,F,no hei did  the raw earth apper
men who endure it call it living death,data/l2arctic/LXC/wav/arctic_a0528.wav,LXC,Chinese,F,men who endur it  call it living dath
as i say he had tapped the message very rapidly,data/l2arctic/LXC/wav/arctic_a0529.wav,LXC,Chinese,F,as i se he had tap the mssage   very rapid
ask him i laughed then turned to pasquini,data/l2arctic/LXC/wav/arctic_a0530.wav,LXC,Chinese,F,ask him i luvged then   tund topaskhony
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/LXC/wav/arctic_a0531.wav,LXC,Chinese,F,in what bocodlic scool of fans he had ben taught was beond imagi
may drought destroy your crops,data/l2arctic/LXC/wav/arctic_a0532.wav,LXC,Chinese,F,madot destroy your crops
dunham can your boy go along with jesse,data/l2arctic/LXC/wav/arctic_a0533.wav,LXC,Chinese,F,do ham can your boy go along whist jasy
but johannes could and did,data/l2arctic/LXC/wav/arctic_a0534.wav,LXC,Chinese,F,bob gohans cook and the ge
a new preacher and a new doctrine come to jerusalem,data/l2arctic/LXC/wav/arctic_a0535.wav,LXC,Chinese,F,a new prastur and h a new docktrin came to gurusulem
he would destroy all things that are fixed,data/l2arctic/LXC/wav/arctic_a0536.wav,LXC,Chinese,F,he would dostroy all thins that ie fixed
he was an enthusiast and a desert dweller,data/l2arctic/LXC/wav/arctic_a0537.wav,LXC,Chinese,F,he was an enthusastor and a dasa dolar
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/LXC/wav/arctic_a0538.wav,LXC,Chinese,F,what pascoe glives the with a vision of a sil i have lived
i should like to engage just for one whole life in that,data/l2arctic/LXC/wav/arctic_a0539.wav,LXC,Chinese,F,i should like to engageus fol won hollife in that     hh
yea so are all the lesser animals of today clean,data/l2arctic/LXC/wav/arctic_a0540.wav,LXC,Chinese,F,easo are oldhe leser animals of today coala
the warden with a quart of champagne,data/l2arctic/LXC/wav/arctic_a0541.wav,LXC,Chinese,F,the wadon wis a cot of shampin
without a doubt some of them have dinner engagements,data/l2arctic/LXC/wav/arctic_a0542.wav,LXC,Chinese,F,witthout a talk  some ofe them have dginor engigemens
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/LXC/wav/arctic_a0543.wav,LXC,Chinese,F,ad beng bon with no organic  camico pradis poesesion toward elcohol
the italian rancho was a bachelor establishment,data/l2arctic/LXC/wav/arctic_a0545.wav,LXC,Chinese,F,the ietalion rancho was a bacrar establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/LXC/wav/arctic_a0546.wav,LXC,Chinese,F,i lost my balleancse and the peiched had formost into the oos
men like joe goose dated existence from drunk to drunk,data/l2arctic/LXC/wav/arctic_a0547.wav,LXC,Chinese,F,men likk joke goos dated existaence from junk to junk
also churches and preachers i had never known,data/l2arctic/LXC/wav/arctic_a0548.wav,LXC,Chinese,F,also churches and the praters ihad never now
do you know that we weigh every pound of coal we burn,data/l2arctic/LXC/wav/arctic_a0549.wav,LXC,Chinese,F,do ou kno that we waye every pont of co we bon
this also became part of the daily schedule,data/l2arctic/LXC/wav/arctic_a0550.wav,LXC,Chinese,F,they also became pat of the daly skedul
all an appearance can know is mirage,data/l2arctic/LXC/wav/arctic_a0551.wav,LXC,Chinese,F,al an apperanse can now itsmerage
yet he dreams he is immortal i argue feebly,data/l2arctic/LXC/wav/arctic_a0552.wav,LXC,Chinese,F,yet he dems hes  imortal i argued vfebely
im writing these lines in honolulu hawaii,data/l2arctic/LXC/wav/arctic_a0553.wav,LXC,Chinese,F,amriting thes lines in honololoo how
jack london waikiki beach honolulu oahu,data/l2arctic/LXC/wav/arctic_a0554.wav,LXC,Chinese,F,jack lundon wakke bech   honololo a ho
jerry was so secure in his nook that he did not roll away,data/l2arctic/LXC/wav/arctic_a0555.wav,LXC,Chinese,F,jery was so secure in his nock that he did not roll away
why hes bought forty pounds of goods from you already,data/l2arctic/LXC/wav/arctic_a0556.wav,LXC,Chinese,F,why hesbout fourtn ponds of goods from youl arady
the last refugee had passed,data/l2arctic/LXC/wav/arctic_a0557.wav,LXC,Chinese,F,the laste refugey had past
and the foundation stone of service in his case was obedience,data/l2arctic/LXC/wav/arctic_a0558.wav,LXC,Chinese,F,and ther foundationsstol of servise in his case was obediens
peace be unto you and grace before the lord,data/l2arctic/LXC/wav/arctic_a0559.wav,LXC,Chinese,F,peas be uto yo and the gras befor the lowd
his mouth opened words shaped vainly on his lips,data/l2arctic/LXC/wav/arctic_a0560.wav,LXC,Chinese,F,his moth oborn wards sheiped vinmy on his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/LXC/wav/arctic_a0289.wav,LXC,Chinese,F,they are not regular oiysterpirts necos continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/LXC/wav/arctic_a0306.wav,LXC,Chinese,F,he was pressing beyond the limmuts of his vocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/LXC/wav/arctic_a0323.wav,LXC,Chinese,F,he consided the victory  alradiy hets and steped forward to the met
it was like the beating of hoofs,data/l2arctic/LXC/wav/arctic_a0340.wav,LXC,Chinese,F,it was like the beting of  hoos
a month passed by and bonanza creek remained quiet,data/l2arctic/LXC/wav/arctic_a0357.wav,LXC,Chinese,F,a monhth past by  and the bonaa re remained quit  ee
but lifes worth more than cash she argued,data/l2arctic/LXC/wav/arctic_a0374.wav,LXC,Chinese,F,bat lives worth morethan cash she argued
but he reconciled himself to it by an act of faith,data/l2arctic/LXC/wav/arctic_a0391.wav,LXC,Chinese,F,bat he reconsiled himself to it by an act of fase
the eldorado emptied its occupants into the street to see the test,data/l2arctic/LXC/wav/arctic_a0408.wav,LXC,Chinese,F,theelderodo emptyd the its ocupins into the stret to se the tes
otherwise no restriction is put upon their seafaring,data/l2arctic/LXC/wav/arctic_a0425.wav,LXC,Chinese,F,otherwis no reerestection is put pon thei severr
you live on an income which your father earned,data/l2arctic/LXC/wav/arctic_a0442.wav,LXC,Chinese,F,youl live on a uncome which your fother arned
theres too much of the schoolboy in me,data/l2arctic/LXC/wav/arctic_a0459.wav,LXC,Chinese,F,thers too much of the sqool boy in me
at this moment i felt a stir at my shoulder,data/l2arctic/LXC/wav/arctic_a0476.wav,LXC,Chinese,F,at this moment i felt a sti at my sholter
the boy obrien was specially maltreated,data/l2arctic/LXC/wav/arctic_a0493.wav,LXC,Chinese,F,the boyoberain was spesiay  moceting
much more ernest told them of themselves and of his disillusionment,data/l2arctic/LXC/wav/arctic_a0510.wav,LXC,Chinese,F,much moe ears told him of themselves and off his disilusinment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/LXC/wav/arctic_a0527.wav,LXC,Chinese,F,the lash vedgitation of that sheilteed spok make a natural seld ee
what the flaming,data/l2arctic/LXC/wav/arctic_a0562.wav,LXC,Chinese,F,water flamin
missus mcfees jaws brought together with a snap,data/l2arctic/LXC/wav/arctic_a0563.wav,LXC,Chinese,F,mist mecefise dos brought together with a snap
then it is as i said womble announced with finality,data/l2arctic/LXC/wav/arctic_a0564.wav,LXC,Chinese,F,then it is as i sad  wombol anounsed with finality
with them were indians also three other men,data/l2arctic/LXC/wav/arctic_a0565.wav,LXC,Chinese,F,weith tdom were indiens altho thre other men
dennins hands were released long enough for him to sign the document,data/l2arctic/LXC/wav/arctic_a0566.wav,LXC,Chinese,F,danys hands warre ralisted long enoug for him to sin a document
now irvine was a man of impulse a poet,data/l2arctic/LXC/wav/arctic_a0567.wav,LXC,Chinese,F,noweery  was a mane of imposed a poete
he was just bursting with joy joy over what,data/l2arctic/LXC/wav/arctic_a0568.wav,LXC,Chinese,F,he was just a busting wish joy  gjoy overthat
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/LXC/wav/arctic_a0569.wav,LXC,Chinese,F,at lak lindement  i had won cano  werere good pitor  boro cano
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/LXC/wav/arctic_a0570.wav,LXC,Chinese,F,behind him lay the touseand yeas lone rod across al seberie and he rasha
he had forgotten to build a fire and thaw out,data/l2arctic/LXC/wav/arctic_a0571.wav,LXC,Chinese,F,he had forgoton to build a fire and the thowout
i never saw anything like her in my life,data/l2arctic/LXC/wav/arctic_a0572.wav,LXC,Chinese,F,i never soaw anything like her i my leifh
there was no law on the yukon save what they made for themselves,data/l2arctic/LXC/wav/arctic_a0573.wav,LXC,Chinese,F,there was no law otho yo consive wadly mad for themselves
good business man curly obrien was saying,data/l2arctic/LXC/wav/arctic_a0574.wav,LXC,Chinese,F,good bisness man couly oberaing was saing  rr
there werent any missions and he was the man to know,data/l2arctic/LXC/wav/arctic_a0575.wav,LXC,Chinese,F,the want aning micions and h he was amend to now
and the big persian knew of his existence before he did of hers,data/l2arctic/LXC/wav/arctic_a0576.wav,LXC,Chinese,F,and the the big pasion now of his existense before he did of hers
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/LXC/wav/arctic_a0577.wav,LXC,Chinese,F,wonce the jose had began imiting its  babaric reytthoms micale was helploss bbeee
there was the emma louisa,data/l2arctic/LXC/wav/arctic_a0579.wav,LXC,Chinese,F,there was the ama louisa
this is my fifth voyage,data/l2arctic/LXC/wav/arctic_a0580.wav,LXC,Chinese,F,lesemi fifth woyage
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/LXC/wav/arctic_a0581.wav,LXC,Chinese,F,it was leis perposistione lesta to the big idea indortiszmide
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/LXC/wav/arctic_a0582.wav,LXC,Chinese,F,dol tri alebrated on a contin tick by brinnging coke alone
enjoy it he did but principally for stewards sake,data/l2arctic/LXC/wav/arctic_a0583.wav,LXC,Chinese,F,enjoy it he did bt prinsipaly forl stewards sik
i have long noted your thirst unquenchable,data/l2arctic/LXC/wav/arctic_a0584.wav,LXC,Chinese,F,i had long noted yourthird unkuin cablee
wonder if hes a lion dog charles suggested,data/l2arctic/LXC/wav/arctic_a0585.wav,LXC,Chinese,F,wonder if hes a lindog  chales sugesteid
we dont see ourselves as foolish,data/l2arctic/LXC/wav/arctic_a0586.wav,LXC,Chinese,F,we dont s ourselves as foolish
he had comparatively no advantages at first,data/l2arctic/LXC/wav/arctic_a0587.wav,LXC,Chinese,F,he had comparatively no advantgurgeat first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/LXC/wav/arctic_a0588.wav,LXC,Chinese,F,he had proved it today wit hisameturase and the sovermrice productions
i was sick once typhoid,data/l2arctic/LXC/wav/arctic_a0589.wav,LXC,Chinese,F,i was sikwonsetypoide
in a way he is my protege,data/l2arctic/LXC/wav/arctic_a0590.wav,LXC,Chinese,F,in away hes mi proti
we are both children together,data/l2arctic/LXC/wav/arctic_a0591.wav,LXC,Chinese,F,we ae both children together
