transcription,path_to_audio,speaker_id,native_language,gender,s2t_medium_transcriptions
together they ate the rabbit,data/l2arctic/BWC/wav/arctic_b0139.wav,BWC,Chinese,M,together they ate their rabbits
for that reason le beau had chosen him to fight the big fight,data/l2arctic/BWC/wav/arctic_b0156.wav,BWC,Chinese,M,for there was a labore had chosen him to fight a big fight
to these he gave castor oil,data/l2arctic/BWC/wav/arctic_b0173.wav,BWC,Chinese,M,to this he gave castor oil
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/BWC/wav/arctic_b0190.wav,BWC,Chinese,M,idealism led him to philosophic anarchy and his family threw him off
im as good as a man she urged,data/l2arctic/BWC/wav/arctic_b0207.wav,BWC,Chinese,M,i'm as good as a may she urged
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/BWC/wav/arctic_b0242.wav,BWC,Chinese,M,the japanese honor stood as he would never schoolt ourselves or hoped to understand
they had been on the same lay as ourselves,data/l2arctic/BWC/wav/arctic_b0243.wav,BWC,Chinese,M,the happy on the scene lay as ourselves
you are positively soulless he said savagely,data/l2arctic/BWC/wav/arctic_b0244.wav,BWC,Chinese,M,you are positively soilers he says savagely
harrison is still my chauffeur,data/l2arctic/BWC/wav/arctic_b0245.wav,BWC,Chinese,M,harrison is due marshal for
the boy grew and prospered,data/l2arctic/BWC/wav/arctic_b0246.wav,BWC,Chinese,M,the boy grew and prospered
he wanted to give the finish to this foe already so far gone,data/l2arctic/BWC/wav/arctic_b0247.wav,BWC,Chinese,M,he wanted to give the finish to distill already sulphuricle
exciting times are the lot of the fish patrol,data/l2arctic/BWC/wav/arctic_b0248.wav,BWC,Chinese,M,exciting times at the lot of the fish petrol
i know they are my oysters,data/l2arctic/BWC/wav/arctic_b0249.wav,BWC,Chinese,M,i know dar my oysters
by this time charley was as enraged as the greek,data/l2arctic/BWC/wav/arctic_b0250.wav,BWC,Chinese,M,at this time charley was as enraged as the greek
they must have been swept away by the chaotic currents,data/l2arctic/BWC/wav/arctic_b0251.wav,BWC,Chinese,M,they must have been swept away by the celtic currents
it resembled tea less than lager beer resembles champagne,data/l2arctic/BWC/wav/arctic_b0252.wav,BWC,Chinese,M,it resembled tea lest the longer beer resembles champion
the very opposite is true they are discouraged vagabonds,data/l2arctic/BWC/wav/arctic_b0253.wav,BWC,Chinese,M,the very object is true that this encouraged vagabonds
at the same time spears and arrows began to fall among the invaders,data/l2arctic/BWC/wav/arctic_b0254.wav,BWC,Chinese,M,at the same time spirits and arouse began to fall among the invaders
then again tudor had such an irritating way about him,data/l2arctic/BWC/wav/arctic_b0255.wav,BWC,Chinese,M,again tudor had had such a irritating wait about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/BWC/wav/arctic_b0256.wav,BWC,Chinese,M,outwardly he maintained a calm unsmolling aspect
tudor surveyed him with withering disgust,data/l2arctic/BWC/wav/arctic_b0257.wav,BWC,Chinese,M,tutors surveyed him with a withering disgust
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/BWC/wav/arctic_b0259.wav,BWC,Chinese,M,her mouth open but instead of speaking she chewed alongside
its worth eight dollars,data/l2arctic/BWC/wav/arctic_b0260.wav,BWC,Chinese,M,worth a daughter's
and he did hurt my arm,data/l2arctic/BWC/wav/arctic_b0261.wav,BWC,Chinese,M,and he did her my arm
saxons onto her job,data/l2arctic/BWC/wav/arctic_b0262.wav,BWC,Chinese,M,saxons untold hurts up
only once did i confide the strangeness of it all to another,data/l2arctic/BWC/wav/arctic_b0263.wav,BWC,Chinese,M,only once did i confide the strangeness of it or to another
but this time it was saxon who rebelled,data/l2arctic/BWC/wav/arctic_b0264.wav,BWC,Chinese,M,but this time it was saxon who rebelled
i was not to cry out in the face of fear,data/l2arctic/BWC/wav/arctic_b0265.wav,BWC,Chinese,M,i was not to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/BWC/wav/arctic_b0266.wav,BWC,Chinese,M,and now put yourself in my place for a moment
the boy threw back his head with pride,data/l2arctic/BWC/wav/arctic_b0267.wav,BWC,Chinese,M,the boy threw back his heart with pride
saxon nodded and the boy frowned,data/l2arctic/BWC/wav/arctic_b0268.wav,BWC,Chinese,M,slaksy nodded and the boy frowned
why not like any railroad station or ferry depot,data/l2arctic/BWC/wav/arctic_b0269.wav,BWC,Chinese,M,why not like annual rolls station or filter drop
we could throw stones with our feet,data/l2arctic/BWC/wav/arctic_b0270.wav,BWC,Chinese,M,we corsair stones with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/BWC/wav/arctic_b0271.wav,BWC,Chinese,M,it was put together in a casual held her shouter sort of wheed
these were merely stout sticks an inch or so in diameter,data/l2arctic/BWC/wav/arctic_b0272.wav,BWC,Chinese,M,this will merely shout stickers and inch or so in diameter
then it was that a strange thing happened,data/l2arctic/BWC/wav/arctic_b0273.wav,BWC,Chinese,M,day was that a strange thing habit
from the source of light a harsh voice said,data/l2arctic/BWC/wav/arctic_b0274.wav,BWC,Chinese,M,from the source of light a harsh voice said
we were now good friends,data/l2arctic/BWC/wav/arctic_b0276.wav,BWC,Chinese,M,our narcol france
two of the folk were already up,data/l2arctic/BWC/wav/arctic_b0277.wav,BWC,Chinese,M,two of the fork or already up
now animals do not like mockery,data/l2arctic/BWC/wav/arctic_b0278.wav,BWC,Chinese,M,nor animals do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/BWC/wav/arctic_b0279.wav,BWC,Chinese,M,he gave one last narrow unslaffed wheel among the trees
again the girls applauded and missus hall cried,data/l2arctic/BWC/wav/arctic_b0280.wav,BWC,Chinese,M,again the girl a plowdy and missus hall cried
just the same id sooner be myself than have book indigestion,data/l2arctic/BWC/wav/arctic_b0281.wav,BWC,Chinese,M,just the same and sooner be myself than have book in digestion
some of the smaller veins had doubtless been ruptured,data/l2arctic/BWC/wav/arctic_b0282.wav,BWC,Chinese,M,some of the smaller veins had doubtless been wrapped her
but we were without this momentum,data/l2arctic/BWC/wav/arctic_b0283.wav,BWC,Chinese,M,but we were without this momentum
there was one difficulty however,data/l2arctic/BWC/wav/arctic_b0284.wav,BWC,Chinese,M,there were one difficulty however
the hyena proceeded to dine,data/l2arctic/BWC/wav/arctic_b0285.wav,BWC,Chinese,M,haina proceeded to die
the time was considered auspicious,data/l2arctic/BWC/wav/arctic_b0286.wav,BWC,Chinese,M,the time was considered of spaces
or have they already devised one,data/l2arctic/BWC/wav/arctic_b0287.wav,BWC,Chinese,M,or have they already devised this one
we would not spend another such night,data/l2arctic/BWC/wav/arctic_b0288.wav,BWC,Chinese,M,we will now spend a night or such night
at first his progress was slow and erratic,data/l2arctic/BWC/wav/arctic_b0289.wav,BWC,Chinese,M,at first his progress was slow and erratic
he placed his paw on one and its movements were accelerated,data/l2arctic/BWC/wav/arctic_b0290.wav,BWC,Chinese,M,he placed his power on wire and its moments were accelerated
the awe of man rushed over him again,data/l2arctic/BWC/wav/arctic_b0291.wav,BWC,Chinese,M,all of my rest over him again
between him and all domestic animals there must be no hostilities,data/l2arctic/BWC/wav/arctic_b0293.wav,BWC,Chinese,M,between him and out domestic animals there must be no hostilities
for a much longer time lop ear and i remained and watched,data/l2arctic/BWC/wav/arctic_b0294.wav,BWC,Chinese,M,for much longer time lopezer and i remained and watched it
all right sir replied jock with great regret,data/l2arctic/BWC/wav/arctic_b0295.wav,BWC,Chinese,M,or rather replied jacques with great regret
at times i wondered where sir archibald got his style,data/l2arctic/BWC/wav/arctic_b0296.wav,BWC,Chinese,M,at times i wondered where sir archibald got his style
why should a fellow throw up the sponge after the first round,data/l2arctic/BWC/wav/arctic_b0297.wav,BWC,Chinese,M,why should the battle throw up the sponge after the first row
his hand shot out and clutched crooked leg by the neck,data/l2arctic/BWC/wav/arctic_b0298.wav,BWC,Chinese,M,his hand shook out and clenched croaked like by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/BWC/wav/arctic_b0299.wav,BWC,Chinese,M,mister broady's smile was slightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/BWC/wav/arctic_b0300.wav,BWC,Chinese,M,does the old boy often go off at half hawk that way
a flying arrow passed between us,data/l2arctic/BWC/wav/arctic_b0301.wav,BWC,Chinese,M,a flying arrow passed between us
i pulled suddenly with all my might,data/l2arctic/BWC/wav/arctic_b0302.wav,BWC,Chinese,M,i pulled suddenly with all my mind
here we allow our solicitors to look after our legal work,data/l2arctic/BWC/wav/arctic_b0303.wav,BWC,Chinese,M,here we allowed our sinisters to look after our legal work
his previous wives had never lived long enough to bear him children,data/l2arctic/BWC/wav/arctic_b0304.wav,BWC,Chinese,M,his previous wise had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/BWC/wav/arctic_b0305.wav,BWC,Chinese,M,was our rivering emerging like ourselves from the great swipe
cameron looked at his hands with their long sinewy fingers,data/l2arctic/BWC/wav/arctic_b0306.wav,BWC,Chinese,M,camera looked at his hands with their long snow fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/BWC/wav/arctic_b0307.wav,BWC,Chinese,M,we got few vegetables and fruits and became fish eithers
we never made another migration,data/l2arctic/BWC/wav/arctic_b0308.wav,BWC,Chinese,M,we now were made another migration
a little treatment massage with some help from the doctor,data/l2arctic/BWC/wav/arctic_b0310.wav,BWC,Chinese,M,a little chimney massage with some help from the doctor
the twenty ninth very foggy,data/l2arctic/BWC/wav/arctic_b0311.wav,BWC,Chinese,M,twenty ninth very foggy
dig in youre sure good was daylights answer,data/l2arctic/BWC/wav/arctic_b0312.wav,BWC,Chinese,M,digging yours or good was daylight's answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/BWC/wav/arctic_b0313.wav,BWC,Chinese,M,the apron spring looked nearer and he showed like the unbroken call
he had been born with this endowment,data/l2arctic/BWC/wav/arctic_b0314.wav,BWC,Chinese,M,he had been born with this in doreman
and this was their sole conversation throughout the meal,data/l2arctic/BWC/wav/arctic_b0315.wav,BWC,Chinese,M,and this was their sole conversation throughout the mill
though the aurora still flamed another day had begun,data/l2arctic/BWC/wav/arctic_b0316.wav,BWC,Chinese,M,though the aurora still flamed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/BWC/wav/arctic_b0317.wav,BWC,Chinese,M,he did not believe in the burning of the light for such a luxury
again he had done the big thing,data/l2arctic/BWC/wav/arctic_b0318.wav,BWC,Chinese,M,again he had done the big thing
daylight was tired profoundly tired,data/l2arctic/BWC/wav/arctic_b0319.wav,BWC,Chinese,M,dela was tarred profoundly tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/BWC/wav/arctic_b0320.wav,BWC,Chinese,M,the regret in his voice was provocative of a second breast of laughter
instead he arrived on the night of the second day,data/l2arctic/BWC/wav/arctic_b0321.wav,BWC,Chinese,M,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/BWC/wav/arctic_b0322.wav,BWC,Chinese,M,dare supply off ground was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/BWC/wav/arctic_b0323.wav,BWC,Chinese,M,crickies began to jerk and mulgrace and ducks fell overhead
not till the twentieth of may did the river break,data/l2arctic/BWC/wav/arctic_b0324.wav,BWC,Chinese,M,not to the twentieth of may did the river break
it was a gigantic inadequacy,data/l2arctic/BWC/wav/arctic_b0325.wav,BWC,Chinese,M,it was then gigantic in adequacy
he had been so easy,data/l2arctic/BWC/wav/arctic_b0327.wav,BWC,Chinese,M,he had been so easy
change chairs daylight commanded,data/l2arctic/BWC/wav/arctic_b0328.wav,BWC,Chinese,M,changed chairs they like mended
id sooner have my chips back,data/l2arctic/BWC/wav/arctic_b0329.wav,BWC,Chinese,M,as soon as how my chiefs back
they only had a little thirty thousand dollar fire,data/l2arctic/BWC/wav/arctic_b0330.wav,BWC,Chinese,M,only how little thirty saw them dotterfire
his partners had starved and died on the stewart,data/l2arctic/BWC/wav/arctic_b0331.wav,BWC,Chinese,M,his banner had starved and died on the shore
as to how she dressed he had no ideas at all,data/l2arctic/BWC/wav/arctic_b0332.wav,BWC,Chinese,M,as to how she dressed he had no idea said i
it does was her audacious answer,data/l2arctic/BWC/wav/arctic_b0333.wav,BWC,Chinese,M,it thus was her audacious answer
oh its just a novel a love story,data/l2arctic/BWC/wav/arctic_b0334.wav,BWC,Chinese,M,oh is just a knowle a love story
whoever lived on the ranch did that,data/l2arctic/BWC/wav/arctic_b0335.wav,BWC,Chinese,M,who ever lived on the ranch deter
how old are you mother,data/l2arctic/BWC/wav/arctic_b0336.wav,BWC,Chinese,M,how old are you mother
here he got a fresh thrill,data/l2arctic/BWC/wav/arctic_b0337.wav,BWC,Chinese,M,here he got a fresco
it was unobtrusive yet it was there,data/l2arctic/BWC/wav/arctic_b0338.wav,BWC,Chinese,M,it was an obtrusive yet it was there
well ill be plumb gosh darned,data/l2arctic/BWC/wav/arctic_b0339.wav,BWC,Chinese,M,well i'll be planned gaston
these quick little joys of hers were sources of joy to him,data/l2arctic/BWC/wav/arctic_b0340.wav,BWC,Chinese,M,this quick little choice of hers was scarce of joy to him
i play that choice wide open to win,data/l2arctic/BWC/wav/arctic_b0341.wav,BWC,Chinese,M,i played that choice wide open to it
each improvement makes the value of everything else pump up,data/l2arctic/BWC/wav/arctic_b0342.wav,BWC,Chinese,M,each improvement makes the value of everything else pumped up
lots of men take women buggy riding,data/l2arctic/BWC/wav/arctic_b0344.wav,BWC,Chinese,M,less half man take ooman algie riding
theres not an iota of truth in it,data/l2arctic/BWC/wav/arctic_b0346.wav,BWC,Chinese,M,just not a hour of truth and
