transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rope_large_transcriptions
and this was their sole conversation throughout the meal,data/l2arctic/SKA/wav/arctic_b0315.wav,SKA,Arabic,F,and this is was their sole conversation throughout the meal
though the aurora still flamed another day had begun,data/l2arctic/SKA/wav/arctic_b0316.wav,SKA,Arabic,F,though the arolla still flummed another day had begun
he did not believe in the burning of the daylight for such a luxury,data/l2arctic/SKA/wav/arctic_b0317.wav,SKA,Arabic,F,he dod not believe in the burning of the daylight for such a luxury
again he had done the big thing,data/l2arctic/SKA/wav/arctic_b0318.wav,SKA,Arabic,F,again he had done the big saint
daylight was tired profoundly tired,data/l2arctic/SKA/wav/arctic_b0319.wav,SKA,Arabic,F,daylight was tirrned profundly tired o
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/SKA/wav/arctic_b0320.wav,SKA,Arabic,F,the regret in his voice was brovagate of a second burst of laughter
instead he arrived on the night of the second day,data/l2arctic/SKA/wav/arctic_b0321.wav,SKA,Arabic,F,instead he arrived on the night of second day
their supply of grub was gone,data/l2arctic/SKA/wav/arctic_b0322.wav,SKA,Arabic,F,their supply of grub was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/SKA/wav/arctic_b0323.wav,SKA,Arabic,F,kretaks begin to shrip and the more grieks and ducks flow overhead
not till the twentieth of may did the river break,data/l2arctic/SKA/wav/arctic_b0324.wav,SKA,Arabic,F,now till the twentieth of may did the river break
it was a gigantic inadequacy,data/l2arctic/SKA/wav/arctic_b0325.wav,SKA,Arabic,F,itwas a gigantic an equidixy
he had been so easy,data/l2arctic/SKA/wav/arctic_b0327.wav,SKA,Arabic,F,it had been so easy
change chairs daylight commanded,data/l2arctic/SKA/wav/arctic_b0328.wav,SKA,Arabic,F,chan shares daylight commended  g
id sooner have my chips back,data/l2arctic/SKA/wav/arctic_b0329.wav,SKA,Arabic,F,i do not have my chips back
they only had a little thirty thousand dollar fire,data/l2arctic/SKA/wav/arctic_b0330.wav,SKA,Arabic,F,they only had a little thirty thousand dollar fire
his partners had starved and died on the stewart,data/l2arctic/SKA/wav/arctic_b0331.wav,SKA,Arabic,F,his barton had started and died on the steward
as to how she dressed he had no ideas at all,data/l2arctic/SKA/wav/arctic_b0332.wav,SKA,Arabic,F,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/SKA/wav/arctic_b0333.wav,SKA,Arabic,F,and thus was her audition's answer
oh its just a novel a love story,data/l2arctic/SKA/wav/arctic_b0334.wav,SKA,Arabic,F,oh it's just a novel a love a story
whoever lived on the ranch did that,data/l2arctic/SKA/wav/arctic_b0335.wav,SKA,Arabic,F,whoever lived on the ranch did it
how old are you mother,data/l2arctic/SKA/wav/arctic_b0336.wav,SKA,Arabic,F,how old are you mother
here he got a fresh thrill,data/l2arctic/SKA/wav/arctic_b0337.wav,SKA,Arabic,F,here he got a fresh trow
it was unobtrusive yet it was there,data/l2arctic/SKA/wav/arctic_b0338.wav,SKA,Arabic,F,it was unobstrusive it was theirs
well ill be plumb gosh darned,data/l2arctic/SKA/wav/arctic_b0339.wav,SKA,Arabic,F,well i will be blumb gost darn it
these quick little joys of hers were sources of joy to him,data/l2arctic/SKA/wav/arctic_b0340.wav,SKA,Arabic,F,these quick little joys of hers were sorce of joy to him
i play that choice wide open to win,data/l2arctic/SKA/wav/arctic_b0341.wav,SKA,Arabic,F,i blazed a choice wide open throwin
each improvement makes the value of everything else pump up,data/l2arctic/SKA/wav/arctic_b0342.wav,SKA,Arabic,F,each improvement makes the value of everything alsa bamba
lots of men take women buggy riding,data/l2arctic/SKA/wav/arctic_b0344.wav,SKA,Arabic,F,lots of men take women buggy riding
daylight made no answer and the door closed behind him,data/l2arctic/SKA/wav/arctic_b0345.wav,SKA,Arabic,F,daylight made no answer and the door closed behind him
theres not an iota of truth in it,data/l2arctic/SKA/wav/arctic_b0346.wav,SKA,Arabic,F,his not an ayota of trouth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/SKA/wav/arctic_b0347.wav,SKA,Arabic,F,but ever his guests turned to that crized venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/SKA/wav/arctic_b0348.wav,SKA,Arabic,F,would you be satisfied with that one hundredthpart of me
in such a tumbling of values was no time to sell,data/l2arctic/SKA/wav/arctic_b0349.wav,SKA,Arabic,F,such a tumbling of violence was no time to setl o
stand off butcher and baker and all the rest,data/l2arctic/SKA/wav/arctic_b0350.wav,SKA,Arabic,F,stand off bitchon and the baker and the alzerist
matthewson whos this bookkeeper rogers,data/l2arctic/SKA/wav/arctic_b0351.wav,SKA,Arabic,F,mat on whos this bookkeeper ruggers msr
now just what do you want to know,data/l2arctic/SKA/wav/arctic_b0352.wav,SKA,Arabic,F,now just what do you want donno
i want to know how all this is possible,data/l2arctic/SKA/wav/arctic_b0353.wav,SKA,Arabic,F,i want to know how all this is possible
its that much junk,data/l2arctic/SKA/wav/arctic_b0354.wav,SKA,Arabic,F,is tat myshan
there was proper division of labor in the work they individually performed,data/l2arctic/SKA/wav/arctic_b0355.wav,SKA,Arabic,F,there was probably division of labor in the work the individual performed
he loved to play chinese lottery,data/l2arctic/SKA/wav/arctic_b0356.wav,SKA,Arabic,F,he loved to blench in his lottery
the law of club and fang,data/l2arctic/SKA/wav/arctic_b0357.wav,SKA,Arabic,F,the law of clamerentain
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/SKA/wav/arctic_b0358.wav,SKA,Arabic,F,temperature dropped to fifty below zero and remained there theo whole trap
any average young fellow can teach himself in a week,data/l2arctic/SKA/wav/arctic_b0367.wav,SKA,Arabic,F,any average young florg can teach himself in a week  or
it is a very tenable hypothesis and will bear looking into,data/l2arctic/SKA/wav/arctic_b0424.wav,SKA,Arabic,F,it is a very turnable high busises and well beere looking enda
there were orange green gold green and a copper green,data/l2arctic/SKA/wav/arctic_b0425.wav,SKA,Arabic,F,they were olange green gold green and the cover green
the history of our westward faring race is written in it,data/l2arctic/SKA/wav/arctic_b0428.wav,SKA,Arabic,F,the history of our waste wated failing race is written in it
he is a candidate rising from the serf class to our class,data/l2arctic/SKA/wav/arctic_b0432.wav,SKA,Arabic,F,is a candidate rison from the cerfa class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/SKA/wav/arctic_b0433.wav,SKA,Arabic,F,we are cooking on the coal stove and on the oil burners
the steward has just tendered me a respectful bit of advice,data/l2arctic/SKA/wav/arctic_b0434.wav,SKA,Arabic,F,the steward has just rendered me a respectable bit of advice
they ran the canoe in and climbed the high earth bank,data/l2arctic/SKA/wav/arctic_b0438.wav,SKA,Arabic,F,they ran the canoe in and climbed the high earth bank
he did not know what went on in the minds of his superiors,data/l2arctic/SKA/wav/arctic_b0444.wav,SKA,Arabic,F,he did not know what went on in hthe minds of his superiors
they saw each other for the first time in boston,data/l2arctic/SKA/wav/arctic_b0452.wav,SKA,Arabic,F,they saw each other for the first time and best on
his reward should have been peace and repose,data/l2arctic/SKA/wav/arctic_b0455.wav,SKA,Arabic,F,his reward should have been biasandripos
by virtue of that power we shall remain in power,data/l2arctic/SKA/wav/arctic_b0461.wav,SKA,Arabic,F,by virtue of that power we shall remain in power
very few people knew of the existence of this law,data/l2arctic/SKA/wav/arctic_b0469.wav,SKA,Arabic,F,very few people know of the existence of this law
what an excited whispering and conferring took place,data/l2arctic/SKA/wav/arctic_b0490.wav,SKA,Arabic,F,what an excitend whispering and the conferring it took place
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/SKA/wav/arctic_b0492.wav,SKA,Arabic,F,thus he turned the tins and jargon of psychology back on me
never so strange a prophet came up to jerusalem,data/l2arctic/SKA/wav/arctic_b0494.wav,SKA,Arabic,F,never so strange a prophet came up to jerusalem
we who have endured so much surely can endure a little more,data/l2arctic/SKA/wav/arctic_b0495.wav,SKA,Arabic,F,we who have endured so much surely can endure a little more er
the scents of strange vegetation blew off the tropic land,data/l2arctic/SKA/wav/arctic_b0503.wav,SKA,Arabic,F,the scents of strange vegetations blow off that tropic land
the life there was healthful and athletic but too juvenile,data/l2arctic/SKA/wav/arctic_b0504.wav,SKA,Arabic,F,the life there was healthful and athletic but too jovenile
it would help to tide me along until i got steady employment,data/l2arctic/SKA/wav/arctic_b0506.wav,SKA,Arabic,F,it would help to tide me along until i got steady employment r
but there was also talk of witchcraft in the village,data/l2arctic/SKA/wav/arctic_b0518.wav,SKA,Arabic,F,but there was also talk of witchcraft in the village
ill tell you the librarian said with a brightening face,data/l2arctic/SKA/wav/arctic_b0534.wav,SKA,Arabic,F,i'll tell you the librarian said with a brightening face
at the best they were necessary accessories,data/l2arctic/SKA/wav/arctic_b0538.wav,SKA,Arabic,F,at the best they were necessarly exercise
author of the danger trail philip steels etc,data/l2arctic/YBAA/wav/arctic_a0001.wav,YBAA,Arabic,M,author of the danger trail philip steeles et cetera
not at this particular case tom apologized whittemore,data/l2arctic/YBAA/wav/arctic_a0002.wav,YBAA,Arabic,M,not at this particular case tom apologized whitmore
for the twentieth time that evening the two men shook hands,data/l2arctic/YBAA/wav/arctic_a0003.wav,YBAA,Arabic,M,for the twentieth time that evening the two men shook hands
lord but im glad to see you again phil,data/l2arctic/YBAA/wav/arctic_a0004.wav,YBAA,Arabic,M,lord but i'm glad to see you again phil  ooh
will we ever forget it,data/l2arctic/YBAA/wav/arctic_a0005.wav,YBAA,Arabic,M,will we ever forget it
god bless em i hope ill go on seeing them forever,data/l2arctic/YBAA/wav/arctic_a0006.wav,YBAA,Arabic,M,god bless em i hope i'll go on seeing them for ever
and you always want to see it in the superlative degree,data/l2arctic/YBAA/wav/arctic_a0007.wav,YBAA,Arabic,M,and you always want to see it in this superlative degree
gad your letter came just in time,data/l2arctic/YBAA/wav/arctic_a0008.wav,YBAA,Arabic,M,gad your letter came just in time o oh
he turned sharply and faced gregson across the table,data/l2arctic/YBAA/wav/arctic_a0009.wav,YBAA,Arabic,M,he turned sharply and faced gregson across the table
im playing a single hand in what looks like a losing game,data/l2arctic/YBAA/wav/arctic_a0010.wav,YBAA,Arabic,M,and playing a single hand in what lookd like a losing game
if i ever needed a fighter in my life i need one now,data/l2arctic/YBAA/wav/arctic_a0011.wav,YBAA,Arabic,M,if i ever needed a fighter in my life i need one now
gregson shoved back his chair and rose to his feet,data/l2arctic/YBAA/wav/arctic_a0012.wav,YBAA,Arabic,M,griegson shoved back his chair and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/YBAA/wav/arctic_a0013.wav,YBAA,Arabic,M,he was a head shorter than his companion of almost delicate physique  l
now youre coming down to business phil he exclaimed,data/l2arctic/YBAA/wav/arctic_a0014.wav,YBAA,Arabic,M,now you are coming down to business phil he exclaimedo
its the aurora borealis,data/l2arctic/YBAA/wav/arctic_a0015.wav,YBAA,Arabic,M,it's the aurora borianis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/YBAA/wav/arctic_a0016.wav,YBAA,Arabic,M,there's fort churchill a rifle shot beyond the bridge asleep
there was a change now,data/l2arctic/YBAA/wav/arctic_a0018.wav,YBAA,Arabic,M,there was a change now
i followed the line of the proposed railroad looking for chances,data/l2arctic/YBAA/wav/arctic_a0019.wav,YBAA,Arabic,M,i followed the line of the proposed railroad looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/YBAA/wav/arctic_a0020.wav,YBAA,Arabic,M,clubs and balls and cities grew to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/YBAA/wav/arctic_a0021.wav,YBAA,Arabic,M,fairly clubbed me into recognizing it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/YBAA/wav/arctic_a0022.wav,YBAA,Arabic,M,hardly were our plans made public before we were met by powerful opposition however
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/YBAA/wav/arctic_a0023.wav,YBAA,Arabic,M,a combination of canadian capital quickly organized and petitioned for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/YBAA/wav/arctic_a0024.wav,YBAA,Arabic,M,it was my reports from the north which chiefly induced people to buy
i was about to do this when cooler judgment prevailed,data/l2arctic/YBAA/wav/arctic_a0025.wav,YBAA,Arabic,M,i was about to do this when cooler judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/YBAA/wav/arctic_a0026.wav,YBAA,Arabic,M,it occurred to me that there would have to be an accounting ofoo
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/YBAA/wav/arctic_a0027.wav,YBAA,Arabic,M,to my surprise he began to show actual enthusiasm in my favor
robbery bribery fraud,data/l2arctic/YBAA/wav/arctic_a0028.wav,YBAA,Arabic,M,robbery bribery fraud
their forces were already moving into the north country,data/l2arctic/YBAA/wav/arctic_a0029.wav,YBAA,Arabic,M,their forces were already moving into the north country
i had faith in them,data/l2arctic/YBAA/wav/arctic_a0030.wav,YBAA,Arabic,M,i had faith in them
they were three hundred yards apart,data/l2arctic/YBAA/wav/arctic_a0031.wav,YBAA,Arabic,M,they were three hundred yards apart
since then some mysterious force has been fighting us at every step,data/l2arctic/YBAA/wav/arctic_a0032.wav,YBAA,Arabic,M,since then some mysterious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/YBAA/wav/arctic_a0033.wav,YBAA,Arabic,M,he unfolded a long type written letter and handed it to gregson
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/YBAA/wav/arctic_a0035.wav,YBAA,Arabic,M,he stopped and philip nodded at the horrified question in his eyes
she turned in at the hotel,data/l2arctic/YBAA/wav/arctic_a0036.wav,YBAA,Arabic,M,she turned in at the hotel
i was the only one who remained sitting,data/l2arctic/YBAA/wav/arctic_a0037.wav,YBAA,Arabic,M,i was the only one who remained sitting
