transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rel_large_transcriptions
the task we set ourselves was threefold,data/l2arctic/NCC/wav/arctic_b0481.wav,NCC,Chinese,F,the task we set ourselves was threefold
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/NCC/wav/arctic_b0482.wav,NCC,Chinese,F,many other similar disconcerting omissions will be noticed in manuscripts
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/NCC/wav/arctic_b0483.wav,NCC,Chinese,F,the flower of the artistic and intellectual world were revolutionists
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/NCC/wav/arctic_b0484.wav,NCC,Chinese,F,this the iron heel foresaw and laid its schemes accordingly
the mob came on but it could not advance,data/l2arctic/NCC/wav/arctic_b0485.wav,NCC,Chinese,F,the mob came on but it could not advance
but why continue the tirade for tirade it was,data/l2arctic/NCC/wav/arctic_b0486.wav,NCC,Chinese,F,but whi continued the tyrant for tyrant it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/NCC/wav/arctic_b0487.wav,NCC,Chinese,F,after all superfluous flesh is gone what is left is stingy and resistent
beyond refusing to sell us food they left us to ourselves,data/l2arctic/NCC/wav/arctic_b0488.wav,NCC,Chinese,F,beyond refusing to set our foot they left us to ourselves
he was a merry monarch especially so for an asiatic,data/l2arctic/NCC/wav/arctic_b0489.wav,NCC,Chinese,F,hewas a merry monarch especially so for an asiatic
what an excited whispering and conferring took place,data/l2arctic/NCC/wav/arctic_b0490.wav,NCC,Chinese,F,what excited whispering and confirming took place
jacob brinker who was his road mate brought the news,data/l2arctic/NCC/wav/arctic_b0491.wav,NCC,Chinese,F,jacob brinker who was his ro mate brought the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/NCC/wav/arctic_b0492.wav,NCC,Chinese,F,thus he turned the temets and th jargon of psychology back on me
you yellow giant thing of the frost,data/l2arctic/NCC/wav/arctic_b0493.wav,NCC,Chinese,F,you yellow giant thing of this frost
never so strange a prophet came up to jerusalem,data/l2arctic/NCC/wav/arctic_b0494.wav,NCC,Chinese,F,never so strange o prophets came up to jerusalem
we who have endured so much surely can endure a little more,data/l2arctic/NCC/wav/arctic_b0495.wav,NCC,Chinese,F,we who have endured so much surely can endure a little more
one great drawback to farming in california is our long dry summer,data/l2arctic/NCC/wav/arctic_b0497.wav,NCC,Chinese,F,one great drawback to farming in california is our long dry summer
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/NCC/wav/arctic_b0498.wav,NCC,Chinese,F,i remembered the red wine of the italian rancu and shudered inwardly
i said and dismissed the matter as not worth thinking about,data/l2arctic/NCC/wav/arctic_b0499.wav,NCC,Chinese,F,i said and dismissed the matter as not worth thinking about
then came my boy code,data/l2arctic/NCC/wav/arctic_b0500.wav,NCC,Chinese,F,then came my boy cold
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/NCC/wav/arctic_b0501.wav,NCC,Chinese,F,and wherever i ranged the way lay along alcohol drenched roads
and as we hurried up town joe goose explained,data/l2arctic/NCC/wav/arctic_b0502.wav,NCC,Chinese,F,and as we hurried up town joeb goose explained
the scents of strange vegetation blew off the tropic land,data/l2arctic/NCC/wav/arctic_b0503.wav,NCC,Chinese,F,the scent of strange vegetation blew off the tropic land
the life there was healthful and athletic but too juvenile,data/l2arctic/NCC/wav/arctic_b0504.wav,NCC,Chinese,F,life there was healthful and athletic but too juvenil
how valiantly i went at it that first day,data/l2arctic/NCC/wav/arctic_b0505.wav,NCC,Chinese,F,how valiantly i wentat it desperately
it would help to tide me along until i got steady employment,data/l2arctic/NCC/wav/arctic_b0506.wav,NCC,Chinese,F,it would have to tide me along until i got steady employment
did i possess too much vitality,data/l2arctic/NCC/wav/arctic_b0507.wav,NCC,Chinese,F,did i possess too much vitality
in his anxiety and solicitude and love they did not count,data/l2arctic/NCC/wav/arctic_b0508.wav,NCC,Chinese,F,in his anxiety and solicitude and love they did not count
he had fulfilled his duty and paid properly,data/l2arctic/NCC/wav/arctic_b0509.wav,NCC,Chinese,F,he had fulfilled his duty and paid properly
he knew what taboos he was violating,data/l2arctic/NCC/wav/arctic_b0510.wav,NCC,Chinese,F,he knew what a bous he was violating
do you value your hide,data/l2arctic/NCC/wav/arctic_b0511.wav,NCC,Chinese,F,o vary your height
you should have seen them when they heard me spitting chinook,data/l2arctic/NCC/wav/arctic_b0512.wav,NCC,Chinese,F,ushould have seen them when they heard my spading trin knock
the women they carried away with them to the big valley,data/l2arctic/NCC/wav/arctic_b0241.wav,NCC,Chinese,F,the women they carried away with them to the big valley
you fired me out of your house in short,data/l2arctic/NCC/wav/arctic_b0258.wav,NCC,Chinese,F,you filed me out of your house in short
but i did not enjoy it long,data/l2arctic/NCC/wav/arctic_b0275.wav,NCC,Chinese,F,but i did no enjy it long
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/NCC/wav/arctic_b0292.wav,NCC,Chinese,F,the firemen wore animal skins around their waists and across their shoulders
nor was elam harnish an exception,data/l2arctic/NCC/wav/arctic_b0309.wav,NCC,Chinese,F,nor was hellen harnigh an exception
our mister howison will call upon you at your hotel,data/l2arctic/NCC/wav/arctic_b0326.wav,NCC,Chinese,F,our mister howison will call upon you at your hotel
but how are you going to do it,data/l2arctic/NCC/wav/arctic_b0343.wav,NCC,Chinese,F,bat haw are you going to do it
this state of mind comes of an undue prominence of the ego,data/l2arctic/NCC/wav/arctic_b0360.wav,NCC,Chinese,F,this state of mind comes of an undue prominence of the ego
a scarlet loincloth completed his costume,data/l2arctic/NCC/wav/arctic_b0377.wav,NCC,Chinese,F,scarlet lying in crols completed his costume
the boy hesitated then mastered his temper,data/l2arctic/NCC/wav/arctic_b0394.wav,NCC,Chinese,F,the boy hesitated then mastered his temper
he gave no reason but his motive was obvious enough,data/l2arctic/NCC/wav/arctic_b0411.wav,NCC,Chinese,F,he gave no reason but his motive was obvious enough
the history of our westward faring race is written in it,data/l2arctic/NCC/wav/arctic_b0428.wav,NCC,Chinese,F,the history of our westward faring race is reading in it
mops sir eagerly answered the sailor at the wheel,data/l2arctic/NCC/wav/arctic_b0445.wav,NCC,Chinese,F,mob sir eagerly answered the sailor at will
one guess will do ernest retorted,data/l2arctic/NCC/wav/arctic_b0462.wav,NCC,Chinese,F,one guess will do earnest retorted
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/NCC/wav/arctic_b0479.wav,NCC,Chinese,F,violation of this law was made a high misdemeanor and punished accordingly
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/NCC/wav/arctic_b0496.wav,NCC,Chinese,F,i hav been myself that one man contemplated by passal's philosophicali
he plodded on for half an hour when the hallucination arose again,data/l2arctic/NCC/wav/arctic_b0513.wav,NCC,Chinese,F,he plodded on for half an hour when the hallucination arose again
you can take a vacation on pay,data/l2arctic/NCC/wav/arctic_a0272.wav,NCC,Chinese,F,you can take a vacation on pay
he may anticipate the day of his death,data/l2arctic/NCC/wav/arctic_a0544.wav,NCC,Chinese,F,he may anticipate the day of his death
but to culture the revolution thus far had exhausted the junta,data/l2arctic/NCC/wav/arctic_b0224.wav,NCC,Chinese,F,bat to coucher the revolution thus far had exhausted the junta
tomorrow or next day it might he gone,data/l2arctic/NCC/wav/arctic_b0514.wav,NCC,Chinese,F,to morrow or next day it may be gone   l
but already he had composed himself,data/l2arctic/NCC/wav/arctic_b0515.wav,NCC,Chinese,F,bat already he had composed himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/NCC/wav/arctic_b0516.wav,NCC,Chinese,F,zelah relaxed her sore mouth long enough to sign her satisfaction
eggshell is not good to eat,data/l2arctic/NCC/wav/arctic_b0517.wav,NCC,Chinese,F,x sho is no good at it
but there was also talk of witchcraft in the village,data/l2arctic/NCC/wav/arctic_b0518.wav,NCC,Chinese,F,but there was also talk of witch craft in the village
yea i will tell thee,data/l2arctic/NCC/wav/arctic_b0519.wav,NCC,Chinese,F,yea i will tell thee
hans hurled himself upon the prostrate man striking madly with his fists,data/l2arctic/NCC/wav/arctic_b0520.wav,NCC,Chinese,F,hanes hurled himself upon the prostrate man striking madly with his fist
and he thought of oona and of her words,data/l2arctic/NCC/wav/arctic_b0521.wav,NCC,Chinese,F,and he thought of unah and of her words
nor would it thaw out his hands and feet,data/l2arctic/NCC/wav/arctic_b0522.wav,NCC,Chinese,F,nor oud id throw out his hands and feet
the russian music player the count was her obedient slave,data/l2arctic/NCC/wav/arctic_b0523.wav,NCC,Chinese,F,the russian music player the count was her obedient slave
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/NCC/wav/arctic_b0524.wav,NCC,Chinese,F,so far as flags were concerned they were beyond our jurisdiction
new idea he volunteered brand new idea,data/l2arctic/NCC/wav/arctic_b0525.wav,NCC,Chinese,F,new idea he volunteered brand new idea
thirty pounds said the captain with finality,data/l2arctic/NCC/wav/arctic_b0526.wav,NCC,Chinese,F,thirty pounds said the captain with finality
very idea of it was preposterous,data/l2arctic/NCC/wav/arctic_b0527.wav,NCC,Chinese,F,their idea of it was preposterous
captain doanes orders were swiftly obeyed,data/l2arctic/NCC/wav/arctic_b0528.wav,NCC,Chinese,F,captain doner's orders were swiftly obeyed
come on del mar challenged,data/l2arctic/NCC/wav/arctic_b0529.wav,NCC,Chinese,F,kaman de mar challenged
he had a big chimpanzee that was a winner,data/l2arctic/NCC/wav/arctic_b0530.wav,NCC,Chinese,F,he had a big chimpanzee that was wingner
im sure it must have been some adventure,data/l2arctic/NCC/wav/arctic_b0531.wav,NCC,Chinese,F,i'm sure it must have been some adventure
that longfellow chap most likely had written countless books of poetry,data/l2arctic/NCC/wav/arctic_b0532.wav,NCC,Chinese,F,that longfellow charp most likely had written countless books of poetry
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/NCC/wav/arctic_b0533.wav,NCC,Chinese,F,his abnormal power of vision made abstractions take on concrete form
ill tell you the librarian said with a brightening face,data/l2arctic/NCC/wav/arctic_b0534.wav,NCC,Chinese,F,i'll tell you the librarian said with a brightening face
he read his fragments aloud,data/l2arctic/NCC/wav/arctic_b0535.wav,NCC,Chinese,F,he read his fragment aloud
typhoid did i tell you,data/l2arctic/NCC/wav/arctic_b0536.wav,NCC,Chinese,F,typhoid did i tell you
but she had become an automaton,data/l2arctic/NCC/wav/arctic_b0537.wav,NCC,Chinese,F,but she had become an automaton
at the best they were necessary accessories,data/l2arctic/NCC/wav/arctic_b0538.wav,NCC,Chinese,F,at the best there were necessary accessories
you were making them talk shop ruth charged him,data/l2arctic/NCC/wav/arctic_b0539.wav,NCC,Chinese,F,you were making them talk shop rot charged him
author of the danger trail philip steels etc,data/l2arctic/TXHC/wav/arctic_a0001.wav,TXHC,Chinese,M,author of the danger trail phelix steele's et cetera
not at this particular case tom apologized whittemore,data/l2arctic/TXHC/wav/arctic_a0002.wav,TXHC,Chinese,M,not at this particular case tom apologized whitmore
for the twentieth time that evening the two men shook hands,data/l2arctic/TXHC/wav/arctic_a0003.wav,TXHC,Chinese,M,for the twentieth time that evening the two men shook hands
lord but im glad to see you again phil,data/l2arctic/TXHC/wav/arctic_a0004.wav,TXHC,Chinese,M,lord but i'm glad to see you again phil
will we ever forget it,data/l2arctic/TXHC/wav/arctic_a0005.wav,TXHC,Chinese,M,will we ever forget it
god bless em i hope ill go on seeing them forever,data/l2arctic/TXHC/wav/arctic_a0006.wav,TXHC,Chinese,M,god bless them i hope i will go on seeing them for ever
and you always want to see it in the superlative degree,data/l2arctic/TXHC/wav/arctic_a0007.wav,TXHC,Chinese,M,and you always want to see it in the superlative degree
gad your letter came just in time,data/l2arctic/TXHC/wav/arctic_a0008.wav,TXHC,Chinese,M,gad your letter came just in time
he turned sharply and faced gregson across the table,data/l2arctic/TXHC/wav/arctic_a0009.wav,TXHC,Chinese,M,he turned sharply and faced gregson across the table
im playing a single hand in what looks like a losing game,data/l2arctic/TXHC/wav/arctic_a0010.wav,TXHC,Chinese,M,and playing a single hand in what looks like a losing game
if i ever needed a fighter in my life i need one now,data/l2arctic/TXHC/wav/arctic_a0011.wav,TXHC,Chinese,M,if i ever needed a fighter in my life i need one now
gregson shoved back his chair and rose to his feet,data/l2arctic/TXHC/wav/arctic_a0012.wav,TXHC,Chinese,M,graxon shoved back his chair and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/TXHC/wav/arctic_a0013.wav,TXHC,Chinese,M,he was a head shorter than his companion of almost delicate physique
now youre coming down to business phil he exclaimed,data/l2arctic/TXHC/wav/arctic_a0014.wav,TXHC,Chinese,M,now you are coming down to business phil he exclaimed it
its the aurora borealis,data/l2arctic/TXHC/wav/arctic_a0015.wav,TXHC,Chinese,M,it's the aurora borealis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/TXHC/wav/arctic_a0016.wav,TXHC,Chinese,M,there's fort churchill a rifle shot beyond the ridge asleep
there was a change now,data/l2arctic/TXHC/wav/arctic_a0018.wav,TXHC,Chinese,M,there was a change now   o o
i followed the line of the proposed railroad looking for chances,data/l2arctic/TXHC/wav/arctic_a0019.wav,TXHC,Chinese,M,i followed the line of the proposed railroad looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/TXHC/wav/arctic_a0020.wav,TXHC,Chinese,M,clubs and balls and cities grew to be only memories
