transcription,path_to_audio,speaker_id,native_language,gender,unispeechsat_base_transcriptions
but already he had composed himself,data/l2arctic/BWC/wav/arctic_b0515.wav,BWC,Chinese,M,t already he had composed himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/BWC/wav/arctic_b0516.wav,BWC,Chinese,M,tilla relax her so moth along enough tol signher sat his faction
eggshell is not good to eat,data/l2arctic/BWC/wav/arctic_b0517.wav,BWC,Chinese,M,acshal is not good to eat
but there was also talk of witchcraft in the village,data/l2arctic/BWC/wav/arctic_b0518.wav,BWC,Chinese,M,but there wasalso talkof eiach craft in a velage
yea i will tell thee,data/l2arctic/BWC/wav/arctic_b0519.wav,BWC,Chinese,M,i i'll tell thee
hans hurled himself upon the prostrate man striking madly with his fists,data/l2arctic/BWC/wav/arctic_b0520.wav,BWC,Chinese,M,hands hurled himself upon te prostrate man striking malli with his fist
and he thought of oona and of her words,data/l2arctic/BWC/wav/arctic_b0521.wav,BWC,Chinese,M,and hethodop ona and of her wor
nor would it thaw out his hands and feet,data/l2arctic/BWC/wav/arctic_b0522.wav,BWC,Chinese,M,nor ode thought of his hands and feet
the russian music player the count was her obedient slave,data/l2arctic/BWC/wav/arctic_b0523.wav,BWC,Chinese,M,a rasian musace player tha count was her obedieon slave
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/BWC/wav/arctic_b0524.wav,BWC,Chinese,M,so far as flaxwel concerned they were beyond all joyyous dation
new idea he volunteered brand new idea,data/l2arctic/BWC/wav/arctic_b0525.wav,BWC,Chinese,M,new idea he volunteered branneu idea
thirty pounds said the captain with finality,data/l2arctic/BWC/wav/arctic_b0526.wav,BWC,Chinese,M,thirty pounds at a captin with fanacly
the very idea of it was preposterous,data/l2arctic/BWC/wav/arctic_b0527.wav,BWC,Chinese,M,de vare ide aphia was prepostrious
captain doanes orders were swiftly obeyed,data/l2arctic/BWC/wav/arctic_b0528.wav,BWC,Chinese,M,captan do' ourdors wal swiftly to obey
come on del mar challenged,data/l2arctic/BWC/wav/arctic_b0529.wav,BWC,Chinese,M,camand dalmar carenged
he had a big chimpanzee that was a winner,data/l2arctic/BWC/wav/arctic_b0530.wav,BWC,Chinese,M,he had a big chimpensy that was a winner
im sure it must have been some adventure,data/l2arctic/BWC/wav/arctic_b0531.wav,BWC,Chinese,M,am sure he must help be some adventeur
that longfellow chap most likely had written countless books of poetry,data/l2arctic/BWC/wav/arctic_b0532.wav,BWC,Chinese,M,the larn fellow to have most likely had right and con te books of poetry
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/BWC/wav/arctic_b0533.wav,BWC,Chinese,M,his abnormal power phisian made abstractions take a conqrate for
ill tell you the librarian said with a brightening face,data/l2arctic/BWC/wav/arctic_b0534.wav,BWC,Chinese,M,i'll tell you te labririn sad with a brightening face
he read his fragments aloud,data/l2arctic/BWC/wav/arctic_b0535.wav,BWC,Chinese,M,he rad his fragments allowed
typhoid did i tell you,data/l2arctic/BWC/wav/arctic_b0536.wav,BWC,Chinese,M,tiit did i tell you
but she had become an automaton,data/l2arctic/BWC/wav/arctic_b0537.wav,BWC,Chinese,M,but she had become an a tomatan
at the best they were necessary accessories,data/l2arctic/BWC/wav/arctic_b0538.wav,BWC,Chinese,M,at the bast there were necessary exelsolries
you were making them talk shop ruth charged him,data/l2arctic/BWC/wav/arctic_b0539.wav,BWC,Chinese,M,your making them talk shop ruth charged him
author of the danger trail philip steels etc,data/l2arctic/LXC/wav/arctic_a0001.wav,LXC,Chinese,F,other of ladanger ce philipes stails it detter
not at this particular case tom apologized whittemore,data/l2arctic/LXC/wav/arctic_a0002.wav,LXC,Chinese,F,not at least particular cased tom apologized white moau
for the twentieth time that evening the two men shook hands,data/l2arctic/LXC/wav/arctic_a0003.wav,LXC,Chinese,F,for tha twentieth time that evening le two men shock hends
lord but im glad to see you again phil,data/l2arctic/LXC/wav/arctic_a0004.wav,LXC,Chinese,F,lod but i am glad to see you again feel
will we ever forget it,data/l2arctic/LXC/wav/arctic_a0005.wav,LXC,Chinese,F,will we ever forgeted
god bless em i hope ill go on seeing them forever,data/l2arctic/LXC/wav/arctic_a0006.wav,LXC,Chinese,F,god bless m i hope i will go on seeing them for ever
and you always want to see it in the superlative degree,data/l2arctic/LXC/wav/arctic_a0007.wav,LXC,Chinese,F,and you always want to sayt in the superlity of diqary
gad your letter came just in time,data/l2arctic/LXC/wav/arctic_a0008.wav,LXC,Chinese,F,god your letter came just in time
he turned sharply and faced gregson across the table,data/l2arctic/LXC/wav/arctic_a0009.wav,LXC,Chinese,F,he turned sharply and afaced the grass uncross the table
im playing a single hand in what looks like a losing game,data/l2arctic/LXC/wav/arctic_a0010.wav,LXC,Chinese,F,and playing a single hand ing what look last a loosing game
if i ever needed a fighter in my life i need one now,data/l2arctic/LXC/wav/arctic_a0011.wav,LXC,Chinese,F,if i ever needed he fighter you my life i need one nol
gregson shoved back his chair and rose to his feet,data/l2arctic/LXC/wav/arctic_a0012.wav,LXC,Chinese,F,goragom shove the back his trar and the rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/LXC/wav/arctic_a0013.wav,LXC,Chinese,F,he was a had shater than he's companion of almost delicate physic
now youre coming down to business phil he exclaimed,data/l2arctic/LXC/wav/arctic_a0014.wav,LXC,Chinese,F,now you are coming down to business vel he exclaimed
its the aurora borealis,data/l2arctic/LXC/wav/arctic_a0015.wav,LXC,Chinese,F,is the arora bore alis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/LXC/wav/arctic_a0016.wav,LXC,Chinese,F,there's fought churcher a rifle shot beyond ea right asleep
there was a change now,data/l2arctic/LXC/wav/arctic_a0018.wav,LXC,Chinese,F,there was a chincenal
i followed the line of the proposed railroad looking for chances,data/l2arctic/LXC/wav/arctic_a0019.wav,LXC,Chinese,F,i followed the le line of la propresed rail road looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/LXC/wav/arctic_a0020.wav,LXC,Chinese,F,collapse in the bals and eceties grow to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/LXC/wav/arctic_a0021.wav,LXC,Chinese,F,it fairly clapped me into recognizing it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/LXC/wav/arctic_a0022.wav,LXC,Chinese,F,hawdly were our plans made public before we were met by powerful obsation
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/LXC/wav/arctic_a0023.wav,LXC,Chinese,F,a combination of canadian capital quickly augonized and petisioned for the same praye villages
it was my reports from the north which chiefly induced people to buy,data/l2arctic/LXC/wav/arctic_a0024.wav,LXC,Chinese,F,it was my repulse form la nos which chiefly induced people to buy
i was about to do this when cooler judgment prevailed,data/l2arctic/LXC/wav/arctic_a0025.wav,LXC,Chinese,F,i was about to do this when cooler judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/LXC/wav/arctic_a0026.wav,LXC,Chinese,F,it occurred to me that there would have to be ng a counting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/LXC/wav/arctic_a0027.wav,LXC,Chinese,F,to my surprise he began to asshow actur intusiasem in my favour
robbery bribery fraud,data/l2arctic/LXC/wav/arctic_a0028.wav,LXC,Chinese,F,robbery bribery froud
their forces were already moving into the north country,data/l2arctic/LXC/wav/arctic_a0029.wav,LXC,Chinese,F,their phoses were already moving into anot country
i had faith in them,data/l2arctic/LXC/wav/arctic_a0030.wav,LXC,Chinese,F,i had facte england
they were three hundred yards apart,data/l2arctic/LXC/wav/arctic_a0031.wav,LXC,Chinese,F,there was three hundred yards a pot
since then some mysterious force has been fighting us at every step,data/l2arctic/LXC/wav/arctic_a0032.wav,LXC,Chinese,F,since then some mysterious volse has been finting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/LXC/wav/arctic_a0033.wav,LXC,Chinese,F,he unfoded a long taparaton ladter and a handed it to graxson
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/LXC/wav/arctic_a0035.wav,LXC,Chinese,F,he stopped and the philip noted at a horrified question in his eyes
she turned in at the hotel,data/l2arctic/LXC/wav/arctic_a0036.wav,LXC,Chinese,F,she turned ing at  hotel
i was the only one who remained sitting,data/l2arctic/LXC/wav/arctic_a0037.wav,LXC,Chinese,F,i was the only one who remained siting
well have to watch our chances,data/l2arctic/LXC/wav/arctic_a0038.wav,LXC,Chinese,F,we will have to watch our chances
the ship should be in within a week or ten days,data/l2arctic/LXC/wav/arctic_a0039.wav,LXC,Chinese,F,the ship should be in whizsing a week or ten days
i suppose you wonder why she is coming up here,data/l2arctic/LXC/wav/arctic_a0040.wav,LXC,Chinese,F,i suppose you wonder why she 's coming up here
meanwhile ill go out to breathe a spell,data/l2arctic/LXC/wav/arctic_a0041.wav,LXC,Chinese,F,meanwhile i will go out to breas as ba
how could he explain his possession of the sketch,data/l2arctic/LXC/wav/arctic_a0042.wav,LXC,Chinese,F,how could he isplan his possession of les ketch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/LXC/wav/arctic_a0043.wav,LXC,Chinese,F,it seemed near tu hi since he had seen an attoxed wi gragson
her own betrayal of herself was like tonic to philip,data/l2arctic/LXC/wav/arctic_a0044.wav,LXC,Chinese,F,her ow bitri of horsel was lac tonic to philip
he moved away as quietly as he had come,data/l2arctic/LXC/wav/arctic_a0045.wav,LXC,Chinese,F,he moved away as quietly as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/LXC/wav/arctic_a0046.wav,LXC,Chinese,F,la girl faced him her eyes trining with sadden feil
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/LXC/wav/arctic_a0047.wav,LXC,Chinese,F,close beside heim gleamed the white fence of a wolf dog
he looked at the handkerchief more closely,data/l2arctic/LXC/wav/arctic_a0048.wav,LXC,Chinese,F,he looked at e hand curchief mor colosly
gregson was asleep when he reentered the cabin,data/l2arctic/LXC/wav/arctic_a0049.wav,LXC,Chinese,F,gragson was asleep when he reentered thee cabbin
in spite of their absurdity the words affected philip curiously,data/l2arctic/LXC/wav/arctic_a0050.wav,LXC,Chinese,F,in spite of their a bzage talor woas effect philip curosity
it was a curious coincidence,data/l2arctic/LXC/wav/arctic_a0052.wav,LXC,Chinese,F,it was a curas cal insidence
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/LXC/wav/arctic_a0053.wav,LXC,Chinese,F,saddling his fingers crosed tihtly overl a handkerchief
there was nothing on the rock,data/l2arctic/LXC/wav/arctic_a0054.wav,LXC,Chinese,F,there was knatting on te rock
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/LXC/wav/arctic_a0055.wav,LXC,Chinese,F,philipps stood ungesided his ails strinned to a cachela slightestd song
pearces little eyes were fixed on him shrewdly,data/l2arctic/LXC/wav/arctic_a0056.wav,LXC,Chinese,F,piere's little eyes war fixed on him shudly
i have no idea replied philip,data/l2arctic/LXC/wav/arctic_a0057.wav,LXC,Chinese,F,have no idea repried fily
i came for information more out of curiosity than anything else,data/l2arctic/LXC/wav/arctic_a0058.wav,LXC,Chinese,F,i came for information more out of curiousty than anything lse
his immaculate appearance was gone,data/l2arctic/LXC/wav/arctic_a0059.wav,LXC,Chinese,F,his ingmaculate appearance was gone
anyway no one saw her like that,data/l2arctic/LXC/wav/arctic_a0060.wav,LXC,Chinese,F,anuate no wone salker like that
philip snatched at the letter which gregson held out to him,data/l2arctic/LXC/wav/arctic_a0061.wav,LXC,Chinese,F,philips snatched theatter latter which gragton held out to him
the men stared into each others face,data/l2arctic/LXC/wav/arctic_a0062.wav,LXC,Chinese,F,the man staled into each aly's face
yes it was a man who asked a stranger,data/l2arctic/LXC/wav/arctic_a0063.wav,LXC,Chinese,F,yes it was the man who asked us gingeur
the fourth and fifth days passed without any developments,data/l2arctic/LXC/wav/arctic_a0064.wav,LXC,Chinese,F,lefors and the fifth days passed the resout any development
they closed now until his fingers were like cords of steel,data/l2arctic/LXC/wav/arctic_a0065.wav,LXC,Chinese,F,leke curs e knat until his fingers were like cauts off stil
he saw jeanne falter for a moment,data/l2arctic/LXC/wav/arctic_a0066.wav,LXC,Chinese,F,he saw jan fote for a moment
surely i will excuse you she cried,data/l2arctic/LXC/wav/arctic_a0067.wav,LXC,Chinese,F,surely a rst gives you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/LXC/wav/arctic_a0017.wav,LXC,Chinese,F,from tha moment his friendship for ballid terns to hatchardt and thei jealousy
men of seldens stamp dont stop at women and children,data/l2arctic/LXC/wav/arctic_a0034.wav,LXC,Chinese,F,man of saildons sten thone stopp at worm and chidren
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/LXC/wav/arctic_a0051.wav,LXC,Chinese,F,the lace was of a delicate ivory callar pintela tainteed withs yellow
in a flash philip followed its direction,data/l2arctic/LXC/wav/arctic_a0068.wav,LXC,Chinese,F,ing a flash phillape followed its diraction
a trickle of fresh blood ran over his face,data/l2arctic/LXC/wav/arctic_a0085.wav,LXC,Chinese,F,a treieck of fresh brad ran over his fact
he will follow us soon,data/l2arctic/LXC/wav/arctic_a0102.wav,LXC,Chinese,F,he will follow as do
jeanne was turning the bow shoreward,data/l2arctic/LXC/wav/arctic_a0119.wav,LXC,Chinese,F,gene was toning la bo's shaw word
about him everywhere were the evidences of luxury and of age,data/l2arctic/LXC/wav/arctic_a0136.wav,LXC,Chinese,F,about he evrrel were the avidency of luxury and of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/LXC/wav/arctic_a0153.wav,LXC,Chinese,F,mecdago tepptd hes forehead says picturesli wisr stabpy forefinger
there was none of the joy of meeting in his face,data/l2arctic/LXC/wav/arctic_a0170.wav,LXC,Chinese,F,there was now of e jy of meti in his face
ahead of them they saw a glimmer of sunshine,data/l2arctic/LXC/wav/arctic_a0187.wav,LXC,Chinese,F,a had of them they saw a glamour of sancha
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/LXC/wav/arctic_a0204.wav,LXC,Chinese,F,lavoolf dog surasetd his gount maze toward he
i dont know why youre here at all,data/l2arctic/LXC/wav/arctic_a0221.wav,LXC,Chinese,F,i don't know where you are here at all
