transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_large_transcriptions
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/LXC/wav/arctic_b0479.wav,LXC,Chinese,F,violatation of this law was made a high mis steamer and a punished accordingly
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/LXC/wav/arctic_b0496.wav,LXC,Chinese,F,asking myself that one man contemilated by pascrous philosophic i
he plodded on for half an hour when the hallucination arose again,data/l2arctic/LXC/wav/arctic_b0513.wav,LXC,Chinese,F,he plided on for half an hour when the hallucination arose again
you can take a vacation on pay,data/l2arctic/LXC/wav/arctic_a0272.wav,LXC,Chinese,F,you can take a occasion on pay
he may anticipate the day of his death,data/l2arctic/LXC/wav/arctic_a0544.wav,LXC,Chinese,F,he may anticipate to the day of his death
but to culture the revolution thus far had exhausted the junta,data/l2arctic/LXC/wav/arctic_b0224.wav,LXC,Chinese,F,back to a cautrale revolution thus far had exarted e ljonter
tomorrow or next day it might be gone,data/l2arctic/LXC/wav/arctic_b0514.wav,LXC,Chinese,F,to morrow on nexday it may be gone
but already he had composed himself,data/l2arctic/LXC/wav/arctic_b0515.wav,LXC,Chinese,F,but already he had composed himself
zilla relaxed her sour mouth long enough to sigh her satisfaction,data/l2arctic/LXC/wav/arctic_b0516.wav,LXC,Chinese,F,vela relaxed her saw most long enough to side her satisfication
eggshell is not good to eat,data/l2arctic/LXC/wav/arctic_b0517.wav,LXC,Chinese,F,exure is not good to iat
but there was also talk of witchcraft in the village,data/l2arctic/LXC/wav/arctic_b0518.wav,LXC,Chinese,F,putler was also talk of witchcraft in the village
yea i will tell thee,data/l2arctic/LXC/wav/arctic_b0519.wav,LXC,Chinese,F,yea aule tales three
hans hurled himself upon the prostrate man striking madly with his fists,data/l2arctic/LXC/wav/arctic_b0520.wav,LXC,Chinese,F,hens heard himself uponle prostrate men striking madlywisi his feasts
and he thought of oona and of her words,data/l2arctic/LXC/wav/arctic_b0521.wav,LXC,Chinese,F,and he sought of honour and of her words
nor would it thaw out his hands and feet,data/l2arctic/LXC/wav/arctic_b0522.wav,LXC,Chinese,F,nor would it throw out his hands and feet
the russian music player the count was her obedient slave,data/l2arctic/LXC/wav/arctic_b0523.wav,LXC,Chinese,F,leratian music player la conte was her obedient slave
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/LXC/wav/arctic_b0524.wav,LXC,Chinese,F,so far as flags were concerned they were beyong awe jurisdiction
new idea he volunteered brand new idea,data/l2arctic/LXC/wav/arctic_b0525.wav,LXC,Chinese,F,new idea he volunteered bret no idea
thirty pounds said the captain with finality,data/l2arctic/LXC/wav/arctic_b0526.wav,LXC,Chinese,F,thirteen ponds sadr kaptain with finality
the very idea of it was preposterous,data/l2arctic/LXC/wav/arctic_b0527.wav,LXC,Chinese,F,the very idea of it it was proposterious
captain doanes orders were swiftly obeyed,data/l2arctic/LXC/wav/arctic_b0528.wav,LXC,Chinese,F,captain done's others was wive tor obede
come on del mar challenged,data/l2arctic/LXC/wav/arctic_b0529.wav,LXC,Chinese,F,come on they'll make challenge ter
he had a big chimpanzee that was a winner,data/l2arctic/LXC/wav/arctic_b0530.wav,LXC,Chinese,F,he had a big chim pensy that was a winner
im sure it must have been some adventure,data/l2arctic/LXC/wav/arctic_b0531.wav,LXC,Chinese,F,i am sure it must have been some adventure
that longfellow chap most likely had written countless books of poetry,data/l2arctic/LXC/wav/arctic_b0532.wav,LXC,Chinese,F,theit long ferow chep most likely had written countless books of poverty
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/LXC/wav/arctic_b0533.wav,LXC,Chinese,F,his abnormal power of vision made abjections to he unconcrete folm
ill tell you the librarian said with a brightening face,data/l2arctic/LXC/wav/arctic_b0534.wav,LXC,Chinese,F,i'll tell you the librarian said with a brightening face
he read his fragments aloud,data/l2arctic/LXC/wav/arctic_b0535.wav,LXC,Chinese,F,he read his fagments aloud
typhoid did i tell you,data/l2arctic/LXC/wav/arctic_b0536.wav,LXC,Chinese,F,typoint did i tell you
but she had become an automaton,data/l2arctic/LXC/wav/arctic_b0537.wav,LXC,Chinese,F,bath she had became a automatian
at the best they were necessary accessories,data/l2arctic/LXC/wav/arctic_b0538.wav,LXC,Chinese,F,at rhe best they were necessary accessories
you were making them talk shop ruth charged him,data/l2arctic/LXC/wav/arctic_b0539.wav,LXC,Chinese,F,you were making them talk chop loose charged him
author of the danger trail philip steels etc,data/l2arctic/NCC/wav/arctic_a0001.wav,NCC,Chinese,F,author of the dendriture of philip stels extra
not at this particular case tom apologized whittemore,data/l2arctic/NCC/wav/arctic_a0002.wav,NCC,Chinese,F,not at this particular case ton apologized what more
for the twentieth time that evening the two men shook hands,data/l2arctic/NCC/wav/arctic_a0003.wav,NCC,Chinese,F,for the twentieth time that evening the two men shook hands
lord but im glad to see you again phil,data/l2arctic/NCC/wav/arctic_a0004.wav,NCC,Chinese,F,lord but i am glad to see you again fiu
will we ever forget it,data/l2arctic/NCC/wav/arctic_a0005.wav,NCC,Chinese,F,will we ever forget it
god bless em i hope ill go on seeing them forever,data/l2arctic/NCC/wav/arctic_a0006.wav,NCC,Chinese,F,god bless hem i hope i'll go and see in them forever
and you always want to see it in the superlative degree,data/l2arctic/NCC/wav/arctic_a0007.wav,NCC,Chinese,F,and you always want to see it in a superlative degree
gad your letter came just in time,data/l2arctic/NCC/wav/arctic_a0008.wav,NCC,Chinese,F,yet your letter came just in time
he turned sharply and faced gregson across the table,data/l2arctic/NCC/wav/arctic_a0009.wav,NCC,Chinese,F,he turned sharply and faced gragson across the table
im playing a single hand in what looks like a losing game,data/l2arctic/NCC/wav/arctic_a0010.wav,NCC,Chinese,F,and playing a single hand in what looks like a losing game
if i ever needed a fighter in my life i need one now,data/l2arctic/NCC/wav/arctic_a0011.wav,NCC,Chinese,F,if i ever needed a fighter in my life i need one now
gregson shoved back his chair and rose to his feet,data/l2arctic/NCC/wav/arctic_a0012.wav,NCC,Chinese,F,grargson shoved back his chair and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/NCC/wav/arctic_a0013.wav,NCC,Chinese,F,he was a head shorter than his companion of almost dedicated physic
now youre coming down to business phil he exclaimed,data/l2arctic/NCC/wav/arctic_a0014.wav,NCC,Chinese,F,now you're coming down to your business vhil he exclaimed
its the aurora borealis,data/l2arctic/NCC/wav/arctic_a0015.wav,NCC,Chinese,F,it's the aurora porialis
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/NCC/wav/arctic_a0016.wav,NCC,Chinese,F,there is a fall church ho a rifle shot beyond the reage of sleep
there was a change now,data/l2arctic/NCC/wav/arctic_a0018.wav,NCC,Chinese,F,there was a chent now
i followed the line of the proposed railroad looking for chances,data/l2arctic/NCC/wav/arctic_a0019.wav,NCC,Chinese,F,i've followed the lyine of the proposed railroad looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/NCC/wav/arctic_a0020.wav,NCC,Chinese,F,claps and balls and sillies grew to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/NCC/wav/arctic_a0021.wav,NCC,Chinese,F,it fairly clapped me into recognizing it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/NCC/wav/arctic_a0022.wav,NCC,Chinese,F,hardly were our plans made public before we were met by powerful opposation
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/NCC/wav/arctic_a0023.wav,NCC,Chinese,F,a combination for caladian capital quickly organized and petition for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/NCC/wav/arctic_a0024.wav,NCC,Chinese,F,it was my reports from the north which chiefly induced people to buy
i was about to do this when cooler judgment prevailed,data/l2arctic/NCC/wav/arctic_a0025.wav,NCC,Chinese,F,i was about to do this when coor judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/NCC/wav/arctic_a0026.wav,NCC,Chinese,F,it occurred to me that there would have to be ana counting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/NCC/wav/arctic_a0027.wav,NCC,Chinese,F,to my surprise he began to show actual enthusiasm in my favor
robbery bribery fraud,data/l2arctic/NCC/wav/arctic_a0028.wav,NCC,Chinese,F,robbery brivery fraud
their forces were already moving into the north country,data/l2arctic/NCC/wav/arctic_a0029.wav,NCC,Chinese,F,their forces were already moving to the north country
i had faith in them,data/l2arctic/NCC/wav/arctic_a0030.wav,NCC,Chinese,F,i had fath insen
they were three hundred yards apart,data/l2arctic/NCC/wav/arctic_a0031.wav,NCC,Chinese,F,they were three hundred yards apart
since then some mysterious force has been fighting us at every step,data/l2arctic/NCC/wav/arctic_a0032.wav,NCC,Chinese,F,since then some mysterious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/NCC/wav/arctic_a0033.wav,NCC,Chinese,F,he unfolded a long type written letter and handed it to gragson
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/NCC/wav/arctic_a0035.wav,NCC,Chinese,F,he stopped and phirip nodded at the horrified question in his eyes
she turned in at the hotel,data/l2arctic/NCC/wav/arctic_a0036.wav,NCC,Chinese,F,she turding at this hotel
i was the only one who remained sitting,data/l2arctic/NCC/wav/arctic_a0037.wav,NCC,Chinese,F,i was the only one who remained sitting
well have to watch our chances,data/l2arctic/NCC/wav/arctic_a0038.wav,NCC,Chinese,F,we'll have to wetch our chances
the ship should be in within a week or ten days,data/l2arctic/NCC/wav/arctic_a0039.wav,NCC,Chinese,F,the ship should be in within a week or ten days
i suppose you wonder why she is coming up here,data/l2arctic/NCC/wav/arctic_a0040.wav,NCC,Chinese,F,i suppose you wonder why she is coming up here
meanwhile ill go out to breathe a spell,data/l2arctic/NCC/wav/arctic_a0041.wav,NCC,Chinese,F,meanwhile all god to breath a spell
how could he explain his possession of the sketch,data/l2arctic/NCC/wav/arctic_a0042.wav,NCC,Chinese,F,how could he explain his possession of the sketch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/NCC/wav/arctic_a0043.wav,NCC,Chinese,F,it seems nearer to him since he has seen and talked with gragsong
her own betrayal of herself was like tonic to philip,data/l2arctic/NCC/wav/arctic_a0044.wav,NCC,Chinese,F,her own betrial of herself was like tonic to philip
he moved away as quietly as he had come,data/l2arctic/NCC/wav/arctic_a0045.wav,NCC,Chinese,F,he moved away as quickly as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/NCC/wav/arctic_a0046.wav,NCC,Chinese,F,the girl ficed him her eyes shening with sudden fear
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/NCC/wav/arctic_a0047.wav,NCC,Chinese,F,crows beside him claimed the white fangs of the oof dog
he looked at the handkerchief more closely,data/l2arctic/NCC/wav/arctic_a0048.wav,NCC,Chinese,F,he looked at the handkerchief more closely
gregson was asleep when he reentered the cabin,data/l2arctic/NCC/wav/arctic_a0049.wav,NCC,Chinese,F,gragson was asleep when he re entered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/NCC/wav/arctic_a0050.wav,NCC,Chinese,F,in spite of their absurdity the world affected very curiously
it was a curious coincidence,data/l2arctic/NCC/wav/arctic_a0052.wav,NCC,Chinese,F,it was a curious coincidence
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/NCC/wav/arctic_a0053.wav,NCC,Chinese,F,certainly his fingers crossed tightly over the handkerchief
there was nothing on the rock,data/l2arctic/NCC/wav/arctic_a0054.wav,NCC,Chinese,F,there was nothing on the rock
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/NCC/wav/arctic_a0055.wav,NCC,Chinese,F,philip stood oun disadri his ears strained to catch the slightest sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/NCC/wav/arctic_a0056.wav,NCC,Chinese,F,peer's little eyes were fixed on his shrewdly
i have no idea replied philip,data/l2arctic/NCC/wav/arctic_a0057.wav,NCC,Chinese,F,i have no idea replied phirip
i came for information more out of curiosity than anything else,data/l2arctic/NCC/wav/arctic_a0058.wav,NCC,Chinese,F,i came for information more out of curiosity than anything else
his immaculate appearance was gone,data/l2arctic/NCC/wav/arctic_a0059.wav,NCC,Chinese,F,his imaculate appearance was gone
anyway no one saw her like that,data/l2arctic/NCC/wav/arctic_a0060.wav,NCC,Chinese,F,anyway no one saw her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/NCC/wav/arctic_a0061.wav,NCC,Chinese,F,perb snatched at the letter which grexon held out to him
the men stared into each others face,data/l2arctic/NCC/wav/arctic_a0062.wav,NCC,Chinese,F,the men stared into each other's face
yes it was a man who asked a stranger,data/l2arctic/NCC/wav/arctic_a0063.wav,NCC,Chinese,F,yes it was a man who asked a stranger
the fourth and fifth days passed without any developments,data/l2arctic/NCC/wav/arctic_a0064.wav,NCC,Chinese,F,the fourth and fifth day passed without any development
they closed now until his fingers were like cords of steel,data/l2arctic/NCC/wav/arctic_a0065.wav,NCC,Chinese,F,they closed now until his fingers were like cords of steel
he saw jeanne falter for a moment,data/l2arctic/NCC/wav/arctic_a0066.wav,NCC,Chinese,F,he saw jennie feilter for a moment
surely i will excuse you she cried,data/l2arctic/NCC/wav/arctic_a0067.wav,NCC,Chinese,F,surely i will excuse you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/NCC/wav/arctic_a0017.wav,NCC,Chinese,F,from that moment his friendship for belise turns to hatred henry jealousy
men of seldens stamp dont stop at women and children,data/l2arctic/NCC/wav/arctic_a0034.wav,NCC,Chinese,F,men of soden's stamp don't stop at women and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/NCC/wav/arctic_a0051.wav,NCC,Chinese,F,the less was a dericade ivory color faintly tinked with yellow
