transcription,path_to_audio,speaker_id,native_language,gender,sewd_mid_transcriptions
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/LXC/wav/arctic_b0103.wav,LXC,Chinese,F,he lifted his eyes and ta strange cry breast from his lips
shooting pains passed like flashes of electricity through his body,data/l2arctic/LXC/wav/arctic_b0104.wav,LXC,Chinese,F,shooting pings pasted like a flesh of electricity through his body
for a full minute the two men stared into each others face,data/l2arctic/LXC/wav/arctic_b0106.wav,LXC,Chinese,F,for a forminate lof two men start into each other's face
he was sure now of but few things,data/l2arctic/LXC/wav/arctic_b0107.wav,LXC,Chinese,F,he was sure now of but feer singons
it was a miracle and i owe you my life,data/l2arctic/LXC/wav/arctic_b0108.wav,LXC,Chinese,F,it was a mericle and i owne you my lat
philip ate lightly of the food which pierre had ready for him,data/l2arctic/LXC/wav/arctic_b0109.wav,LXC,Chinese,F,filliv at lightly offlov for which pere had ready for him
such men believe when they come together,data/l2arctic/LXC/wav/arctic_b0110.wav,LXC,Chinese,F,such men believe when they came to gara
the journey was continued at dawn,data/l2arctic/LXC/wav/arctic_b0111.wav,LXC,Chinese,F,a journey was continued at dawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/LXC/wav/arctic_b0112.wav,LXC,Chinese,F,jing and the peer both gazed toward a guet lock
there was something pathetic in the girls attitude now,data/l2arctic/LXC/wav/arctic_b0113.wav,LXC,Chinese,F,there was something pastic in the girl's at till now
he moved his position and the illusion was gone,data/l2arctic/LXC/wav/arctic_b0114.wav,LXC,Chinese,F,he moved his position and the elusion was calm
for two hours not a word passed between them,data/l2arctic/LXC/wav/arctic_b0115.wav,LXC,Chinese,F,for two hours not a word passed between them
i have hunted along this ridge replied philip,data/l2arctic/LXC/wav/arctic_b0116.wav,LXC,Chinese,F,i have hunted along this ridge replied philip
thats thorpes said the young engineer,data/l2arctic/LXC/wav/arctic_b0117.wav,LXC,Chinese,F,les tops said the young engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/LXC/wav/arctic_b0118.wav,LXC,Chinese,F,we saw your light and i thought you wouldn't mind a caw
billinger may arrive in time,data/l2arctic/LXC/wav/arctic_b0119.wav,LXC,Chinese,F,blinger may arrive in time
there is the hitch replied thorpe rolling a cigarette,data/l2arctic/LXC/wav/arctic_b0120.wav,LXC,Chinese,F,there is a hitch replied top rolling a cigarette
i want my men to work by themselves,data/l2arctic/LXC/wav/arctic_b0121.wav,LXC,Chinese,F,i want my men to work by themselves
neither could they understand the growing disaffection among thorpes men,data/l2arctic/LXC/wav/arctic_b0123.wav,LXC,Chinese,F,never could they understand a growing disaffection among hop's man
two weeks passed and in that time thorpe left camp three times,data/l2arctic/LXC/wav/arctic_b0124.wav,LXC,Chinese,F,two weeks passed and in that time top left km sthree times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/LXC/wav/arctic_b0125.wav,LXC,Chinese,F,it was a stit or forth time that philip had heard metlo gust's will
blood was oozing slowly from the wounded mans right breast,data/l2arctic/LXC/wav/arctic_b0126.wav,LXC,Chinese,F,blut was oosing slowly from the won did men's right breast
he destroyed everything that had belonged to the woman,data/l2arctic/LXC/wav/arctic_b0127.wav,LXC,Chinese,F,he destroyed everything that had belonged to the woman
philip bent low over pierre,data/l2arctic/LXC/wav/arctic_b0128.wav,LXC,Chinese,F,villip ben lo ove pier
did thorpe go to see any one in churchill,data/l2arctic/LXC/wav/arctic_b0129.wav,LXC,Chinese,F,did top go to see any one en chucher
she saw the answer in his face,data/l2arctic/LXC/wav/arctic_b0130.wav,LXC,Chinese,F,she saw the answering his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/LXC/wav/arctic_b0131.wav,LXC,Chinese,F,tob and his men were to destroy lese ken and kill you
there is no need of further detail now for you can understand,data/l2arctic/LXC/wav/arctic_b0132.wav,LXC,Chinese,F,there's no need of further detail now for you can't understand
there followed a roar that shook the earth,data/l2arctic/LXC/wav/arctic_b0133.wav,LXC,Chinese,F,now followed the aroia nashuck ers
blind with rage he darted in,data/l2arctic/LXC/wav/arctic_b0134.wav,LXC,Chinese,F,blind with rage he dit it in
in it was the joy of life,data/l2arctic/LXC/wav/arctic_b0135.wav,LXC,Chinese,F,ing it was the joy of life
swiftly his eyes measured the situation,data/l2arctic/LXC/wav/arctic_b0136.wav,LXC,Chinese,F,sweeftly his eyes measured less y to asiar
but this little defect did not worry him,data/l2arctic/LXC/wav/arctic_b0137.wav,LXC,Chinese,F,but lis little defect did not worry him
and then steadily he began to chew,data/l2arctic/LXC/wav/arctic_b0138.wav,LXC,Chinese,F,and then stadted he began to chee
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/LXC/wav/arctic_b0140.wav,LXC,Chinese,F,they adt e neare and the stos shoulder to show ther face in their word
it was beating and waiting in the ambush of those black pits,data/l2arctic/LXC/wav/arctic_b0141.wav,LXC,Chinese,F,it was beatting and awaiting ing the ambush of those blike pits
something vastly more thrilling had come into it now,data/l2arctic/LXC/wav/arctic_b0142.wav,LXC,Chinese,F,something wisely morse the reling had come into it now
it took him half an hour to reach the edge of it,data/l2arctic/LXC/wav/arctic_b0143.wav,LXC,Chinese,F,it took him half an hour to rich the edge of eight
but there was no longer the mother yearning in his heart,data/l2arctic/LXC/wav/arctic_b0144.wav,LXC,Chinese,F,that there was no longer the mither yerlying in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/LXC/wav/arctic_b0145.wav,LXC,Chinese,F,besides had he now wiped her big all in the forest
after all it was simply a mistake in judgment,data/l2arctic/LXC/wav/arctic_b0146.wav,LXC,Chinese,F,after all it was simply a mystic injudgment
had it struck squarely it would have killed him,data/l2arctic/LXC/wav/arctic_b0147.wav,LXC,Chinese,F,had e this jack squarely it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/LXC/wav/arctic_b0148.wav,LXC,Chinese,F,the india even pucked his stick into a siak grown sbruse
pebbles and dirt flew along with hair and fur,data/l2arctic/LXC/wav/arctic_b0149.wav,LXC,Chinese,F,pappols and a dut flew along hits hail and for
and he was filled with a strange and foreboding fear,data/l2arctic/LXC/wav/arctic_b0150.wav,LXC,Chinese,F,and he was filled with a strange and of foreboading fear
it was steel a fisher trap,data/l2arctic/LXC/wav/arctic_b0151.wav,LXC,Chinese,F,it was stare a fishure chap
ow a wild dog he growled,data/l2arctic/LXC/wav/arctic_b0152.wav,LXC,Chinese,F,oh a wild dok he groned
he was a pariah a wanderer without a friend or a home,data/l2arctic/LXC/wav/arctic_b0153.wav,LXC,Chinese,F,he was a parri a wonder without a friend or at a home
that is the strange part of it,data/l2arctic/LXC/wav/arctic_b0154.wav,LXC,Chinese,F,this is the strink pad ave
his freshly caught furs he flung to the floor,data/l2arctic/LXC/wav/arctic_b0155.wav,LXC,Chinese,F,his frashly cotferous he frung to the floor
in the crib the baby sat up and began to prattle,data/l2arctic/LXC/wav/arctic_b0157.wav,LXC,Chinese,F,ing the crape te babys sat out and begin to prettle
she obeyed shrinking back with the baby in her arms,data/l2arctic/LXC/wav/arctic_b0158.wav,LXC,Chinese,F,she obeyed shrinking bet eese er baby in her armts
his teeth shut with a last click,data/l2arctic/LXC/wav/arctic_b0159.wav,LXC,Chinese,F,hes teas shat me the last play
it was over when he made his way through the ring of spectators,data/l2arctic/LXC/wav/arctic_b0160.wav,LXC,Chinese,F,it was over when he made his way through the ring of spectators
in a flash he was on his feet facing him,data/l2arctic/LXC/wav/arctic_b0161.wav,LXC,Chinese,F,ing a flase he was on his vict vising king
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/LXC/wav/arctic_b0162.wav,LXC,Chinese,F,he thought he saw a shadder pastorol effect os shoulderes
the moon had already begun its westward decline,data/l2arctic/LXC/wav/arctic_b0163.wav,LXC,Chinese,F,the moon had already begun its westward deckling
they laughed like two happy children,data/l2arctic/LXC/wav/arctic_b0164.wav,LXC,Chinese,F,nay that tak to happy children
he pulled and the log crashed down to break his back,data/l2arctic/LXC/wav/arctic_b0165.wav,LXC,Chinese,F,he poured and a log crashed down to brack his bad
fast but endure,data/l2arctic/LXC/wav/arctic_b0166.wav,LXC,Chinese,F,fest bat in duer
a little before dawn of the day following the fire relief came,data/l2arctic/LXC/wav/arctic_b0167.wav,LXC,Chinese,F,a little before dorn of the day following the file relief came
the indian felt the worship of her warm in his heart,data/l2arctic/LXC/wav/arctic_b0168.wav,LXC,Chinese,F,that india felt the worship of her worm in his heart
he drew in a deep breath as he looked at them,data/l2arctic/LXC/wav/arctic_b0169.wav,LXC,Chinese,F,he de in a debrest as he looked a lone
then he shouted shut up,data/l2arctic/LXC/wav/arctic_b0170.wav,LXC,Chinese,F,then he shouted shut ut
he changed his seat for a steamer reclining chair,data/l2arctic/LXC/wav/arctic_b0171.wav,LXC,Chinese,F,he changed his dit val a stamor reclaining tracf
on the far corner of the compound fence a hawk brooded,data/l2arctic/LXC/wav/arctic_b0172.wav,LXC,Chinese,F,on the far corner of locumpon fence a hock brute did
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/LXC/wav/arctic_b0174.wav,LXC,Chinese,F,hat ched and the murder and the las of for revenge they posseset to overflowing
sheldon glanced at the thermometer,data/l2arctic/LXC/wav/arctic_b0175.wav,LXC,Chinese,F,chiled an glanced at er as their moent made tur
ill see to poor hughie,data/l2arctic/LXC/wav/arctic_b0176.wav,LXC,Chinese,F,a sa to poor happy
her gray eyes were flashing and her lips were quivering,data/l2arctic/LXC/wav/arctic_b0177.wav,LXC,Chinese,F,her grey eyes were flashing and her lips were quivering
also i want information,data/l2arctic/LXC/wav/arctic_b0178.wav,LXC,Chinese,F,also i wong information
let them go out and eat with my boys,data/l2arctic/LXC/wav/arctic_b0179.wav,LXC,Chinese,F,let them go out and et with my boys
i i beg pardon he drawled,data/l2arctic/LXC/wav/arctic_b0180.wav,LXC,Chinese,F,a i bek pada he jolled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/LXC/wav/arctic_b0181.wav,LXC,Chinese,F,and you'll prevert a cannibo astel and a catry belt
i was in new york when the crash came,data/l2arctic/LXC/wav/arctic_b0182.wav,LXC,Chinese,F,i was in new york waing the crass cape
no i did not fall among thieves,data/l2arctic/LXC/wav/arctic_b0183.wav,LXC,Chinese,F,no i did not fol a motift
such things in her brain were like so many oaths on her lips,data/l2arctic/LXC/wav/arctic_b0184.wav,LXC,Chinese,F,such things in te robbering were like so many yes on her lips
your being wrecked here has been a godsend to me,data/l2arctic/LXC/wav/arctic_b0185.wav,LXC,Chinese,F,you are being wracked here as being u go send to me
i cant go elsewhere by your own account,data/l2arctic/LXC/wav/arctic_b0186.wav,LXC,Chinese,F,i can go as will by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/LXC/wav/arctic_b0187.wav,LXC,Chinese,F,fer achievements with coconads or a revelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/LXC/wav/arctic_b0188.wav,LXC,Chinese,F,he glanced down at her helplessly and hmoistened his lips
this is what distinguishes all of us from the lower animals,data/l2arctic/LXC/wav/arctic_b0189.wav,LXC,Chinese,F,this is what distinguished our lavas fom the lower and most
he also contended that better confidence was established by carrying no weapons,data/l2arctic/LXC/wav/arctic_b0191.wav,LXC,Chinese,F,he also contended that batter a confidence was established by carrying no wheepurs
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/LXC/wav/arctic_b0192.wav,LXC,Chinese,F,outside thus at a load five minise beech lherea six men urched
so was packards finish suicide,data/l2arctic/LXC/wav/arctic_b0193.wav,LXC,Chinese,F,so was packcadas finis suset
joan cried with shining eyes,data/l2arctic/LXC/wav/arctic_b0194.wav,LXC,Chinese,F,jome cried with his shining eyes
nobody knows how the natives got them,data/l2arctic/LXC/wav/arctic_b0195.wav,LXC,Chinese,F,nobody knows how the natives got them
how can you manage all alone mister young,data/l2arctic/LXC/wav/arctic_b0196.wav,LXC,Chinese,F,how can you manage all alone mister young
the planters are already considering the matter,data/l2arctic/LXC/wav/arctic_b0197.wav,LXC,Chinese,F,the plenteris are already consagering the matter
i use great trouble advisedly,data/l2arctic/LXC/wav/arctic_b0198.wav,LXC,Chinese,F,i used great trouble advisely
dear sir your second victim has fallen on schedule time,data/l2arctic/LXC/wav/arctic_b0199.wav,LXC,Chinese,F,dearest tha yourea second week team has fallen only scagel time
we leave the eventuality to time and law,data/l2arctic/LXC/wav/arctic_b0200.wav,LXC,Chinese,F,we live the eventulity to time and the law
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/LXC/wav/arctic_b0201.wav,LXC,Chinese,F,i also understand that a similar branch organizations had made their appearance in europe
society is shaken to its foundations,data/l2arctic/LXC/wav/arctic_b0202.wav,LXC,Chinese,F,society is shaken to its founditions
a month in australia would finish me,data/l2arctic/LXC/wav/arctic_b0203.wav,LXC,Chinese,F,amonting astralia would finish me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/LXC/wav/arctic_b0204.wav,LXC,Chinese,F,thongs through the perfume weited arol flattered re snowing flats of the cotton woods
you were destroying my life,data/l2arctic/LXC/wav/arctic_b0205.wav,LXC,Chinese,F,you will destoin my life
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/LXC/wav/arctic_b0206.wav,LXC,Chinese,F,hos and the rifals had been her toy came and the trail were nursery
you read the quotations in todays paper,data/l2arctic/LXC/wav/arctic_b0208.wav,LXC,Chinese,F,you w'll read their quotitions into this paper
