transcription,path_to_audio,speaker_id,native_language,gender,conformer_100_rope_large_transcriptions
in it there was something that was almost tragedy,data/l2arctic/BWC/wav/arctic_b0083.wav,BWC,Chinese,M,in this there was something that was almost tragedy
your face is red with blood,data/l2arctic/BWC/wav/arctic_b0084.wav,BWC,Chinese,M,your face is red with blood
his eyes smiled truth at him as he came up the bank,data/l2arctic/BWC/wav/arctic_b0085.wav,BWC,Chinese,M,his eyes smiled troth at him as he came up the bank
he can care for himself,data/l2arctic/BWC/wav/arctic_b0086.wav,BWC,Chinese,M,he can care for himself
they will search for us between their camp and churchill,data/l2arctic/BWC/wav/arctic_b0087.wav,BWC,Chinese,M,they will search for us between their campin and churchill
her beautiful hair was done up in shining coils,data/l2arctic/BWC/wav/arctic_b0089.wav,BWC,Chinese,M,her beautiful hair was done up in shining clue
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/BWC/wav/arctic_b0090.wav,BWC,Chinese,M,churchill narrowed and its current became swifter as their progresses
for a full half minute jeanne looked at him without speaking,data/l2arctic/BWC/wav/arctic_b0091.wav,BWC,Chinese,M,for a full half minute jinnye looked at him without speaking her
i want to die in it,data/l2arctic/BWC/wav/arctic_b0092.wav,BWC,Chinese,M,how unto thine in it
darkness hid him from jeanne,data/l2arctic/BWC/wav/arctic_b0093.wav,BWC,Chinese,M,darkness hid him from jenie
and yet if she came he had no words to say,data/l2arctic/BWC/wav/arctic_b0094.wav,BWC,Chinese,M,and yet if she came he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/BWC/wav/arctic_b0095.wav,BWC,Chinese,M,he heard the sun which brought him quickly into consciousness of day
within himself he called it no longer his own,data/l2arctic/BWC/wav/arctic_b0096.wav,BWC,Chinese,M,within himself he called it no longer his own
besides that noise makes me deaf,data/l2arctic/BWC/wav/arctic_b0097.wav,BWC,Chinese,M,besides the noise makes me deaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/BWC/wav/arctic_b0098.wav,BWC,Chinese,M,philip looked back from the craft and saw jennie leaving over the canoe
fifty yards ahead of her were the first of the rocks,data/l2arctic/BWC/wav/arctic_b0099.wav,BWC,Chinese,M,fifty yards ahead of her where the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/BWC/wav/arctic_b0100.wav,BWC,Chinese,M,there was one chance and only one of saving jennie
youre a devil for fighting and will surely win,data/l2arctic/BWC/wav/arctic_b0101.wav,BWC,Chinese,M,you are dovyl for fighting and will surely win
ill only be in the way,data/l2arctic/BWC/wav/arctic_b0102.wav,BWC,Chinese,M,how only being the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/BWC/wav/arctic_b0103.wav,BWC,Chinese,M,he lift his eyes and strange cry burst from his lips
shooting pains passed like flashes of electricity through his body,data/l2arctic/BWC/wav/arctic_b0104.wav,BWC,Chinese,M,shooting past past like flashes of leccosity through his body
for a full minute the two men stared into each others face,data/l2arctic/BWC/wav/arctic_b0106.wav,BWC,Chinese,M,for full minutes the two men started into each other's face
he was sure now of but few things,data/l2arctic/BWC/wav/arctic_b0107.wav,BWC,Chinese,M,he was sure now of but few things
it was a miracle and i owe you my life,data/l2arctic/BWC/wav/arctic_b0108.wav,BWC,Chinese,M,it was a miracle and i owned you o it my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/BWC/wav/arctic_b0109.wav,BWC,Chinese,M,philip ate lightly of the food which pierre had ready for him
such men believe when they come together,data/l2arctic/BWC/wav/arctic_b0110.wav,BWC,Chinese,M,such men believe when they come together
the journey was continued at dawn,data/l2arctic/BWC/wav/arctic_b0111.wav,BWC,Chinese,M,the journey was continued at dom
jeanne and pierre both gazed toward the great rock,data/l2arctic/BWC/wav/arctic_b0112.wav,BWC,Chinese,M,jennie and pierre both gazed towards the gry rock
there was something pathetic in the girls attitude now,data/l2arctic/BWC/wav/arctic_b0113.wav,BWC,Chinese,M,there was something pathetic in the girl's attitude now
he moved his position and the illusion was gone,data/l2arctic/BWC/wav/arctic_b0114.wav,BWC,Chinese,M,he mooned his position and the illusion was gone  her
for two hours not a word passed between them,data/l2arctic/BWC/wav/arctic_b0115.wav,BWC,Chinese,M,for two hours not a word passed between them
i have hunted along this ridge replied philip,data/l2arctic/BWC/wav/arctic_b0116.wav,BWC,Chinese,M,i have hunted along this ridge replied philip
thats thorpes said the young engineer,data/l2arctic/BWC/wav/arctic_b0117.wav,BWC,Chinese,M,tas torpes said the young engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/BWC/wav/arctic_b0118.wav,BWC,Chinese,M,i saw yor light a through yor woon't mind a callt
billinger may arrive in time,data/l2arctic/BWC/wav/arctic_b0119.wav,BWC,Chinese,M,billinger may arrive in time
theres the hitch replied thorpe rolling a cigarette,data/l2arctic/BWC/wav/arctic_b0120.wav,BWC,Chinese,M,dir sakhiech replied thorov rolling a cigarett
i want my men to work by themselves,data/l2arctic/BWC/wav/arctic_b0121.wav,BWC,Chinese,M,i want my men to work by themselves
neither could they understand the growing disaffection among thorpes men,data/l2arctic/BWC/wav/arctic_b0123.wav,BWC,Chinese,M,neither could they understand the growing disaffection among thorob's men
three weeks passed and in that time thorpe left camp three times,data/l2arctic/BWC/wav/arctic_b0124.wav,BWC,Chinese,M,three weeks passed and in that time thorov left camp three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/BWC/wav/arctic_b0125.wav,BWC,Chinese,M,it was the third or fourth time te philippe had heard macdognald swear
blood was oozing slowly from the wounded mans right breast,data/l2arctic/BWC/wav/arctic_b0126.wav,BWC,Chinese,M,blood was oozing slowly from the wounded man's rafed breast
he destroyed everything that had belonged to the woman,data/l2arctic/BWC/wav/arctic_b0127.wav,BWC,Chinese,M,he descried everything that had blanched to the woman
philip bent low over pierre,data/l2arctic/BWC/wav/arctic_b0128.wav,BWC,Chinese,M,philip ban low over pya
did thorpe go to see any one in churchill,data/l2arctic/BWC/wav/arctic_b0129.wav,BWC,Chinese,M,de thorope go to see anne wy in churchill
he saw the answer in his face,data/l2arctic/BWC/wav/arctic_b0130.wav,BWC,Chinese,M,he saw the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/BWC/wav/arctic_b0131.wav,BWC,Chinese,M,torb and his men were to destroy this camp and kill you
there is no need of further detail now for you can understand,data/l2arctic/BWC/wav/arctic_b0132.wav,BWC,Chinese,M,there's no need for forther detail now for you can understand
there followed a roar and shook the earth,data/l2arctic/BWC/wav/arctic_b0133.wav,BWC,Chinese,M,there followed a roar and shook the earth
blind with rage he darted in,data/l2arctic/BWC/wav/arctic_b0134.wav,BWC,Chinese,M,blind with rage he darted in
in it was the joy of life,data/l2arctic/BWC/wav/arctic_b0135.wav,BWC,Chinese,M,in it was the joy of life
swiftly his eyes measured the situation,data/l2arctic/BWC/wav/arctic_b0136.wav,BWC,Chinese,M,swiftly his eyes measured the situation
but this little defect did not worry him,data/l2arctic/BWC/wav/arctic_b0137.wav,BWC,Chinese,M,but this little defect did not worry him wn
and then steadily he began to chew,data/l2arctic/BWC/wav/arctic_b0138.wav,BWC,Chinese,M,and this datly he begane to chew
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/BWC/wav/arctic_b0140.wav,BWC,Chinese,M,they edged nearer and stood shoulder to shoulder facing their world
it was beating and waiting in the ambush of those black pits,data/l2arctic/BWC/wav/arctic_b0141.wav,BWC,Chinese,M,iwas speeding and waiting in the ambush of this black piece
something vastly more thrilling had come into it now,data/l2arctic/BWC/wav/arctic_b0142.wav,BWC,Chinese,M,something vastly more throatly had come into enough
it took him half an hour to reach the edge of it,data/l2arctic/BWC/wav/arctic_b0143.wav,BWC,Chinese,M,it took him half an hour to reach the ajalfit
but there was no longer the mother yearning in his heart,data/l2arctic/BWC/wav/arctic_b0144.wav,BWC,Chinese,M,but there was no longer the moter yawling in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/BWC/wav/arctic_b0145.wav,BWC,Chinese,M,besides had he not wept the big owl in the forest
after all it was simply a mistake in judgment,data/l2arctic/BWC/wav/arctic_b0146.wav,BWC,Chinese,M,after all it was simply a mystic in judgment
had it struck squarely it would have killed him,data/l2arctic/BWC/wav/arctic_b0147.wav,BWC,Chinese,M,had he struck the squarely it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/BWC/wav/arctic_b0148.wav,BWC,Chinese,M,thindian even poked his stick into the taicgrand scoor
pebbles and dirt flew along with hair and fur,data/l2arctic/BWC/wav/arctic_b0149.wav,BWC,Chinese,M,pebbles and dirt flew along with hair and fur
and he was filled with a strange and foreboding fear,data/l2arctic/BWC/wav/arctic_b0150.wav,BWC,Chinese,M,and he was filling with a strange and foreboding fear
it was steel a fisher trap,data/l2arctic/BWC/wav/arctic_b0151.wav,BWC,Chinese,M,itwas due a fissure trap
ow a wild dog he growled,data/l2arctic/BWC/wav/arctic_b0152.wav,BWC,Chinese,M,oh a wild dog he growled
he was a pariah a wanderer without a friend or a home,data/l2arctic/BWC/wav/arctic_b0153.wav,BWC,Chinese,M,he was a perral a wanderer without a friend or a home
that is the strange part of it,data/l2arctic/BWC/wav/arctic_b0154.wav,BWC,Chinese,M,that is the strange part of it
his freshly caught furs he flung to the floor,data/l2arctic/BWC/wav/arctic_b0155.wav,BWC,Chinese,M,his freshly cowed furs he flung to the world
in the crib the baby sat up and began to prattle,data/l2arctic/BWC/wav/arctic_b0157.wav,BWC,Chinese,M,in the crib the baby sat uf and began to prattle
she obeyed shrinking back with the baby in her arms,data/l2arctic/BWC/wav/arctic_b0158.wav,BWC,Chinese,M,she obeyed it shrinking back with the baby in her arms her
his teeth shut with a last click,data/l2arctic/BWC/wav/arctic_b0159.wav,BWC,Chinese,M,his teeth shut with a last clack
it was over when he made his way through the ring of spectators,data/l2arctic/BWC/wav/arctic_b0160.wav,BWC,Chinese,M,it was over when he made his way through a ring of spectators
in a flash he was on his feet facing him,data/l2arctic/BWC/wav/arctic_b0161.wav,BWC,Chinese,M,in a flash he was on his feet facing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/BWC/wav/arctic_b0162.wav,BWC,Chinese,M,he thought he saw a shudder pass through the factor's shoulders
the moon had already begun its westward decline,data/l2arctic/BWC/wav/arctic_b0163.wav,BWC,Chinese,M,the moon had already begun its westward de line
they laughed like two happy children,data/l2arctic/BWC/wav/arctic_b0164.wav,BWC,Chinese,M,they laughed like two happy children
he pulled and the log crashed down to break his back,data/l2arctic/BWC/wav/arctic_b0165.wav,BWC,Chinese,M,he pulled and the leg crashed down to break his back
fast but endure,data/l2arctic/BWC/wav/arctic_b0166.wav,BWC,Chinese,M,fast but endure
a little before dawn of the day following the fire relief came,data/l2arctic/BWC/wav/arctic_b0167.wav,BWC,Chinese,M,a little before dawn of the day following the fire relief came
the indian felt the worship of her warm in his heart,data/l2arctic/BWC/wav/arctic_b0168.wav,BWC,Chinese,M,the indian felt the worship of her won in his heart her
he drew in a deep breath as he looked at them,data/l2arctic/BWC/wav/arctic_b0169.wav,BWC,Chinese,M,he drew in a deep breath as he looked at them
then he shouted shut up,data/l2arctic/BWC/wav/arctic_b0170.wav,BWC,Chinese,M,then he shouted shaddhap
he changed his seat for a steamer reclining chair,data/l2arctic/BWC/wav/arctic_b0171.wav,BWC,Chinese,M,he changed his seat for a steamer reclining chair
on the far corner of the compound fence a hawk brooded,data/l2arctic/BWC/wav/arctic_b0172.wav,BWC,Chinese,M,on the far corner of the compound fes a hawk brooderd
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/BWC/wav/arctic_b0174.wav,BWC,Chinese,M,hattard and murder and lust for revenge their procest to overflowing
sheldon glanced at the thermometer,data/l2arctic/BWC/wav/arctic_b0175.wav,BWC,Chinese,M,shoudein glanced at ta towrer meter
ill see to poor hughie,data/l2arctic/BWC/wav/arctic_b0176.wav,BWC,Chinese,M,wsey to per huy
her gray eyes were flashing and her lips were quivering,data/l2arctic/BWC/wav/arctic_b0177.wav,BWC,Chinese,M,her green eyes were flashing and her lips were quivering
also i want information,data/l2arctic/BWC/wav/arctic_b0178.wav,BWC,Chinese,M,also i want information
let them go out and eat with my boys,data/l2arctic/BWC/wav/arctic_b0179.wav,BWC,Chinese,M,let them go out and eat with mey poys
i i beg pardon he drawled,data/l2arctic/BWC/wav/arctic_b0180.wav,BWC,Chinese,M,i beg pardon he drawled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/BWC/wav/arctic_b0181.wav,BWC,Chinese,M,and you preferred a cannibal's iso and a cartage bel
i was in new york when the crash came,data/l2arctic/BWC/wav/arctic_b0182.wav,BWC,Chinese,M,i was in new york when the crash came
no i did not fall among thieves,data/l2arctic/BWC/wav/arctic_b0183.wav,BWC,Chinese,M,no i did not fall among thieves
such things in her brain were like so many oaths on her lips,data/l2arctic/BWC/wav/arctic_b0184.wav,BWC,Chinese,M,such things in her brain were like so many oaths on her lips
your being wrecked here has been a godsend to me,data/l2arctic/BWC/wav/arctic_b0185.wav,BWC,Chinese,M,your being ratted here has been a gogsend to me
i cant go elsewhere by your own account,data/l2arctic/BWC/wav/arctic_b0186.wav,BWC,Chinese,M,i can go elsewhere by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/BWC/wav/arctic_b0187.wav,BWC,Chinese,M,her achievements we cocanuts were a revolution
he glanced down at her helplessly and moistened his lips,data/l2arctic/BWC/wav/arctic_b0188.wav,BWC,Chinese,M,he glips down at his helplessly and moistened his lips
