transcription,path_to_audio,speaker_id,native_language,gender,whisper_base_transcriptions
if i ever needed a fighter in my life i need one now,data/l2arctic/LXC/wav/arctic_a0011.wav,LXC,Chinese,F,"if i ever needed the fight in my life, i need one now.!"
gregson shoved back his chair and rose to his feet,data/l2arctic/LXC/wav/arctic_a0012.wav,LXC,Chinese,F,gregson shoved the back his trial and arose to his feet.!
he was a head shorter than his companion of almost delicate physique,data/l2arctic/LXC/wav/arctic_a0013.wav,LXC,Chinese,F,he was a head shorter than his companion of almost delicate physical.!
now youre coming down to business phil he exclaimed,data/l2arctic/LXC/wav/arctic_a0014.wav,LXC,Chinese,F,"now you are coming down to business field, he is clean.!"
its the aurora borealis,data/l2arctic/LXC/wav/arctic_a0015.wav,LXC,Chinese,F,it's the aurora boryealis!
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/LXC/wav/arctic_a0016.wav,LXC,Chinese,F,"with false church here, a rifle shot beyond the right, asleep.!"
there was a change now,data/l2arctic/LXC/wav/arctic_a0018.wav,LXC,Chinese,F,they are what's a change now.!
i followed the line of the proposed railroad looking for chances,data/l2arctic/LXC/wav/arctic_a0019.wav,LXC,Chinese,F,"i follow the line of the proposed railroad, looking for chances.!"
clubs and balls and cities grew to be only memories,data/l2arctic/LXC/wav/arctic_a0020.wav,LXC,Chinese,F,collapse in the balls and the satis grow to be only memories.!
it fairly clubbed me into recognizing it,data/l2arctic/LXC/wav/arctic_a0021.wav,LXC,Chinese,F,it fairly clapped me into recognizing it.!
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/LXC/wav/arctic_a0022.wav,LXC,Chinese,F,"hardly, were our plans made public before we were met by powerful obsession.!"
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/LXC/wav/arctic_a0023.wav,LXC,Chinese,F,a combination of canadian capital quickly organized and patissued for the same privileges.!
it was my reports from the north which chiefly induced people to buy,data/l2arctic/LXC/wav/arctic_a0024.wav,LXC,Chinese,F,"it was my report from the north, which chiefly induced people to buy.!"
i was about to do this when cooler judgment prevailed,data/l2arctic/LXC/wav/arctic_a0025.wav,LXC,Chinese,F,i was about to do this when cooler judgment prevailed.!
it occurred to me that there would have to be an accounting,data/l2arctic/LXC/wav/arctic_a0026.wav,LXC,Chinese,F,it occurred to me that there would have to be a counting.!
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/LXC/wav/arctic_a0027.wav,LXC,Chinese,F,"to my surprise, he began to show actual, into the smming my favorite.!"
robbery bribery fraud,data/l2arctic/LXC/wav/arctic_a0028.wav,LXC,Chinese,F,"robbery, bribery fraud.!"
their forces were already moving into the north country,data/l2arctic/LXC/wav/arctic_a0029.wav,LXC,Chinese,F,their forces were already moving into the north country.!
i had faith in them,data/l2arctic/LXC/wav/arctic_a0030.wav,LXC,Chinese,F,i had faith in them.!
they were three hundred yards apart,data/l2arctic/LXC/wav/arctic_a0031.wav,LXC,Chinese,F,there were 300 yards apart.!
since then some mysterious force has been fighting us at every step,data/l2arctic/LXC/wav/arctic_a0032.wav,LXC,Chinese,F,since then some mysterious force has been fighting us at every step.!
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/LXC/wav/arctic_a0033.wav,LXC,Chinese,F,"he unfolded a long, tap-rightened letter and handed it to gregson.!"
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/LXC/wav/arctic_a0035.wav,LXC,Chinese,F,he stopped and the philip noted at the horrified question in his eyes.!
she turned in at the hotel,data/l2arctic/LXC/wav/arctic_a0036.wav,LXC,Chinese,F,she turned in at her hotel.!
i was the only one who remained sitting,data/l2arctic/LXC/wav/arctic_a0037.wav,LXC,Chinese,F,i was the only one who remained sitting.!
well have to watch our chances,data/l2arctic/LXC/wav/arctic_a0038.wav,LXC,Chinese,F,we will have to watch our chances.!
the ship should be in within a week or ten days,data/l2arctic/LXC/wav/arctic_a0039.wav,LXC,Chinese,F,the ship should be in within a week or 10 days.!
i suppose you wonder why she is coming up here,data/l2arctic/LXC/wav/arctic_a0040.wav,LXC,Chinese,F,i suppose you won't know why she's coming up here.!
meanwhile ill go out to breathe a spell,data/l2arctic/LXC/wav/arctic_a0041.wav,LXC,Chinese,F,"meanwhile, i will go out to breath a spell.!"
how could he explain his possession of the sketch,data/l2arctic/LXC/wav/arctic_a0042.wav,LXC,Chinese,F,how could he explain his possession of the sketch?!
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/LXC/wav/arctic_a0043.wav,LXC,Chinese,F,it seemed near to him since he had seen and talked with gregson.!
her own betrayal of herself was like tonic to philip,data/l2arctic/LXC/wav/arctic_a0044.wav,LXC,Chinese,F,her old betrayal of herself was like tonic to fill it.
he moved away as quietly as he had come,data/l2arctic/LXC/wav/arctic_a0045.wav,LXC,Chinese,F,he moved away as quietly as he had come.
the girl faced him her eyes shining with sudden fear,data/l2arctic/LXC/wav/arctic_a0046.wav,LXC,Chinese,F,"the girl faced him, her eyes shining with sudden feel."
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/LXC/wav/arctic_a0047.wav,LXC,Chinese,F,close beside him gleamed the white fans of the wolf dog.
he looked at the handkerchief more closely,data/l2arctic/LXC/wav/arctic_a0048.wav,LXC,Chinese,F,he looked at the handkerchief more closely.
gregson was asleep when he reentered the cabin,data/l2arctic/LXC/wav/arctic_a0049.wav,LXC,Chinese,F,gregson was asleep when he re-entered the cabin.
in spite of their absurdity the words affected philip curiously,data/l2arctic/LXC/wav/arctic_a0050.wav,LXC,Chinese,F,"in spite of their absurd taylor words, a fact-filled curiosity."
it was a curious coincidence,data/l2arctic/LXC/wav/arctic_a0052.wav,LXC,Chinese,F,it was a curious call incidents.
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/LXC/wav/arctic_a0053.wav,LXC,Chinese,F,suddenly his fingers close tightly over the handkerchief.
there was nothing on the rock,data/l2arctic/LXC/wav/arctic_a0054.wav,LXC,Chinese,F,there was nothing on the rock.
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/LXC/wav/arctic_a0055.wav,LXC,Chinese,F,philip stood undecided. his air streamed to catch the slightest sound.
pearces little eyes were fixed on him shrewdly,data/l2arctic/LXC/wav/arctic_a0056.wav,LXC,Chinese,F,"pierce, little eyes were fixed on him, shoot the day."
i have no idea replied philip,data/l2arctic/LXC/wav/arctic_a0057.wav,LXC,Chinese,F,i have no idea it replied philly.
i came for information more out of curiosity than anything else,data/l2arctic/LXC/wav/arctic_a0058.wav,LXC,Chinese,F,i came for information more out of curious to see than anything else.
his immaculate appearance was gone,data/l2arctic/LXC/wav/arctic_a0059.wav,LXC,Chinese,F,his immaculate appearance was gone.
anyway no one saw her like that,data/l2arctic/LXC/wav/arctic_a0060.wav,LXC,Chinese,F,"anyway, no one's so her like that."
philip snatched at the letter which gregson held out to him,data/l2arctic/LXC/wav/arctic_a0061.wav,LXC,Chinese,F,philip snatched at a letter which gregson held out to him.
the men stared into each others face,data/l2arctic/LXC/wav/arctic_a0062.wav,LXC,Chinese,F,the man stood into each other's face.
yes it was a man who asked a stranger,data/l2arctic/LXC/wav/arctic_a0063.wav,LXC,Chinese,F,"yes, it was a man who asked a stranger."
the fourth and fifth days passed without any developments,data/l2arctic/LXC/wav/arctic_a0064.wav,LXC,Chinese,F,the force and the fifth stage pass the result and development.
they closed now until his fingers were like cords of steel,data/l2arctic/LXC/wav/arctic_a0065.wav,LXC,Chinese,F,they cursed not until his fingers were like chords of steel.
he saw jeanne falter for a moment,data/l2arctic/LXC/wav/arctic_a0066.wav,LXC,Chinese,F,he saw jen photo for a moment.
surely i will excuse you she cried,data/l2arctic/LXC/wav/arctic_a0067.wav,LXC,Chinese,F,surely i will excuse you she cried.
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/LXC/wav/arctic_a0017.wav,LXC,Chinese,F,"from that moment, his friendship for ballets turns to hatchet and jealousy."
men of seldens stamp dont stop at women and children,data/l2arctic/LXC/wav/arctic_a0034.wav,LXC,Chinese,F,many of children's stem dorms stop at the orphan and children.
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/LXC/wav/arctic_a0051.wav,LXC,Chinese,F,"the lace was of a delicate ivory color, faintly tinted with yellow."
in a flash philip followed its direction,data/l2arctic/LXC/wav/arctic_a0068.wav,LXC,Chinese,F,"in a flash-fulip, followed its direction."
a trickle of fresh blood ran over his face,data/l2arctic/LXC/wav/arctic_a0085.wav,LXC,Chinese,F,a chick-of-fresh bloodlamp over his face.
he will follow us soon,data/l2arctic/LXC/wav/arctic_a0102.wav,LXC,Chinese,F,he will follow us to...
jeanne was turning the bow shoreward,data/l2arctic/LXC/wav/arctic_a0119.wav,LXC,Chinese,F,"jean was turning the bow, sure worth."
about him everywhere were the evidences of luxury and of age,data/l2arctic/LXC/wav/arctic_a0136.wav,LXC,Chinese,F,"about him, emerald will be the evidence of luxury and of age."
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/LXC/wav/arctic_a0153.wav,LXC,Chinese,F,"macdargo tapped his forehead, so pictures day with a stabby forefinger."
there was none of the joy of meeting in his face,data/l2arctic/LXC/wav/arctic_a0170.wav,LXC,Chinese,F,there was now off the dry of meeting in his face.
ahead of them they saw a glimmer of sunshine,data/l2arctic/LXC/wav/arctic_a0187.wav,LXC,Chinese,F,a hat of them they saw a glamour of sunshine.
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/LXC/wav/arctic_a0204.wav,LXC,Chinese,F,the wolf dog thrust his gonged muddle toward him.
i dont know why youre here at all,data/l2arctic/LXC/wav/arctic_a0221.wav,LXC,Chinese,F,i don't know why you are here at all.
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/LXC/wav/arctic_a0238.wav,LXC,Chinese,F,it happened to him at the gallenon society in auckland one afternoon.
you wont die of malnutrition be sure of that,data/l2arctic/LXC/wav/arctic_a0255.wav,LXC,Chinese,F,"you won't die of more nutrition, be sure of that."
it was his intention to return to eileen and her father,data/l2arctic/LXC/wav/arctic_a0069.wav,LXC,Chinese,F,it was his intention to return to eileen and her father.
he would first hunt up gregson and begin his work there,data/l2arctic/LXC/wav/arctic_a0070.wav,LXC,Chinese,F,he would first hunt up gregson and began his work there.
what was the object of your little sensation,data/l2arctic/LXC/wav/arctic_a0071.wav,LXC,Chinese,F,what was the object of your little sensation?
but who was eileens double,data/l2arctic/LXC/wav/arctic_a0072.wav,LXC,Chinese,F,but who was ellie's double?
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/LXC/wav/arctic_a0073.wav,LXC,Chinese,F,the promoter's eyes were heavy with little puffy backs under them.
and now down there eileen was waiting for him,data/l2arctic/LXC/wav/arctic_a0074.wav,LXC,Chinese,F,"and now, daniel allen was waiting for him."
there has been a change she interrupted him,data/l2arctic/LXC/wav/arctic_a0075.wav,LXC,Chinese,F,there has been a change in interrupted him.
the gray eyes faltered the flush deepened,data/l2arctic/LXC/wav/arctic_a0076.wav,LXC,Chinese,F,the gray eyes folded the flash deepened.
it is the fire partly she said,data/l2arctic/LXC/wav/arctic_a0077.wav,LXC,Chinese,F,it is the file part that you said.
then at supper he tried to fathom her,data/l2arctic/LXC/wav/arctic_a0078.wav,LXC,Chinese,F,"then at supper, he tried to fed them her."
it was a large canoe,data/l2arctic/LXC/wav/arctic_a0079.wav,LXC,Chinese,F,it was a large canoe.
what if jeanne failed him,data/l2arctic/LXC/wav/arctic_a0080.wav,LXC,Chinese,F,what if jen failed him?
what if she did not come to the rock,data/l2arctic/LXC/wav/arctic_a0081.wav,LXC,Chinese,F,what if she didn't come to a rock.
his face was streaming with blood,data/l2arctic/LXC/wav/arctic_a0082.wav,LXC,Chinese,F,his face was streaming with blood.
a shadow was creeping over pierres eyes,data/l2arctic/LXC/wav/arctic_a0083.wav,LXC,Chinese,F,a shadow was creeping over pierre's eyes.
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/LXC/wav/arctic_a0084.wav,LXC,Chinese,F,scarce lee had his uttered name when p.s. closing eyes shot open.
death had come with terrible suddenness,data/l2arctic/LXC/wav/arctic_a0086.wav,LXC,Chinese,F,death had come with terrible sadness.
philip bent lower and stared into the face of the dead man,data/l2arctic/LXC/wav/arctic_a0087.wav,LXC,Chinese,F,flip and lower and stir into the face of the dead man.
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/LXC/wav/arctic_a0088.wav,LXC,Chinese,F,he made sure that the magazine was loaded and resumed his pedaling.
the night glow was treacherous to shoot by,data/l2arctic/LXC/wav/arctic_a0089.wav,LXC,Chinese,F,the night girl was generous to shop by.
the singing voice approached rapidly,data/l2arctic/LXC/wav/arctic_a0090.wav,LXC,Chinese,F,the scene was approached rapidly.
his blood grew hot with rage at the thought,data/l2arctic/LXC/wav/arctic_a0091.wav,LXC,Chinese,F,his proud girl heart with range at her thought.
he went down in midstream searching the shadows of both shores,data/l2arctic/LXC/wav/arctic_a0092.wav,LXC,Chinese,F,"he went down in mistream, searching the shadows of both shots."
for a full minute he crouched and listened,data/l2arctic/LXC/wav/arctic_a0093.wav,LXC,Chinese,F,for a 4 minute he crouched and listened.
he had barely entered this when he saw the glow of a fire,data/l2arctic/LXC/wav/arctic_a0094.wav,LXC,Chinese,F,he had barely entered this place when he saw the glow of a fire.
a big canvas tent was the first thing to come within his vision,data/l2arctic/LXC/wav/arctic_a0095.wav,LXC,Chinese,F,a big canvas tent was the first scene to come within his vision.
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/LXC/wav/arctic_a0096.wav,LXC,Chinese,F,perhaps she had already met her fate a little deeper in the forest.!
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/LXC/wav/arctic_a0097.wav,LXC,Chinese,F,then you can arrange yourself comfortably among these lobs in the book.!
