transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_base_transcriptions
at first his progress was slow and erratic,data/l2arctic/ZHAA/wav/arctic_b0289.wav,ZHAA,Arabic,F,at first his progness was slow and erretic
he placed his paw on one and its movements were accelerated,data/l2arctic/ZHAA/wav/arctic_b0290.wav,ZHAA,Arabic,F,he placed his bow on one and its movement were accelerated
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/ZHAA/wav/arctic_b0292.wav,ZHAA,Arabic,F,the fire men were animal skin around their waists and across their shoulders
between him and all domestic animals there must be no hostilities,data/l2arctic/ZHAA/wav/arctic_b0293.wav,ZHAA,Arabic,F,between him and all domestic animals there must be no hostalitis
for a much longer time lop ear and i remained and watched,data/l2arctic/ZHAA/wav/arctic_b0294.wav,ZHAA,Arabic,F,for a much longer time lop ere and i remained unwatched
all right sir replied jock with great regret,data/l2arctic/ZHAA/wav/arctic_b0295.wav,ZHAA,Arabic,F,all right sir replied jark with regret regret
at times i wondered where sir archibald got his style,data/l2arctic/ZHAA/wav/arctic_b0296.wav,ZHAA,Arabic,F,at times i wonder where sir arcuibald gatistyle
why should a fellow throw up the sponge after the first round,data/l2arctic/ZHAA/wav/arctic_b0297.wav,ZHAA,Arabic,F,why should a fillow throw up thi sponge after the first rant
his hand shot out and clutched crooked leg by the neck,data/l2arctic/ZHAA/wav/arctic_b0298.wav,ZHAA,Arabic,F,his hands shot out and clotche crooked leg by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/ZHAA/wav/arctic_b0299.wav,ZHAA,Arabic,F,miss brode's smile was slightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/ZHAA/wav/arctic_b0300.wav,ZHAA,Arabic,F,does the old boy often go off at half cock that way
a flying arrow passed between us,data/l2arctic/ZHAA/wav/arctic_b0301.wav,ZHAA,Arabic,F,a flying arrow passed between us
i pulled suddenly with all my might,data/l2arctic/ZHAA/wav/arctic_b0302.wav,ZHAA,Arabic,F,i pulled suddenly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/ZHAA/wav/arctic_b0303.wav,ZHAA,Arabic,F,here we allow our solicitors to look after our legal work
his previous wives had never lived long enough to bear him children,data/l2arctic/ZHAA/wav/arctic_b0304.wav,ZHAA,Arabic,F,his abbriefious wifes had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/ZHAA/wav/arctic_b0305.wav,ZHAA,Arabic,F,it was our river image it was our river emerging like ourselves from the great swam
cameron looked at his hands with their long sinewy fingers,data/l2arctic/ZHAA/wav/arctic_b0306.wav,ZHAA,Arabic,F,camital locked at his hand with their lank sin way fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/ZHAA/wav/arctic_b0307.wav,ZHAA,Arabic,F,we got few vegetables and fruits and became fish eaters
nor was elam harnish an exception,data/l2arctic/ZHAA/wav/arctic_b0309.wav,ZHAA,Arabic,F,nor was ilam harnish an exception
a little treatment massage with some help from the doctor,data/l2arctic/ZHAA/wav/arctic_b0310.wav,ZHAA,Arabic,F,a lowl treatment moustage with some help from the doctor
the twenty ninth very foggy,data/l2arctic/ZHAA/wav/arctic_b0311.wav,ZHAA,Arabic,F,the twenty ninth very vagi
dig in youre sure good was daylights answer,data/l2arctic/ZHAA/wav/arctic_b0312.wav,ZHAA,Arabic,F,dick in you're sure good was de light's answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/ZHAA/wav/arctic_b0313.wav,ZHAA,Arabic,F,the aperon strain gloomed near and he shined like an enbroken colt
he had been born with this endowment,data/l2arctic/ZHAA/wav/arctic_b0314.wav,ZHAA,Arabic,F,he hath been born with this endowment
and this was their sole conversation throughout the meal,data/l2arctic/ZHAA/wav/arctic_b0315.wav,ZHAA,Arabic,F,and this will their sole conversation throughof the meal
though the aurora still flamed another day had begun,data/l2arctic/ZHAA/wav/arctic_b0316.wav,ZHAA,Arabic,F,though the aurura still flamed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/ZHAA/wav/arctic_b0317.wav,ZHAA,Arabic,F,he did not believe in the pernic of daylight for such a luxury
again he had done the big thing,data/l2arctic/ZHAA/wav/arctic_b0318.wav,ZHAA,Arabic,F,again he had done the big thing
daylight was tired profoundly tired,data/l2arctic/ZHAA/wav/arctic_b0319.wav,ZHAA,Arabic,F,daylight was tired profoundly tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/ZHAA/wav/arctic_b0320.wav,ZHAA,Arabic,F,the regret in his voice was profocative of a second purse of laughter
instead he arrived on the night of the second day,data/l2arctic/ZHAA/wav/arctic_b0321.wav,ZHAA,Arabic,F,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/ZHAA/wav/arctic_b0322.wav,ZHAA,Arabic,F,their supply of crop was gun
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/ZHAA/wav/arctic_b0323.wav,ZHAA,Arabic,F,crickets began to chirp and more geese and dogs flew overhead
not till the twentieth of may did the river break,data/l2arctic/ZHAA/wav/arctic_b0324.wav,ZHAA,Arabic,F,not till the twentieth of may did the refer prake
our mister howison will call upon you at your hotel,data/l2arctic/ZHAA/wav/arctic_b0326.wav,ZHAA,Arabic,F,our miston hauson will call upon you  at your hottal
he had been so easy,data/l2arctic/ZHAA/wav/arctic_b0327.wav,ZHAA,Arabic,F,he hath been so easy
change chairs daylight commanded,data/l2arctic/ZHAA/wav/arctic_b0328.wav,ZHAA,Arabic,F,chaneairs daylight commented
id sooner have my chips back,data/l2arctic/ZHAA/wav/arctic_b0329.wav,ZHAA,Arabic,F,i'd sooner have my chip's back
they only had a little thirty thousand dollar fire,data/l2arctic/ZHAA/wav/arctic_b0330.wav,ZHAA,Arabic,F,they only had ittlle a thirty thousand dollar fire
his partners had starved and died on the stewart,data/l2arctic/ZHAA/wav/arctic_b0331.wav,ZHAA,Arabic,F,his partners had starved and died on the steawart
as to how she dressed he had no ideas at all,data/l2arctic/ZHAA/wav/arctic_b0332.wav,ZHAA,Arabic,F,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/ZHAA/wav/arctic_b0333.wav,ZHAA,Arabic,F,it duss was her udacious answer
oh its just a novel a love story,data/l2arctic/ZHAA/wav/arctic_b0334.wav,ZHAA,Arabic,F,oh it's just in ovol iloft story
whoever lived on the ranch did that,data/l2arctic/ZHAA/wav/arctic_b0335.wav,ZHAA,Arabic,F,whoever lived on the vranch did that
how old are you mother,data/l2arctic/ZHAA/wav/arctic_b0336.wav,ZHAA,Arabic,F,how old are you mother
here he got a fresh thrill,data/l2arctic/ZHAA/wav/arctic_b0337.wav,ZHAA,Arabic,F,here he got a fresh trill
it was unobtrusive yet it was there,data/l2arctic/ZHAA/wav/arctic_b0338.wav,ZHAA,Arabic,F,it was an obstrusive yet it was there
well ill be plumb gosh darned,data/l2arctic/ZHAA/wav/arctic_b0339.wav,ZHAA,Arabic,F,well i'll b plum gosh dond
these quick little joys of hers were sources of joy to him,data/l2arctic/ZHAA/wav/arctic_b0340.wav,ZHAA,Arabic,F,these quick little joys of hers were sources of joy to him
i play that choice wide open to win,data/l2arctic/ZHAA/wav/arctic_b0341.wav,ZHAA,Arabic,F,i play their choice whide ob in twin
but how are you going to do it,data/l2arctic/ZHAA/wav/arctic_b0343.wav,ZHAA,Arabic,F,but how are you going to do it
lots of men take women buggy riding,data/l2arctic/ZHAA/wav/arctic_b0344.wav,ZHAA,Arabic,F,lots of men take women buggy riding
daylight made no answer and the door closed behind him,data/l2arctic/ZHAA/wav/arctic_b0345.wav,ZHAA,Arabic,F,daylight made no answer and the door closed behind him
theres not an iota of truth in it,data/l2arctic/ZHAA/wav/arctic_b0346.wav,ZHAA,Arabic,F,there's not an iota of truth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/ZHAA/wav/arctic_b0347.wav,ZHAA,Arabic,F,butever his gaze returned to that crouche venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/ZHAA/wav/arctic_b0348.wav,ZHAA,Arabic,F,would you be satisfied with that one hundred part of me
in such a tumbling of values was no time to sell,data/l2arctic/ZHAA/wav/arctic_b0349.wav,ZHAA,Arabic,F,in such a tumpling of values was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/ZHAA/wav/arctic_b0350.wav,ZHAA,Arabic,F,stand off butcher and baker and olderst
matthewson whos this bookkeeper rogers,data/l2arctic/ZHAA/wav/arctic_b0351.wav,ZHAA,Arabic,F,mathesin who is this bookkeeper rogers
now just what do you want to know,data/l2arctic/ZHAA/wav/arctic_b0352.wav,ZHAA,Arabic,F,now just what you want to do
i want to know how all this is possible,data/l2arctic/ZHAA/wav/arctic_b0353.wav,ZHAA,Arabic,F,i want to know how all this is possible
its that much junk,data/l2arctic/ZHAA/wav/arctic_b0354.wav,ZHAA,Arabic,F,it's that muc unk
there was proper division of labor in the work they individually performed,data/l2arctic/ZHAA/wav/arctic_b0355.wav,ZHAA,Arabic,F,there was proper division of labor in the work they individually performed
he loved to play chinese lottery,data/l2arctic/ZHAA/wav/arctic_b0356.wav,ZHAA,Arabic,F,he loved to play chinese lattery
the law of club and fang,data/l2arctic/ZHAA/wav/arctic_b0357.wav,ZHAA,Arabic,F,the loaf clob and fank
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/ZHAA/wav/arctic_b0358.wav,ZHAA,Arabic,F,the temperature dropped to fifty polazero and remained there the whole trip
this state of mind comes of an undue prominence of the ego,data/l2arctic/ZHAA/wav/arctic_b0360.wav,ZHAA,Arabic,F,the state of mind comes of an endue prominence of the eagle
there are the canals of china and the yangtse river,data/l2arctic/ZHAA/wav/arctic_b0361.wav,ZHAA,Arabic,F,that are the canals of china and the onc sea refer
we threaten to be of the one mind before the voyage is completed,data/l2arctic/ZHAA/wav/arctic_b0362.wav,ZHAA,Arabic,F,we threatened to be of the one mind before the voyage is completed
she was built primarily to sail,data/l2arctic/ZHAA/wav/arctic_b0363.wav,ZHAA,Arabic,F,she was built primarly to sale
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/ZHAA/wav/arctic_b0364.wav,ZHAA,Arabic,F,in the bohemian club of san francisco there are some crack sailors
my age in years is twenty two,data/l2arctic/ZHAA/wav/arctic_b0365.wav,ZHAA,Arabic,F,my age in years is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/ZHAA/wav/arctic_b0366.wav,ZHAA,Arabic,F,i forgot how easily i had towed myself from the printed beach
any average young fellow can teach himself in a week,data/l2arctic/ZHAA/wav/arctic_b0367.wav,ZHAA,Arabic,F,any everage young fellow can teach himself in a week
please do not think that i already know it all,data/l2arctic/ZHAA/wav/arctic_b0368.wav,ZHAA,Arabic,F,please do not think that i already know it all
you see we were teaching ourselves,data/l2arctic/ZHAA/wav/arctic_b0369.wav,ZHAA,Arabic,F,you see we were teaching ourselves
and now behold the perversity of things,data/l2arctic/ZHAA/wav/arctic_b0370.wav,ZHAA,Arabic,F,and now behold the peversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/ZHAA/wav/arctic_b0371.wav,ZHAA,Arabic,F,yield yourself to the waters that are ribbing and teering at you
mister mcveigh told me about him,data/l2arctic/ZHAA/wav/arctic_b0372.wav,ZHAA,Arabic,F,mister mac fay told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/ZHAA/wav/arctic_b0373.wav,ZHAA,Arabic,F,alike joshua he stood in no need of define assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/ZHAA/wav/arctic_b0374.wav,ZHAA,Arabic,F,to say the least captain cook was a rather thorough going an presisist
man could not conquer them,data/l2arctic/ZHAA/wav/arctic_b0375.wav,ZHAA,Arabic,F,man could not conquer them
a scarlet loincloth completed his costume,data/l2arctic/ZHAA/wav/arctic_b0377.wav,ZHAA,Arabic,F,a scarlett line cloth completed his castom
i like to speculate upon the glorious future of man,data/l2arctic/ZHAA/wav/arctic_b0378.wav,ZHAA,Arabic,F,i like to speculate upon the glorious future of man
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/ZHAA/wav/arctic_b0379.wav,ZHAA,Arabic,F,christmas is an easy proplem compared with apolynesian giving feast
he had peeled off his shirt and was wildly waving it,data/l2arctic/ZHAA/wav/arctic_b0380.wav,ZHAA,Arabic,F,he had peeled off his chiret and was widely waving at
and how would we ever find ourselves,data/l2arctic/ZHAA/wav/arctic_b0381.wav,ZHAA,Arabic,F,and how would we ever find ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/ZHAA/wav/arctic_b0382.wav,ZHAA,Arabic,F,i defy any man to get a salman island sore in california
a bush chief had died a natural death,data/l2arctic/ZHAA/wav/arctic_b0383.wav,ZHAA,Arabic,F,a bush chief had died innatural death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/ZHAA/wav/arctic_b0384.wav,ZHAA,Arabic,F,these cibbers and necatus gimnastixes served as a translation without words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/ZHAA/wav/arctic_b0385.wav,ZHAA,Arabic,F,last night he showed all the symptoms of coming down with neumonia
my idea was that he would have more influence over the natives,data/l2arctic/ZHAA/wav/arctic_b0386.wav,ZHAA,Arabic,F,my idea was that he would have more influence over the natives
it is merely the simple superlative,data/l2arctic/ZHAA/wav/arctic_b0387.wav,ZHAA,Arabic,F,it is nearly the simple supernitive
i made no more overtures,data/l2arctic/ZHAA/wav/arctic_b0388.wav,ZHAA,Arabic,F,i made no more overtures
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/ZHAA/wav/arctic_b0389.wav,ZHAA,Arabic,F,among my minor afflictions i may mention a new and misterious one
the voyage was our idea of a good time,data/l2arctic/ZHAA/wav/arctic_b0390.wav,ZHAA,Arabic,F,the voyage was our idea of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/ZHAA/wav/arctic_b0391.wav,ZHAA,Arabic,F,at sea tuesday marh seventeen nineteen o eight
yes sir he answered with cheerful alacrity,data/l2arctic/ZHAA/wav/arctic_b0392.wav,ZHAA,Arabic,F,yes sir he answered with cheerful alacrity
the boy hesitated then mastered his temper,data/l2arctic/ZHAA/wav/arctic_b0394.wav,ZHAA,Arabic,F,the boy hesitated then mastered his temper
i was beneath the water suffocating and drowning,data/l2arctic/ZHAA/wav/arctic_b0395.wav,ZHAA,Arabic,F,i was beneath the wooder suffocating and throning
the pain from my hurt knee was agonizing,data/l2arctic/ZHAA/wav/arctic_b0396.wav,ZHAA,Arabic,F,the pain from my hurt knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/ZHAA/wav/arctic_b0397.wav,ZHAA,Arabic,F,the hunters were still arguing and drawing like some simi human amphepious prete
i have been robbed sir i amended,data/l2arctic/ZHAA/wav/arctic_b0398.wav,ZHAA,Arabic,F,i have been dropped sir i emended
you were looking squeamish this afternoon he began,data/l2arctic/ZHAA/wav/arctic_b0399.wav,ZHAA,Arabic,F,you are looking ets quemisshit this afternoon he began
how could i answer the question on the spur of the moment,data/l2arctic/ZHAA/wav/arctic_b0400.wav,ZHAA,Arabic,F,how could i answer the question on the spur for the moment
i learned it myself in english ships,data/l2arctic/ZHAA/wav/arctic_b0401.wav,ZHAA,Arabic,F,i learned it myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/ZHAA/wav/arctic_b0402.wav,ZHAA,Arabic,F,an altrustic act is an act performed for the wilfar of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/ZHAA/wav/arctic_b0403.wav,ZHAA,Arabic,F,knowing him i few the oldest kin denafian meths with a clearer understanding
yes and no sir was the slow reply,data/l2arctic/ZHAA/wav/arctic_b0404.wav,ZHAA,Arabic,F,yes and no sir was the slope reply
