transcription,path_to_audio,speaker_id,native_language,gender,whisper_large_transcriptions
all operations have been carried on from montreal and toronto,data/l2arctic/LXC/wav/arctic_b0029.wav,LXC,Chinese,F,all operations have been carried on from montreal and toronto.
gregson held a lighted match until it burnt his fingertips,data/l2arctic/LXC/wav/arctic_b0030.wav,LXC,Chinese,F,gregson held a lighted match until it burned in his fingertips.
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/LXC/wav/arctic_b0031.wav,LXC,Chinese,F,gregson had seated himself under the lamp and was sharpening a pencil.
he caught himself with a jerk,data/l2arctic/LXC/wav/arctic_b0032.wav,LXC,Chinese,F,he caught himself with a joke.!!
how does your wager look now,data/l2arctic/LXC/wav/arctic_b0033.wav,LXC,Chinese,F,how does your wear girl look now?!!
he confessed that the sketch had startled him,data/l2arctic/LXC/wav/arctic_b0034.wav,LXC,Chinese,F,he confessed that the sketch had startled them.!!
after all the picture was only a resemblance,data/l2arctic/LXC/wav/arctic_b0035.wav,LXC,Chinese,F,"after all, the picture was only a resemblance.!!"
he wondered too where roscoe was,data/l2arctic/LXC/wav/arctic_b0036.wav,LXC,Chinese,F,he wondered too where roscoe was.!!
in her haste to get away she had forgotten these things,data/l2arctic/LXC/wav/arctic_b0038.wav,LXC,Chinese,F,in her haste to get away she had forgotten these things.!!
philip took a step toward gregson half determined to awaken him,data/l2arctic/LXC/wav/arctic_b0039.wav,LXC,Chinese,F,"philip took a step toward gregson, half determined to awaken him.!!"
the thought set his blood tingling,data/l2arctic/LXC/wav/arctic_b0040.wav,LXC,Chinese,F,the sword set his blood tidally.!!
but if pierre did not return until tomorrow,data/l2arctic/LXC/wav/arctic_b0041.wav,LXC,Chinese,F,"but if pierre did not return until tomorrow,"
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/LXC/wav/arctic_b0042.wav,LXC,Chinese,F,10 minutes had not elapsed since he had dropped the handkerchief.
it wont be for sale,data/l2arctic/LXC/wav/arctic_b0043.wav,LXC,Chinese,F,it won't be for sale.
for a few moments he ate in silence,data/l2arctic/LXC/wav/arctic_b0044.wav,LXC,Chinese,F,"for a few moments, he acted in silence."
philip did not pursue the subject,data/l2arctic/LXC/wav/arctic_b0045.wav,LXC,Chinese,F,philip didn't pursue the subject.
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/LXC/wav/arctic_b0046.wav,LXC,Chinese,F,philip produced a cup of cigars and took a try upset him.
suppose you saw me at work through the window,data/l2arctic/LXC/wav/arctic_b0047.wav,LXC,Chinese,F,suppose you saw me at work through a window.
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/LXC/wav/arctic_b0048.wav,LXC,Chinese,F,he looked like one who had passed through an uncomfortable hour or two.
there was nothing more except a large ink blot under the words,data/l2arctic/LXC/wav/arctic_b0049.wav,LXC,Chinese,F,"there was nothing more, except a large ink blot under the words."
all this day gregson remained in the cabin,data/l2arctic/LXC/wav/arctic_b0050.wav,LXC,Chinese,F,all this day gregson remained the cabinet.
the sixth day he spent in the cabin with gregson,data/l2arctic/LXC/wav/arctic_b0051.wav,LXC,Chinese,F,the sixth day he spent in the camping with gregson.
the flush was gone from her face,data/l2arctic/LXC/wav/arctic_b0052.wav,LXC,Chinese,F,the flash was gone for her face.
that is why i am am rattled he laughed,data/l2arctic/LXC/wav/arctic_b0053.wav,LXC,Chinese,F,"this is why i am, am rattled he laughed."
she was even more beautiful than when i saw her before,data/l2arctic/LXC/wav/arctic_b0055.wav,LXC,Chinese,F,she was even more beautiful than when i saw her before.
ill give a thousand if you produce her retorted gregson,data/l2arctic/LXC/wav/arctic_b0056.wav,LXC,Chinese,F,i'll give a thousand if you produce her retarded gragson.
they have won popular sentiment through the newspapers,data/l2arctic/LXC/wav/arctic_b0057.wav,LXC,Chinese,F,they have won popular sentiment through the newspapers.
we must achieve our own salvation,data/l2arctic/LXC/wav/arctic_b0058.wav,LXC,Chinese,F,we must achieve our own salvation.
in moments of mental energy philip was restless,data/l2arctic/LXC/wav/arctic_b0059.wav,LXC,Chinese,F,"in moments of mental energy, philip was restless."
he would keep his faith with gregson for the promised day or two,data/l2arctic/LXC/wav/arctic_b0060.wav,LXC,Chinese,F,he would keep his faith with gregson for the promised day or two.
something about it seemed to fascinate him to challenge his presence,data/l2arctic/LXC/wav/arctic_b0061.wav,LXC,Chinese,F,"something about it seemed to fascinate him, to challenge his presence."
now it was missing from the wall,data/l2arctic/LXC/wav/arctic_b0062.wav,LXC,Chinese,F,now it was missing from the wall.
he boiled himself some coffee and sat down to wait,data/l2arctic/LXC/wav/arctic_b0063.wav,LXC,Chinese,F,he boiled himself some coffee and sat down to wait.
im going down there with you and im going to fight,data/l2arctic/LXC/wav/arctic_b0064.wav,LXC,Chinese,F,i'm going down there with you and i'm going to fight.
now have you got anything to say against me mister philip,data/l2arctic/LXC/wav/arctic_b0065.wav,LXC,Chinese,F,"now have you got anything to say against me, mr. philip?"
if i meet her again i shall apologize said eileen,data/l2arctic/LXC/wav/arctic_b0066.wav,LXC,Chinese,F,"if i met her again, i should apologize,"" said eileen."
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/LXC/wav/arctic_b0067.wav,LXC,Chinese,F,"below him, the shadow was broken into a pool of ripening starlight."
only the chance sound had led him to observe them,data/l2arctic/LXC/wav/arctic_b0068.wav,LXC,Chinese,F,only the chuan sun had led him to observe them.
could the incident have anything to do with jeanne and pierre,data/l2arctic/LXC/wav/arctic_b0069.wav,LXC,Chinese,F,could the incident have anything to do with jane and pierre?
there was no chance to fire without hitting him,data/l2arctic/LXC/wav/arctic_b0070.wav,LXC,Chinese,F,there was no chance to fire without hissing him.
then he hastened on as pierre had guided him,data/l2arctic/LXC/wav/arctic_b0072.wav,LXC,Chinese,F,then he hastened on as pio had guided him.
with these arguments he convinced himself that he should go on alone,data/l2arctic/LXC/wav/arctic_b0073.wav,LXC,Chinese,F,"with these arguments, he convinced himself that he should go on loan."
yet behind them there was another and more powerful motive,data/l2arctic/LXC/wav/arctic_b0074.wav,LXC,Chinese,F,yet behind them there was another and more powerful motive.
in that case he could not miss them if he used caution,data/l2arctic/LXC/wav/arctic_b0075.wav,LXC,Chinese,F,"in that case, he could not miss them if he used caution.!"
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/LXC/wav/arctic_b0076.wav,LXC,Chinese,F,"before philip could recover himself, jane startled guards were upon him.!"
it is the nearest refuge,data/l2arctic/LXC/wav/arctic_b0077.wav,LXC,Chinese,F,it is the nearest refuge.!
there was pride and strength the ring of triumph in his voice,data/l2arctic/LXC/wav/arctic_b0078.wav,LXC,Chinese,F,"there was a pride and strength, the ring of truth in his voice.!"
the truth of it set jeanne quivering,data/l2arctic/LXC/wav/arctic_b0079.wav,LXC,Chinese,F,the truth of its sad dream quivering.!
tomorrow it will be strong enough for you to stand upon,data/l2arctic/LXC/wav/arctic_b0080.wav,LXC,Chinese,F,tomorrow it will be strong enough for you to stand up home.!
you were going to leave after you saw me on the rock,data/l2arctic/LXC/wav/arctic_b0081.wav,LXC,Chinese,F,you were going to leave after you saw me on the rock.!
he bit his tongue and cursed himself at this fresh break,data/l2arctic/LXC/wav/arctic_b0082.wav,LXC,Chinese,F,he bit his toe and cursed himself at this fresh black.!
in it there was something that was almost tragedy,data/l2arctic/LXC/wav/arctic_b0083.wav,LXC,Chinese,F,"in it, there was something that was almost treachery.!"
your face is red with blood,data/l2arctic/LXC/wav/arctic_b0084.wav,LXC,Chinese,F,your face is red with blood.!
her eyes smiled truth at him as he came up the bank,data/l2arctic/LXC/wav/arctic_b0085.wav,LXC,Chinese,F,her eyes smiled truth at him as he came up the bank.!
he can care for himself,data/l2arctic/LXC/wav/arctic_b0086.wav,LXC,Chinese,F,he can kill for himself.!
they will search for us between their camp and churchill,data/l2arctic/LXC/wav/arctic_b0087.wav,LXC,Chinese,F,they will search for us between their camp and the church here.!
her beautiful hair was done up in shining coils,data/l2arctic/LXC/wav/arctic_b0089.wav,LXC,Chinese,F,her beautiful hair was done up in shining coins.!
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/LXC/wav/arctic_b0090.wav,LXC,Chinese,F,the churchill narrowed and its current became swifter as they progressed.!
for a full half minute jeanne looked at him without speaking,data/l2arctic/LXC/wav/arctic_b0091.wav,LXC,Chinese,F,"for a full half minute, jane looked at him without speaking.!"
i want to die in it,data/l2arctic/LXC/wav/arctic_b0092.wav,LXC,Chinese,F,i want to die in it.
darkness hid him from jeanne,data/l2arctic/LXC/wav/arctic_b0093.wav,LXC,Chinese,F,darkness hid him from jane.
and yet if she came he had no words to say,data/l2arctic/LXC/wav/arctic_b0094.wav,LXC,Chinese,F,"and yet if she came, he had no words to say."
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/LXC/wav/arctic_b0095.wav,LXC,Chinese,F,he heard a sound which brought him quickly into consciousness of day.
within himself he called it no longer his own,data/l2arctic/LXC/wav/arctic_b0096.wav,LXC,Chinese,F,"within himself, he called it no longer his own."
besides that noise makes me deaf,data/l2arctic/LXC/wav/arctic_b0097.wav,LXC,Chinese,F,"besides, that noise makes me deaf."
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/LXC/wav/arctic_b0098.wav,LXC,Chinese,F,philip looked back from the cracks and saw jane leaning over the cane.
fifty yards ahead of her were the first of the rocks,data/l2arctic/LXC/wav/arctic_b0099.wav,LXC,Chinese,F,15 yards ahead of her were the first of the rocks.
there was one chance and only one of saving jeanne,data/l2arctic/LXC/wav/arctic_b0100.wav,LXC,Chinese,F,there was one chance and only one of saving jin.
youre a devil for fighting and will surely win,data/l2arctic/LXC/wav/arctic_b0101.wav,LXC,Chinese,F,you are a deal for fighting and will surely win.
ill only be in the way,data/l2arctic/LXC/wav/arctic_b0102.wav,LXC,Chinese,F,i'll only be in the way.
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/LXC/wav/arctic_b0103.wav,LXC,Chinese,F,he lifted his eyes and a strange cry burst from his lips.
shooting pains passed like flashes of electricity through his body,data/l2arctic/LXC/wav/arctic_b0104.wav,LXC,Chinese,F,shooting pins passed like a flash of electricity through his body.
for a full minute the two men stared into each others face,data/l2arctic/LXC/wav/arctic_b0106.wav,LXC,Chinese,F,"for a 4-minute, the two men start into each other's face."
he was sure now of but few things,data/l2arctic/LXC/wav/arctic_b0107.wav,LXC,Chinese,F,he was sure now of bad fear things.
it was a miracle and i owe you my life,data/l2arctic/LXC/wav/arctic_b0108.wav,LXC,Chinese,F,it was a miracle and i owe you my life.
philip ate lightly of the food which pierre had ready for him,data/l2arctic/LXC/wav/arctic_b0109.wav,LXC,Chinese,F,philip ate lightly of the food which pierre had ready for him.!!!
such men believe when they come together,data/l2arctic/LXC/wav/arctic_b0110.wav,LXC,Chinese,F,such men believed when they came together.!!!
the journey was continued at dawn,data/l2arctic/LXC/wav/arctic_b0111.wav,LXC,Chinese,F,the journey was continued at dawn.!!!
jeanne and pierre both gazed toward the great rock,data/l2arctic/LXC/wav/arctic_b0112.wav,LXC,Chinese,F,and peel both gates toward the gridlock.!!!
there was something pathetic in the girls attitude now,data/l2arctic/LXC/wav/arctic_b0113.wav,LXC,Chinese,F,there was something pathetic in the girls' attitude now.!!!
he moved his position and the illusion was gone,data/l2arctic/LXC/wav/arctic_b0114.wav,LXC,Chinese,F,he moved his position and the illusion was gone.!!!
for two hours not a word passed between them,data/l2arctic/LXC/wav/arctic_b0115.wav,LXC,Chinese,F,for two hours not a word passed between them.!!!
i have hunted along this ridge replied philip,data/l2arctic/LXC/wav/arctic_b0116.wav,LXC,Chinese,F,i have hunted along this ridge replied philip.!!!
thats thorpes said the young engineer,data/l2arctic/LXC/wav/arctic_b0117.wav,LXC,Chinese,F,"let's talk,"" said the young engineer."
we saw your light and thought you wouldnt mind a call,data/l2arctic/LXC/wav/arctic_b0118.wav,LXC,Chinese,F,we saw your light and thought you wouldn't mind the call.
billinger may arrive in time,data/l2arctic/LXC/wav/arctic_b0119.wav,LXC,Chinese,F,blink girl may arrive in time.
there is the hitch replied thorpe rolling a cigarette,data/l2arctic/LXC/wav/arctic_b0120.wav,LXC,Chinese,F,there is a hitch replied top rolling a cigarette.
i want my men to work by themselves,data/l2arctic/LXC/wav/arctic_b0121.wav,LXC,Chinese,F,i want my men to work by themselves.
neither could they understand the growing disaffection among thorpes men,data/l2arctic/LXC/wav/arctic_b0123.wav,LXC,Chinese,F,neither could they understand the growing disaffection among top men.
two weeks passed and in that time thorpe left camp three times,data/l2arctic/LXC/wav/arctic_b0124.wav,LXC,Chinese,F,two weeks passed and in that time top left came three times.
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/LXC/wav/arctic_b0125.wav,LXC,Chinese,F,it was the third or fourth time that philip had heard mcdougal's will.
blood was oozing slowly from the wounded mans right breast,data/l2arctic/LXC/wav/arctic_b0126.wav,LXC,Chinese,F,blood was oozing slowly from the wounded man's right breast.!!!!
he destroyed everything that had belonged to the woman,data/l2arctic/LXC/wav/arctic_b0127.wav,LXC,Chinese,F,he destroyed everything that had belonged to the woman.!!!!
philip bent low over pierre,data/l2arctic/LXC/wav/arctic_b0128.wav,LXC,Chinese,F,fully bend low over here.!!!!
did thorpe go to see any one in churchill,data/l2arctic/LXC/wav/arctic_b0129.wav,LXC,Chinese,F,did top go to see anyone in torture?!!!!
she saw the answer in his face,data/l2arctic/LXC/wav/arctic_b0130.wav,LXC,Chinese,F,she saw the answer in his face.!!!!
thorpe and his men were to destroy this camp and kill you,data/l2arctic/LXC/wav/arctic_b0131.wav,LXC,Chinese,F,and his men were to destroy this camp and kill you.!!!!
there is no need of further detail now for you can understand,data/l2arctic/LXC/wav/arctic_b0132.wav,LXC,Chinese,F,there is no need of further detail now for you can understand.!!!!
there followed a roar that shook the earth,data/l2arctic/LXC/wav/arctic_b0133.wav,LXC,Chinese,F,they were followed a royal that shocked the earth.!!!!
blind with rage he darted in,data/l2arctic/LXC/wav/arctic_b0134.wav,LXC,Chinese,F,"blind with rage, he darted in.!!!!"
