transcription,path_to_audio,speaker_id,native_language,gender,sew_large_transcriptions
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/LXC/wav/arctic_a0239.wav,LXC,Chinese,F,he cried in such genuine dismay that she broke into hotly laughter
wash your hands of me,data/l2arctic/LXC/wav/arctic_a0240.wav,LXC,Chinese,F,was your hands off me
i think its much nicer to quarrel,data/l2arctic/LXC/wav/arctic_a0241.wav,LXC,Chinese,F,i think it's much nicer to morrow
i saw it when she rolled,data/l2arctic/LXC/wav/arctic_a0242.wav,LXC,Chinese,F,i saw it when she wrote
i only read the quotations,data/l2arctic/LXC/wav/arctic_a0243.wav,LXC,Chinese,F,i only read the quotations
he was the soul of devotion to his employers,data/l2arctic/LXC/wav/arctic_a0244.wav,LXC,Chinese,F,he was a sort of devotion to his employees
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/LXC/wav/arctic_a0245.wav,LXC,Chinese,F,out of his eighteen hundred he laid aside sixteen hundred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/LXC/wav/arctic_a0246.wav,LXC,Chinese,F,you have heard always how he was the lover of princess nor me
they ought to pass here some time today,data/l2arctic/LXC/wav/arctic_a0247.wav,LXC,Chinese,F,they ought to pass here sometimes to day
i had been sad too long already,data/l2arctic/LXC/wav/arctic_a0248.wav,LXC,Chinese,F,had been said too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/LXC/wav/arctic_a0249.wav,LXC,Chinese,F,all eyes however was daring at him incitude of his pectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/LXC/wav/arctic_a0250.wav,LXC,Chinese,F,he had observed the business life of hawaii and the developed er fourteen ambitions
i may manage to freight a cargo back as well,data/l2arctic/LXC/wav/arctic_a0251.wav,LXC,Chinese,F,i may manage to affright a cargo back as will
obrien had been a clean living young man with ideals,data/l2arctic/LXC/wav/arctic_a0252.wav,LXC,Chinese,F,oh bring had been a clean living young man with ideas
he it was that lived to found the family of the patino,data/l2arctic/LXC/wav/arctic_a0253.wav,LXC,Chinese,F,he it was that lived to fondle family of la pettina
straight out they swam their heads growing smaller and smaller,data/l2arctic/LXC/wav/arctic_a0254.wav,LXC,Chinese,F,straight out they swam their heads growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/LXC/wav/arctic_a0256.wav,LXC,Chinese,F,sealed a lance of lombardy under that elongated neck
they are coming ashore whoever they are,data/l2arctic/LXC/wav/arctic_a0257.wav,LXC,Chinese,F,they are coming on shore whoever they are
soaked in seawater they offset the heat rays,data/l2arctic/LXC/wav/arctic_a0258.wav,LXC,Chinese,F,soaked in sea water lay offset at a heat race
think of investing in such an adventure,data/l2arctic/LXC/wav/arctic_a0259.wav,LXC,Chinese,F,sing of investing in such an adventure
nobody knew his history they of the junta least of all,data/l2arctic/LXC/wav/arctic_a0260.wav,LXC,Chinese,F,nobody knows his history they offered jota least of all
i have been doubly baptized,data/l2arctic/LXC/wav/arctic_a0261.wav,LXC,Chinese,F,i have been thoroughly baptized
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/LXC/wav/arctic_a0262.wav,LXC,Chinese,F,they wouldn't be sweeping a big vessel like the mother
joan looked triumphantly at sheldon who bowed,data/l2arctic/LXC/wav/arctic_a0263.wav,LXC,Chinese,F,joan looked a triumphantly at the shoulder who both
and i hope you have got plenty of chain out captain young,data/l2arctic/LXC/wav/arctic_a0264.wav,LXC,Chinese,F,and i hope you will have got plenty of chin out kept in here
the discovery seemed to have been made on the spur of the moment,data/l2arctic/LXC/wav/arctic_a0265.wav,LXC,Chinese,F,the discovery seemed to have been made on the spur of the moment
they handled two men already both grub thieves,data/l2arctic/LXC/wav/arctic_a0266.wav,LXC,Chinese,F,the handle two men already both grabbed thieves
eli harding asked as shunk started to follow,data/l2arctic/LXC/wav/arctic_a0267.wav,LXC,Chinese,F,ali had the ask as chunk started to follow
now go ahead and tell me in a straightforward way what was happened,data/l2arctic/LXC/wav/arctic_a0268.wav,LXC,Chinese,F,now go ahead and tell me in a straightforward way what was habit
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/LXC/wav/arctic_a0269.wav,LXC,Chinese,F,less rarely cut of the scottish chiefs and killed all hens
and after the bath a shave would not be bad,data/l2arctic/LXC/wav/arctic_a0270.wav,LXC,Chinese,F,and after the best ass she wouldn't be bet
now please give me a plain statement of what occurred,data/l2arctic/LXC/wav/arctic_a0271.wav,LXC,Chinese,F,now please give me a plain statement of what occurred
they are big trees and require plenty of room,data/l2arctic/LXC/wav/arctic_a0273.wav,LXC,Chinese,F,there are pictures and the required plenty of room
and raoul listened again to the tale of the house,data/l2arctic/LXC/wav/arctic_a0274.wav,LXC,Chinese,F,and the roar listened again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/LXC/wav/arctic_a0275.wav,LXC,Chinese,F,there are no cadiz and the half grown youths among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/LXC/wav/arctic_a0276.wav,LXC,Chinese,F,or long auto was one hundred and forty miles in circumference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/LXC/wav/arctic_a0277.wav,LXC,Chinese,F,mac coy found a stifling poisonous atmosphere in the pent capping
it would give me nervous prostration,data/l2arctic/LXC/wav/arctic_a0278.wav,LXC,Chinese,F,it would give me nervous prostration
she said with chattering teeth,data/l2arctic/LXC/wav/arctic_a0279.wav,LXC,Chinese,F,she set these chattering teeth
i will be out of my head in fifteen minutes,data/l2arctic/LXC/wav/arctic_a0280.wav,LXC,Chinese,F,i will be out of my head in fifty minutes
i do not blame you for anything remember that,data/l2arctic/LXC/wav/arctic_a0281.wav,LXC,Chinese,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/LXC/wav/arctic_a0282.wav,LXC,Chinese,F,if you mean to insinuate breton would begin heartily
the woman in you is only incidental accidental and irrelevant,data/l2arctic/LXC/wav/arctic_a0283.wav,LXC,Chinese,F,the woman in you is only incidental accidental and the irrelevant
there was no forecasting this strange girls processes,data/l2arctic/LXC/wav/arctic_a0284.wav,LXC,Chinese,F,there was no forecasting these strange girls process
but what they want with your toothbrush is more than i can imagine,data/l2arctic/LXC/wav/arctic_a0285.wav,LXC,Chinese,F,but what they want with your tooth brush is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/LXC/wav/arctic_a0286.wav,LXC,Chinese,F,give them their choice between a fine or an official whipping
keep an eye on him,data/l2arctic/LXC/wav/arctic_a0287.wav,LXC,Chinese,F,keep an eye on him
those are my oysters he said at last,data/l2arctic/LXC/wav/arctic_a0288.wav,LXC,Chinese,F,those are my oysters he said at last
one by one the boys were captured,data/l2arctic/LXC/wav/arctic_a0290.wav,LXC,Chinese,F,one by one the boys were captured
the weeks had gone by and no overt acts has been attempted,data/l2arctic/LXC/wav/arctic_a0291.wav,LXC,Chinese,F,the weeks had gone by and a note over the x has been attempted
here in the midmorning the first casualty occurred,data/l2arctic/LXC/wav/arctic_a0292.wav,LXC,Chinese,F,here in the mid morning the first colyote occurred
they were deep in the primeval forest,data/l2arctic/LXC/wav/arctic_a0293.wav,LXC,Chinese,F,they were deep in love primeval forest
he had been foiled in his attempt to escape,data/l2arctic/LXC/wav/arctic_a0294.wav,LXC,Chinese,F,he had been fooled in his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/LXC/wav/arctic_a0295.wav,LXC,Chinese,F,and twenty men could hold it with spears and arrows
bassett was a fastidious man,data/l2arctic/LXC/wav/arctic_a0296.wav,LXC,Chinese,F,best it was of fast tito's men
theres a big english general right now whose name is roberts,data/l2arctic/LXC/wav/arctic_a0297.wav,LXC,Chinese,F,there's a be english general rhinoceros whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/LXC/wav/arctic_a0298.wav,LXC,Chinese,F,least tacit promise of continued acquaintance gives saxon a little joyce rail
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/LXC/wav/arctic_a0299.wav,LXC,Chinese,F,i tell you i am disgusted with this adventure tomfoolery and the road
from my earliest recollection my sleep was a period of terror,data/l2arctic/LXC/wav/arctic_a0300.wav,LXC,Chinese,F,from my earliest recollection my sleep was a period of terror
but all my dreams violated this law,data/l2arctic/LXC/wav/arctic_a0301.wav,LXC,Chinese,F,but all my dreams were elated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/LXC/wav/arctic_a0302.wav,LXC,Chinese,F,it's very plausible to such people almost the confusing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/LXC/wav/arctic_a0303.wav,LXC,Chinese,F,but they make a mistake of ignoring their own dialecty
i graduated last of my class,data/l2arctic/LXC/wav/arctic_a0304.wav,LXC,Chinese,F,i graduated last of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/LXC/wav/arctic_a0305.wav,LXC,Chinese,F,they had no fixed values to be altered by objectives and the adverbs
very early in my life i separated from my mother,data/l2arctic/LXC/wav/arctic_a0307.wav,LXC,Chinese,F,very early in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/LXC/wav/arctic_a0308.wav,LXC,Chinese,F,he's infernal chattering worries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/LXC/wav/arctic_a0309.wav,LXC,Chinese,F,white laggards said miss maud timer
massage under tension was the cryptic reply,data/l2arctic/LXC/wav/arctic_a0310.wav,LXC,Chinese,F,message on the attention was the cryptic reply
therefore hurrah for the game,data/l2arctic/LXC/wav/arctic_a0311.wav,LXC,Chinese,F,therefore hierarchy
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/LXC/wav/arctic_a0312.wav,LXC,Chinese,F,it lived in perpetual apprehension of their quarter of the compass
broken tooth yelled with fright and pain,data/l2arctic/LXC/wav/arctic_a0313.wav,LXC,Chinese,F,broken to his ear with fright and pain
thus was momentum gained in the younger world,data/l2arctic/LXC/wav/arctic_a0314.wav,LXC,Chinese,F,this was momentum gained in the younger word
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/LXC/wav/arctic_a0315.wav,LXC,Chinese,F,sexes waited for she knew a fresh idea had struck billy
we had been chased by them ourselves more than once,data/l2arctic/LXC/wav/arctic_a0316.wav,LXC,Chinese,F,we had been chased by them ourselves more than once
he was a wise hyena,data/l2arctic/LXC/wav/arctic_a0317.wav,LXC,Chinese,F,he was a wise hanger
production is doubling and quadrupling upon itself,data/l2arctic/LXC/wav/arctic_a0318.wav,LXC,Chinese,F,protection in stabling and the car jabbeling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/LXC/wav/arctic_a0319.wav,LXC,Chinese,F,and the edinburgh avenue cess with editorial glue
with my strength i slammed it full into red eyes face,data/l2arctic/LXC/wav/arctic_a0320.wav,LXC,Chinese,F,with my strings i slammed it for in two red eyes face
the log on which lop ear was lying got adrift,data/l2arctic/LXC/wav/arctic_a0321.wav,LXC,Chinese,F,a log on which black air was lying got adrift
this is a common experience with all of us,data/l2arctic/LXC/wav/arctic_a0322.wav,LXC,Chinese,F,this is a common experience with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/LXC/wav/arctic_a0324.wav,LXC,Chinese,F,it was not red eyes way too forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/LXC/wav/arctic_a0325.wav,LXC,Chinese,F,we's z bung love ale screamed we sudden anguish
cherokee identified himself with his instinct,data/l2arctic/LXC/wav/arctic_a0326.wav,LXC,Chinese,F,cherokee i don't fight him sir with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/LXC/wav/arctic_a0327.wav,LXC,Chinese,F,they were less stooped than we less bringing in their movements
the fire people like ourselves lived in caves,data/l2arctic/LXC/wav/arctic_a0328.wav,LXC,Chinese,F,the fire people like ourselves lived in caves
ah indeed,data/l2arctic/LXC/wav/arctic_a0329.wav,LXC,Chinese,F,ah indeed
red eye never committed a more outrageous deed,data/l2arctic/LXC/wav/arctic_a0330.wav,LXC,Chinese,F,red eye never committed a more augurous deed
poor little crooked leg was terribly scared,data/l2arctic/LXC/wav/arctic_a0331.wav,LXC,Chinese,F,poorly towed crooked the leg was terribly skilled
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/LXC/wav/arctic_a0332.wav,LXC,Chinese,F,and consciously our years and exclamations yielded to his rhythm
this is no place for you,data/l2arctic/LXC/wav/arctic_a0333.wav,LXC,Chinese,F,this is no place for you
hell knock you off a few sticks in no time,data/l2arctic/LXC/wav/arctic_a0334.wav,LXC,Chinese,F,he will knock you off a fierce dix in no time
red eye swung back and forth on the branch farther down,data/l2arctic/LXC/wav/arctic_a0335.wav,LXC,Chinese,F,red eyes wound back and the foot on the branch farther down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/LXC/wav/arctic_a0336.wav,LXC,Chinese,F,so unspected was my charge that i knocked him off his feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/LXC/wav/arctic_a0337.wav,LXC,Chinese,F,and crouched by my conduct big face became a sudden a lie
the fighting had now become intermittent,data/l2arctic/LXC/wav/arctic_a0338.wav,LXC,Chinese,F,the finding had now became intermittent
they obeyed him and went here and there at his commands,data/l2arctic/LXC/wav/arctic_a0339.wav,LXC,Chinese,F,lay about him and when he and they at his commands
why doggone you all shake again,data/l2arctic/LXC/wav/arctic_a0341.wav,LXC,Chinese,F,why do i go on you all she could again
seventeen no eighteen days ago,data/l2arctic/LXC/wav/arctic_a0342.wav,LXC,Chinese,F,seventeen o eighteen days ago
