transcription,path_to_audio,speaker_id,native_language,gender,whisper_medium_transcriptions
at first he puzzled over something untoward he was sure had happened,data/l2arctic/YBAA/wav/arctic_a0219.wav,YBAA,Arabic,M,"at first he puzzled over something untoward, he was sure had happened."
a dead man is of no use on a plantation,data/l2arctic/YBAA/wav/arctic_a0220.wav,YBAA,Arabic,M,a dead man is of no use on a plantation.
i dont know why youre here at all,data/l2arctic/YBAA/wav/arctic_a0221.wav,YBAA,Arabic,M,i don't know why you are here at all.
my im almost homesick for it already,data/l2arctic/YBAA/wav/arctic_a0223.wav,YBAA,Arabic,M,"my, i'm almost homesick for it already."
she nodded and her eyes grew soft and moist,data/l2arctic/YBAA/wav/arctic_a0224.wav,YBAA,Arabic,M,"she nodded, and her eyes grew soft and moist."
i was brought up the way most girls in hawaii are brought up,data/l2arctic/YBAA/wav/arctic_a0225.wav,YBAA,Arabic,M,i was brought up the way most girls in hawaii are brought up.
that came before my a b cs,data/l2arctic/YBAA/wav/arctic_a0226.wav,YBAA,Arabic,M,that came before my abcs.
it was the same way with our revolvers and rifles,data/l2arctic/YBAA/wav/arctic_a0227.wav,YBAA,Arabic,M,it was the same way with our revolvers and rifles.
but it contributed to the smash,data/l2arctic/YBAA/wav/arctic_a0228.wav,YBAA,Arabic,M,but it contributed to the smash.
the last one i knew was an overseer,data/l2arctic/YBAA/wav/arctic_a0229.wav,YBAA,Arabic,M,the last one i knew was an overseer.
do you know any good land around here,data/l2arctic/YBAA/wav/arctic_a0230.wav,YBAA,Arabic,M,do you know any good land around here?
the resident commissioner is away in australia,data/l2arctic/YBAA/wav/arctic_a0231.wav,YBAA,Arabic,M,the resident commissioner is away in australia.
i cannot follow you she said,data/l2arctic/YBAA/wav/arctic_a0232.wav,YBAA,Arabic,M,"i cannot follow you,"" she said."
i never allow what cant be changed to annoy me,data/l2arctic/YBAA/wav/arctic_a0233.wav,YBAA,Arabic,M,i never allow what can't be changed to annoy me.
why the average review is more nauseating than cod liver oil,data/l2arctic/YBAA/wav/arctic_a0234.wav,YBAA,Arabic,M,while the average review is more no-seating than cod liver oil.
his voice was passionately rebellious,data/l2arctic/YBAA/wav/arctic_a0235.wav,YBAA,Arabic,M,his voice was passionately rebellious.
dont you see i hate you,data/l2arctic/YBAA/wav/arctic_a0236.wav,YBAA,Arabic,M,don't you see i hate you?
so hughie and i did the managing ourselves,data/l2arctic/YBAA/wav/arctic_a0237.wav,YBAA,Arabic,M,so hyuji and i did the managing ourselves.
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/YBAA/wav/arctic_a0238.wav,YBAA,Arabic,M,it happened to him at the galein society in oakland one afternoon.
wash your hands of me,data/l2arctic/YBAA/wav/arctic_a0240.wav,YBAA,Arabic,M,wash your hands of me.
i think its much nicer to quarrel,data/l2arctic/YBAA/wav/arctic_a0241.wav,YBAA,Arabic,M,i think it's much nicer to quarrel.
i saw it when she rolled,data/l2arctic/YBAA/wav/arctic_a0242.wav,YBAA,Arabic,M,i saw it when she rolled.
i only read the quotations,data/l2arctic/YBAA/wav/arctic_a0243.wav,YBAA,Arabic,M,i only read the quotations.
he was the soul of devotion to his employers,data/l2arctic/YBAA/wav/arctic_a0244.wav,YBAA,Arabic,M,he was the soul of devotion to his employers.
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/YBAA/wav/arctic_a0245.wav,YBAA,Arabic,M,"out of his 1800, he laid aside 1600 each year."
you have heard always how he was the lover of the princess naomi,data/l2arctic/YBAA/wav/arctic_a0246.wav,YBAA,Arabic,M,"you have heard always how he was the lover of the princess, naomi."
they ought to pass here some time today,data/l2arctic/YBAA/wav/arctic_a0247.wav,YBAA,Arabic,M,they ought to pass here sometime today.
i had been sad too long already,data/l2arctic/YBAA/wav/arctic_a0248.wav,YBAA,Arabic,M,i had been sad too long already.
all eyes however were staring at him in certitude of expectancy,data/l2arctic/YBAA/wav/arctic_a0249.wav,YBAA,Arabic,M,"all eyes, however, were staring at him in certitude of expectancy."
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/YBAA/wav/arctic_a0250.wav,YBAA,Arabic,M,he had observed the business life of hawaii and developed a vaulting ambition.!
i may manage to freight a cargo back as well,data/l2arctic/YBAA/wav/arctic_a0251.wav,YBAA,Arabic,M,i may manage to freight a cargo back as well.!
obrien had been a clean living young man with ideals,data/l2arctic/YBAA/wav/arctic_a0252.wav,YBAA,Arabic,M,oprin had been a clean living young man with ideals.!
he it was that lived to found the family of the patino,data/l2arctic/YBAA/wav/arctic_a0253.wav,YBAA,Arabic,M,he it was that lived to found the family of the patinio.!
straight out they swam their heads growing smaller and smaller,data/l2arctic/YBAA/wav/arctic_a0254.wav,YBAA,Arabic,M,"straight out they swarm, their heads growing smaller and smaller.!"
you wont die of malnutrition be sure of that,data/l2arctic/YBAA/wav/arctic_a0255.wav,YBAA,Arabic,M,"you won't die of malnutrition, be sure of that.!"
they are coming ashore whoever they are,data/l2arctic/YBAA/wav/arctic_a0257.wav,YBAA,Arabic,M,"they are coming ashore, whoever they are.!"
soaked in seawater they offset the heat rays,data/l2arctic/YBAA/wav/arctic_a0258.wav,YBAA,Arabic,M,"soaked in seawater, they offset the heat rays.!"
think of investing in such an adventure,data/l2arctic/YBAA/wav/arctic_a0259.wav,YBAA,Arabic,M,think of investing in such an adventure.!
nobody knew his history they of the junta least of all,data/l2arctic/YBAA/wav/arctic_a0260.wav,YBAA,Arabic,M,nobody knew his history. they of the junta least of all.!
i have been doubly baptized,data/l2arctic/YBAA/wav/arctic_a0261.wav,YBAA,Arabic,M,i have been doubly baptized.!
they would not be sweeping a big vessel like the martha,data/l2arctic/YBAA/wav/arctic_a0262.wav,YBAA,Arabic,M,they would not be sweeping a big vessel like the martha.!
joan looked triumphantly at sheldon who bowed,data/l2arctic/YBAA/wav/arctic_a0263.wav,YBAA,Arabic,M,john looked triumphantly at children who bowed.!
and i hope youve got plenty of chain out captain young,data/l2arctic/YBAA/wav/arctic_a0264.wav,YBAA,Arabic,M,"and i hope you've got plenty of chain out, captain young.!"
the discovery seemed to have been made on the spur of the moment,data/l2arctic/YBAA/wav/arctic_a0265.wav,YBAA,Arabic,M,the discovery seemed to have been made on the spur of the moment.!
they handled two men already both grub thieves,data/l2arctic/YBAA/wav/arctic_a0266.wav,YBAA,Arabic,M,"they handled two men already, both grub thieves.!"
eli harding asked as shunk started to follow,data/l2arctic/YBAA/wav/arctic_a0267.wav,YBAA,Arabic,M,ellie harding asked as shunk started to follow.!!!
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/YBAA/wav/arctic_a0268.wav,YBAA,Arabic,M,now go ahead and tell me in a straight forward way what has happened.!!!
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/YBAA/wav/arctic_a0269.wav,YBAA,Arabic,M,that's where they cut off the scottish chiefs and killed all hands.!!!
and after the bath a shave would not be bad,data/l2arctic/YBAA/wav/arctic_a0270.wav,YBAA,Arabic,M,and after the bath a shave would not be bad.!!!
now please give a plain statement of what occurred,data/l2arctic/YBAA/wav/arctic_a0271.wav,YBAA,Arabic,M,now please give a plain statement of what occurred.!!!
you can take a vacation on pay,data/l2arctic/YBAA/wav/arctic_a0272.wav,YBAA,Arabic,M,you can take a vacation on pay.!!!
and raoul listened again to the tale of the house,data/l2arctic/YBAA/wav/arctic_a0274.wav,YBAA,Arabic,M,and raoul listened again to the tale of the house.!!!
there are no kiddies and half grown youths among them,data/l2arctic/YBAA/wav/arctic_a0275.wav,YBAA,Arabic,M,there are no kiddies and half-grown youth among them.!!!
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/YBAA/wav/arctic_a0276.wav,YBAA,Arabic,M,oolong atoll was 140 miles in circumference.!!!
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/YBAA/wav/arctic_a0277.wav,YBAA,Arabic,M,"mccoy found a stifling, poisonous atmosphere in the pent cabin.!!!"
it would give me nervous prostration,data/l2arctic/YBAA/wav/arctic_a0278.wav,YBAA,Arabic,M,it would give me nervous prostration.!!!
she said with chattering teeth,data/l2arctic/YBAA/wav/arctic_a0279.wav,YBAA,Arabic,M,she said with chattering teeth.!!!
ill be out of my head in fifteen minutes,data/l2arctic/YBAA/wav/arctic_a0280.wav,YBAA,Arabic,M,i'll be out of my head in 15 minutes.!!!
i do not blame you for anything remember that,data/l2arctic/YBAA/wav/arctic_a0281.wav,YBAA,Arabic,M,"i don't blame you for anything, remember that.!!!"
if you mean to insinuate brentwood began hotly,data/l2arctic/YBAA/wav/arctic_a0282.wav,YBAA,Arabic,M,"if you mean to insinuate, brentwood began hotly.!!!"
the woman in you is only incidental accidental and irrelevant,data/l2arctic/YBAA/wav/arctic_a0283.wav,YBAA,Arabic,M,"the woman in you is only incidental, accidental and irrelevant.!!!"
there was no forecasting this strange girls processes,data/l2arctic/YBAA/wav/arctic_a0284.wav,YBAA,Arabic,M,there was no forecasting this strange girl's processes.
but what they want with your toothbrush is more than i can imagine,data/l2arctic/YBAA/wav/arctic_a0285.wav,YBAA,Arabic,M,but what they want with your toothbrush is more than i can imagine.
give them their choice between a fine or an official whipping,data/l2arctic/YBAA/wav/arctic_a0286.wav,YBAA,Arabic,M,give them their choice between a fine or an official whipping.
keep an eye on him,data/l2arctic/YBAA/wav/arctic_a0287.wav,YBAA,Arabic,M,keep an eye on him.
those are my oysters he said at last,data/l2arctic/YBAA/wav/arctic_a0288.wav,YBAA,Arabic,M,"those are my oysters, he said at last."
they are not regular oyster pirates nicholas continued,data/l2arctic/YBAA/wav/arctic_a0289.wav,YBAA,Arabic,M,they are not regular oyster pirates. nicholas continued.
the weeks had gone by and no overt acts had been attempted,data/l2arctic/YBAA/wav/arctic_a0291.wav,YBAA,Arabic,M,the weeks had gone by and no overt acts had been attempted.
here in the midmorning the first casualty occurred,data/l2arctic/YBAA/wav/arctic_a0292.wav,YBAA,Arabic,M,"here, in the mid-morning, the first casualty occurred."
they were deep in the primeval forest,data/l2arctic/YBAA/wav/arctic_a0293.wav,YBAA,Arabic,M,they were deep in the primal forest.
he had been foiled in his attempt to escape,data/l2arctic/YBAA/wav/arctic_a0294.wav,YBAA,Arabic,M,he had been foiled in his attempt to escape.
and twenty men could hold it with spears and arrows,data/l2arctic/YBAA/wav/arctic_a0295.wav,YBAA,Arabic,M,and 20 men could hold it with spears and arrows.
bassett was a fastidious man,data/l2arctic/YBAA/wav/arctic_a0296.wav,YBAA,Arabic,M,bassett was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/YBAA/wav/arctic_a0297.wav,YBAA,Arabic,M,"there's a big english general, right now whose name is roberts."
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/YBAA/wav/arctic_a0298.wav,YBAA,Arabic,M,this tacit promise of continued equitance gives saxon a little joy thrill.
i tell you im disgusted with this adventure tomfoolery and rot,data/l2arctic/YBAA/wav/arctic_a0299.wav,YBAA,Arabic,M,"i tell you i'm disgusted with this adventure, tombfoolery and rot."
from my earliest recollection my sleep was a period of terror,data/l2arctic/YBAA/wav/arctic_a0300.wav,YBAA,Arabic,M,"from my earliest recollection, my sleep was a period of terror."
but all my dreams violated this law,data/l2arctic/YBAA/wav/arctic_a0301.wav,YBAA,Arabic,M,but all my dreams were weighted this low.
it is very plausible to such people a most convincing hypothesis,data/l2arctic/YBAA/wav/arctic_a0302.wav,YBAA,Arabic,M,"it's very plausible to such people, a most convincing hypothesis."
but they make the mistake of ignoring their own duality,data/l2arctic/YBAA/wav/arctic_a0303.wav,YBAA,Arabic,M,but they make the mistake of ignoring their own duality.
i graduated last of my class,data/l2arctic/YBAA/wav/arctic_a0304.wav,YBAA,Arabic,M,i graduated last of my class.
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/YBAA/wav/arctic_a0305.wav,YBAA,Arabic,M,they had no fixed values to be altered by adjectives and adverbs.
he was pressing beyond the limits of his vocabulary,data/l2arctic/YBAA/wav/arctic_a0306.wav,YBAA,Arabic,M,he was pressing beyond the limits of his vocabulary.
his infernal chattering worries me even now as i think of it,data/l2arctic/YBAA/wav/arctic_a0308.wav,YBAA,Arabic,M,"his infernal chattering worries me, even now, as i think of it."
white leghorns said missus mortimer,data/l2arctic/YBAA/wav/arctic_a0309.wav,YBAA,Arabic,M,white leggons said mrs. multimer.
massage under tension was the cryptic reply,data/l2arctic/YBAA/wav/arctic_a0310.wav,YBAA,Arabic,M,message under tension was the cryptic reply.
therefore hurrah for the game,data/l2arctic/YBAA/wav/arctic_a0311.wav,YBAA,Arabic,M,"therefore, hooray for the game."
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/YBAA/wav/arctic_a0312.wav,YBAA,Arabic,M,it lived in perpetual apprehension of that quarter of the compass.
broken tooth yelled with fright and pain,data/l2arctic/YBAA/wav/arctic_a0313.wav,YBAA,Arabic,M,broken tooth yield with fright and pain.
thus was momentum gained in the younger world,data/l2arctic/YBAA/wav/arctic_a0314.wav,YBAA,Arabic,M,thus was momentum gained in the younger world.
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/YBAA/wav/arctic_a0315.wav,YBAA,Arabic,M,"saxon waited, for she knew a fresh idea had struck billy."
we had been chased by them ourselves more than once,data/l2arctic/YBAA/wav/arctic_a0316.wav,YBAA,Arabic,M,we had been chased by them ourselves more than once.
he was a wise hyena,data/l2arctic/YBAA/wav/arctic_a0317.wav,YBAA,Arabic,M,he was a wise hyena.
production is doubling and quadrupling upon itself,data/l2arctic/YBAA/wav/arctic_a0318.wav,YBAA,Arabic,M,production is doubling and quadrupling upon itself.
and the edinburgh evening news says with editorial gloom,data/l2arctic/YBAA/wav/arctic_a0319.wav,YBAA,Arabic,M,and the edinburgh evening news says with editorial gloom.
with my strength i slammed it full into red eyes face,data/l2arctic/YBAA/wav/arctic_a0320.wav,YBAA,Arabic,M,with my strength i slammed it full into red eye's face.
the log on which lop ear was lying got adrift,data/l2arctic/YBAA/wav/arctic_a0321.wav,YBAA,Arabic,M,the lug on which lobir was lying got adrift.
this is a common experience with all of us,data/l2arctic/YBAA/wav/arctic_a0322.wav,YBAA,Arabic,M,this is a common experience with all of us.
he considered the victory already his and stepped forward to the meat,data/l2arctic/YBAA/wav/arctic_a0323.wav,YBAA,Arabic,M,he considered the victory already his and stepped forward to the meet.
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/YBAA/wav/arctic_a0325.wav,YBAA,Arabic,M,"with a bang, lopir screamed with sudden anguish."
cherokee identified himself with his instinct,data/l2arctic/YBAA/wav/arctic_a0326.wav,YBAA,Arabic,M,shiruki identified himself with his instinct.
they were less stooped than we less springy in their movements,data/l2arctic/YBAA/wav/arctic_a0327.wav,YBAA,Arabic,M,"they were less stoop than we, less springy in their movements."
the fire people like ourselves lived in caves,data/l2arctic/YBAA/wav/arctic_a0328.wav,YBAA,Arabic,M,the fair people like ourselves lived in caves.
