transcription,path_to_audio,speaker_id,native_language,gender,sewd_base_transcriptions
on occasion on this traverse the cape verde islands are raised,data/l2arctic/TXHC/wav/arctic_b0420.wav,TXHC,Chinese,M,on alcoesion on these traversed the cave verday islands are raised
she is essentially the life giving life conserving female of the species,data/l2arctic/TXHC/wav/arctic_b0421.wav,TXHC,Chinese,M,she is essentially the life giving life concerving female of the species
this was when the explosion occurred,data/l2arctic/TXHC/wav/arctic_b0422.wav,TXHC,Chinese,M,this it was when the explosion occurred
also at regular intervals he would mutter,data/l2arctic/TXHC/wav/arctic_b0423.wav,TXHC,Chinese,M,auto at irregular intevols he would a mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/TXHC/wav/arctic_b0424.wav,TXHC,Chinese,M,it is a very tennible hypothesis and we'll bear looking into
there were orange green gold green and a copper green,data/l2arctic/TXHC/wav/arctic_b0425.wav,TXHC,Chinese,M,there were orange gring goat griing and a copper grin
the gabriel voice of the samurai rang out,data/l2arctic/TXHC/wav/arctic_b0426.wav,TXHC,Chinese,M,the gabrio voice of the samora ran out
the history of our westward faring race is written in it,data/l2arctic/TXHC/wav/arctic_b0428.wav,TXHC,Chinese,M,the history of our rest toward a faring race is written in it
and the eurasian chinese englishman bowed himself away,data/l2arctic/TXHC/wav/arctic_b0429.wav,TXHC,Chinese,M,and the urilian chinese english man bowed himself away
they were babbling and chattering all together,data/l2arctic/TXHC/wav/arctic_b0430.wav,TXHC,Chinese,M,they were babbling and chattering altogether
too much he told me with ominous rolling head,data/l2arctic/TXHC/wav/arctic_b0431.wav,TXHC,Chinese,M,too much it told me with armoneous rolling head
he is a candidate rising from the serf class to our class,data/l2arctic/TXHC/wav/arctic_b0432.wav,TXHC,Chinese,M,he is a candidate riding from the serf class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/TXHC/wav/arctic_b0433.wav,TXHC,Chinese,M,we are cooking on the coal stove and on the oyl burners
the steward has just tendered me a respectful bit of advice,data/l2arctic/TXHC/wav/arctic_b0434.wav,TXHC,Chinese,M,the steward had just tendered me a respectafule bit of advice
well did they eat,data/l2arctic/TXHC/wav/arctic_b0435.wav,TXHC,Chinese,M,well a did dey it
famine had been my great ally,data/l2arctic/TXHC/wav/arctic_b0436.wav,TXHC,Chinese,M,famine had been my great ally
nowhere in the north is the soil so prolific,data/l2arctic/TXHC/wav/arctic_b0437.wav,TXHC,Chinese,M,nowhere in the north is the saw you so prolific
they ran the canoe in and climbed the high earth bank,data/l2arctic/TXHC/wav/arctic_b0438.wav,TXHC,Chinese,M,they ran the conou en and clambed  the hier's bank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/TXHC/wav/arctic_b0439.wav,TXHC,Chinese,M,the land exchanged its austere robes for the garb of a smiling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/TXHC/wav/arctic_b0440.wav,TXHC,Chinese,M,there wore stir in abosto new phases and the frash facts
and there was ethel baird whom also you must remember,data/l2arctic/TXHC/wav/arctic_b0441.wav,TXHC,Chinese,M,and there was athel berd who also you must remember
he had become a man very early in life,data/l2arctic/TXHC/wav/arctic_b0442.wav,TXHC,Chinese,M,he had become a man very early in life
i did not think you would be so early,data/l2arctic/TXHC/wav/arctic_b0443.wav,TXHC,Chinese,M,i did not think you would be so early
mops sir eagerly answered the sailor at the wheel,data/l2arctic/TXHC/wav/arctic_b0445.wav,TXHC,Chinese,M,mops sa eagerly answered the sailor at the wheel
some one had thrust a large sheath knife into his hand,data/l2arctic/TXHC/wav/arctic_b0446.wav,TXHC,Chinese,M,some one has thrust a large sheets knife into his hand
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/TXHC/wav/arctic_b0447.wav,TXHC,Chinese,M,a brian ematted a shrirk that sank swiftly into a guggling sob
sandel would never become a world champion,data/l2arctic/TXHC/wav/arctic_b0448.wav,TXHC,Chinese,M,sando would never become a ward champing
also she wouldnt walk,data/l2arctic/TXHC/wav/arctic_b0449.wav,TXHC,Chinese,M,alto she wouldn't walk
to my dearest and always appreciated friend i submit myself,data/l2arctic/TXHC/wav/arctic_b0450.wav,TXHC,Chinese,M,to my dearest and always appreciated friend i submit myself
you used to joy ride like the very devil,data/l2arctic/TXHC/wav/arctic_b0451.wav,TXHC,Chinese,M,he used to joy right like the wiry devil
they saw each other for the first time in boston,data/l2arctic/TXHC/wav/arctic_b0452.wav,TXHC,Chinese,M,they saw each other for the first time in boston
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/TXHC/wav/arctic_b0453.wav,TXHC,Chinese,M,itagford the austere soldier of the lord the oda hypocrite
eighteen he added,data/l2arctic/TXHC/wav/arctic_b0454.wav,TXHC,Chinese,M,eighteen he added
his reward should have been peace and repose,data/l2arctic/TXHC/wav/arctic_b0455.wav,TXHC,Chinese,M,his rewardshould have been peace and repose
he was an amphibian and a mountaineer,data/l2arctic/TXHC/wav/arctic_b0456.wav,TXHC,Chinese,M,he was an amphebian and a mountaineer
it was sanctification and salvation,data/l2arctic/TXHC/wav/arctic_b0457.wav,TXHC,Chinese,M,ill with santification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/TXHC/wav/arctic_b0458.wav,TXHC,Chinese,M,the history of the eighteenth century is written earnest y prompted
they are not biologists nor sociologists,data/l2arctic/TXHC/wav/arctic_b0459.wav,TXHC,Chinese,M,they are not biologists nor socheologists
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/TXHC/wav/arctic_b0460.wav,TXHC,Chinese,M,the more its opponents grew excited the more anners deliberately excited them
one guess will do ernest retorted,data/l2arctic/TXHC/wav/arctic_b0462.wav,TXHC,Chinese,M,one guest will do earnestly retorted
take my advice and accept the vacation,data/l2arctic/TXHC/wav/arctic_b0463.wav,TXHC,Chinese,M,take mire the white and look its after the vacation
i could not agree with ernest,data/l2arctic/TXHC/wav/arctic_b0464.wav,TXHC,Chinese,M,i could not agree itits earnest
but such divergence of opinion would constitute no menace to society,data/l2arctic/TXHC/wav/arctic_b0465.wav,TXHC,Chinese,M,but such divergance of opinion would constitute no menace to society
it is dog eat dog and you ate them up,data/l2arctic/TXHC/wav/arctic_b0466.wav,TXHC,Chinese,M,ere is dog a dog and you ate the mop
let us run them for ourselves,data/l2arctic/TXHC/wav/arctic_b0467.wav,TXHC,Chinese,M,let us be wrong them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/TXHC/wav/arctic_b0468.wav,TXHC,Chinese,M,it was introduced by representative atdik of ohio
very few people knew of the existence of this law,data/l2arctic/TXHC/wav/arctic_b0469.wav,TXHC,Chinese,M,very few people knew of the existence of this law
the very thing ernest agreed,data/l2arctic/TXHC/wav/arctic_b0470.wav,TXHC,Chinese,M,the very thing earnest agreed
also a fellow senator chauncey depew said,data/l2arctic/TXHC/wav/arctic_b0471.wav,TXHC,Chinese,M,as a fellow senator shall see debuseat
ernest saw in the affair the most sinister import,data/l2arctic/TXHC/wav/arctic_b0472.wav,TXHC,Chinese,M,earnist thought in affair the most sinister import
then there was the campaign,data/l2arctic/TXHC/wav/arctic_b0473.wav,TXHC,Chinese,M,then n there were the campaign
he was manifestly distressed by my coming,data/l2arctic/TXHC/wav/arctic_b0474.wav,TXHC,Chinese,M,he was manifestly distrasted by my coming
not a wheel moved in his empire,data/l2arctic/TXHC/wav/arctic_b0475.wav,TXHC,Chinese,M,not a will moved in its empire
the reorganization of these countries took the form of revolution,data/l2arctic/TXHC/wav/arctic_b0476.wav,TXHC,Chinese,M,the reorganization of its concrists took the form of revolution
youre going in for grab sharing,data/l2arctic/TXHC/wav/arctic_b0477.wav,TXHC,Chinese,M,you 're going infor grap sharing
violation of this law was made a high misdemeanor and punished accordingly,data/l2arctic/TXHC/wav/arctic_b0479.wav,TXHC,Chinese,M,violation of this law was made a high misdemeanor and punished accordingly
without discussion it was the agents provocateurs who caused the peasant revolt,data/l2arctic/TXHC/wav/arctic_b0480.wav,TXHC,Chinese,M,without discussion it was the agent's provocteurs who caused the peasant revolt
the task we set ourselves was threefold,data/l2arctic/TXHC/wav/arctic_b0481.wav,TXHC,Chinese,M,the tusk we set ourselves worth threefold
many other similar disconcerting omissions will be noticed in the manuscript,data/l2arctic/TXHC/wav/arctic_b0482.wav,TXHC,Chinese,M,many other similar disconcerting omissions will be noticed in the manuscript
the flower of the artistic and intellectual world were revolutionists,data/l2arctic/TXHC/wav/arctic_b0483.wav,TXHC,Chinese,M,the flower of the artistic and intellectual world were revolutionists
this the iron heel foresaw and laid its schemes accordingly,data/l2arctic/TXHC/wav/arctic_b0484.wav,TXHC,Chinese,M,this the hiron hew forsau and elate its schemes accordingly
the mob came on but it could not advance,data/l2arctic/TXHC/wav/arctic_b0485.wav,TXHC,Chinese,M,the mob came on but hi could not advance
but why continue the tirade for tirade it was,data/l2arctic/TXHC/wav/arctic_b0486.wav,TXHC,Chinese,M,but why continue the tirade if a tirade it was
after all superfluous flesh is gone what is left is stringy and resistant,data/l2arctic/TXHC/wav/arctic_b0487.wav,TXHC,Chinese,M,after all superfluous flash is gong what is left is tringy and resistant
beyond refusing to sell us food they left us to ourselves,data/l2arctic/TXHC/wav/arctic_b0488.wav,TXHC,Chinese,M,beyond refusing to sell us food they left us to our teuse
he was a merry monarch especially so for an asiatic,data/l2arctic/TXHC/wav/arctic_b0489.wav,TXHC,Chinese,M,he was a merry monarch especially so far from an agiatic
what an excited whispering and conferring took place,data/l2arctic/TXHC/wav/arctic_b0490.wav,TXHC,Chinese,M,wolaneccited whispering and the conferring took place
jacob brinker who was his road mate brought the news,data/l2arctic/TXHC/wav/arctic_b0491.wav,TXHC,Chinese,M,take a brinker who was his roadmate brought the news
thus he turned the tenets and jargon of psychology back on me,data/l2arctic/TXHC/wav/arctic_b0492.wav,TXHC,Chinese,M,thuth it turned the tenits and the jargung of psychology back on me
you yellow giant thing of the frost,data/l2arctic/TXHC/wav/arctic_b0493.wav,TXHC,Chinese,M,you yellow giant thing of the frost
never so strange a prophet came up to jerusalem,data/l2arctic/TXHC/wav/arctic_b0494.wav,TXHC,Chinese,M,never so strange a prophet came of to jerusalem
i have seen myself that one man contemplated by pascals philosophic eye,data/l2arctic/TXHC/wav/arctic_b0496.wav,TXHC,Chinese,M,i have seen myself that one man contemplated by pasicov's philosophic eye
one great drawback to farming in california is our long dry summer,data/l2arctic/TXHC/wav/arctic_b0497.wav,TXHC,Chinese,M,one great drawback to farming in california is our long dry stomap
i remembered the red wine of the italian rancho and shuddered inwardly,data/l2arctic/TXHC/wav/arctic_b0498.wav,TXHC,Chinese,M,i remembere the right one of the italian ranko and shuddered inwardly
i said and dismissed the matter as not worth thinking about,data/l2arctic/TXHC/wav/arctic_b0499.wav,TXHC,Chinese,M,i said and dismissed the matter as not worth thinking about
then came my boy code,data/l2arctic/TXHC/wav/arctic_b0500.wav,TXHC,Chinese,M,thank him my boy coat
and wherever i ranged the way lay along alcohol drenched roads,data/l2arctic/TXHC/wav/arctic_b0501.wav,TXHC,Chinese,M,and whatever i ranged the way lay along our crod de trenched roads
and as we hurried up town joe goose explained,data/l2arctic/TXHC/wav/arctic_b0502.wav,TXHC,Chinese,M,and as we hurried to aptong joe goose exclaimed
the scents of strange vegetation blew off the tropic land,data/l2arctic/TXHC/wav/arctic_b0503.wav,TXHC,Chinese,M,thus the sente of stranger vegetation blow off the tropic land
the life there was healthful and athletic but too juvenile,data/l2arctic/TXHC/wav/arctic_b0504.wav,TXHC,Chinese,M,the laugh there was houseful and athletic but too juva now
how valiantly i went at it that first day,data/l2arctic/TXHC/wav/arctic_b0505.wav,TXHC,Chinese,M,how valiantly i went at it that first day
it would help to tide me along until i got steady employment,data/l2arctic/TXHC/wav/arctic_b0506.wav,TXHC,Chinese,M,it would help to tide me along until i got steady employment
did i possess too much vitality,data/l2arctic/TXHC/wav/arctic_b0507.wav,TXHC,Chinese,M,did i possess too much of vitality
in his anxiety and solicitude and love they did not count,data/l2arctic/TXHC/wav/arctic_b0508.wav,TXHC,Chinese,M,in his anxiety and is solicitude and love they did not count
he had fulfilled his duty and paid properly,data/l2arctic/TXHC/wav/arctic_b0509.wav,TXHC,Chinese,M,he had to fulfil his duty and pay the property
he knew what taboos he was violating,data/l2arctic/TXHC/wav/arctic_b0510.wav,TXHC,Chinese,M,he knew what taboos he was violating
do you value your hide,data/l2arctic/TXHC/wav/arctic_b0511.wav,TXHC,Chinese,M,do you valeau yo hide
there are four all low mcoy answered,data/l2arctic/TXHC/wav/arctic_b0240.wav,TXHC,Chinese,M,there are four all alo my coy answered
tudor surveyed him with withering disgust,data/l2arctic/TXHC/wav/arctic_b0257.wav,TXHC,Chinese,M,to door surveyed him with wering disgust
from the source of light a harsh voice said,data/l2arctic/TXHC/wav/arctic_b0274.wav,TXHC,Chinese,M,from the source of light her harsh woys sad
the awe of man rushed over him again,data/l2arctic/TXHC/wav/arctic_b0291.wav,TXHC,Chinese,M,the awe of man rushed over him again
we never made another migration,data/l2arctic/TXHC/wav/arctic_b0308.wav,TXHC,Chinese,M,we never made another magration
it was a gigantic inadequacy,data/l2arctic/TXHC/wav/arctic_b0325.wav,TXHC,Chinese,M,etalisac gigantic inadequacy
each improvement makes the value of everything else pump up,data/l2arctic/TXHC/wav/arctic_b0342.wav,TXHC,Chinese,M,each improvement makes the value of everything else pomp up
and as never before he was ready to obey,data/l2arctic/TXHC/wav/arctic_b0359.wav,TXHC,Chinese,M,and as never before he was ready to obey
thought i and a worthy fool he proved,data/l2arctic/TXHC/wav/arctic_b0376.wav,TXHC,Chinese,M,thought i and a worthy fool he proved
i was still weak from my prolonged immersion,data/l2arctic/TXHC/wav/arctic_b0393.wav,TXHC,Chinese,M,i was due weak from my prolonged emersion
have you ever earned a dollar by your own labour,data/l2arctic/TXHC/wav/arctic_b0410.wav,TXHC,Chinese,M,have you ever earned a dollar by your own labor
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/TXHC/wav/arctic_b0427.wav,TXHC,Chinese,M,the thungsets grow more a bizar and e spectacler of this chost of the argentin
