transcription,path_to_audio,speaker_id,native_language,gender,wavlm_base_transcriptions
besides that noise makes me deaf,data/l2arctic/ZHAA/wav/arctic_b0097.wav,ZHAA,Arabic,F,besides that noise makes me diaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/ZHAA/wav/arctic_b0098.wav,ZHAA,Arabic,F,phillip looked back from the crest and so gene leaning over the canoo o
fifty yards ahead of her were the first of the rocks,data/l2arctic/ZHAA/wav/arctic_b0099.wav,ZHAA,Arabic,F,fifty yards ahead of her where the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/ZHAA/wav/arctic_b0100.wav,ZHAA,Arabic,F,there was one chance and only one of safing gne
youre a devil for fighting and will surely win,data/l2arctic/ZHAA/wav/arctic_b0101.wav,ZHAA,Arabic,F,you are a devil for fighting and will surely wen
ill only be in the way,data/l2arctic/ZHAA/wav/arctic_b0102.wav,ZHAA,Arabic,F,a only b in the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/ZHAA/wav/arctic_b0103.wav,ZHAA,Arabic,F,he lifted his eyes and a strange cry bursed from his lips
i know that you are in charge there and jeanne knows,data/l2arctic/ZHAA/wav/arctic_b0105.wav,ZHAA,Arabic,F,i know that you are in charge there an jen knows
for a full minute the two men stared into each others face,data/l2arctic/ZHAA/wav/arctic_b0106.wav,ZHAA,Arabic,F,for a full minutes the two men stared into each others face
he was sure now of but few things,data/l2arctic/ZHAA/wav/arctic_b0107.wav,ZHAA,Arabic,F,he was sure now of but few things
it was a miracle and i owe you my life,data/l2arctic/ZHAA/wav/arctic_b0108.wav,ZHAA,Arabic,F,it was a miricale and i owe you my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/ZHAA/wav/arctic_b0109.wav,ZHAA,Arabic,F,phinip ates lightly of the fodto which piere had ready for him
such men believe when they come together,data/l2arctic/ZHAA/wav/arctic_b0110.wav,ZHAA,Arabic,F,such men believe when they come together
the journey was continued at dawn,data/l2arctic/ZHAA/wav/arctic_b0111.wav,ZHAA,Arabic,F,the journey was continiued a dont
jeanne and pierre both gazed toward the great rock,data/l2arctic/ZHAA/wav/arctic_b0112.wav,ZHAA,Arabic,F,jane and pier both gazed toward the gretroc
there was something pathetic in the girls attitude now,data/l2arctic/ZHAA/wav/arctic_b0113.wav,ZHAA,Arabic,F,there was something pathetic in the girs attitude now
he moved his position and the illusion was gone,data/l2arctic/ZHAA/wav/arctic_b0114.wav,ZHAA,Arabic,F,he moved his bussithiin and the illusion was gun
for two hours not a word passed between them,data/l2arctic/ZHAA/wav/arctic_b0115.wav,ZHAA,Arabic,F,for two hours not a word passed between them
i have hunted along this ridge replied philip,data/l2arctic/ZHAA/wav/arctic_b0116.wav,ZHAA,Arabic,F,i have hunted aloing this wretch replied philip
thats thorpes said the young engineer,data/l2arctic/ZHAA/wav/arctic_b0117.wav,ZHAA,Arabic,F,thatch thorpe said the yank engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/ZHAA/wav/arctic_b0118.wav,ZHAA,Arabic,F,we so your ligtit and thougts you wouldent mind acol
billinger may arrive in time,data/l2arctic/ZHAA/wav/arctic_b0119.wav,ZHAA,Arabic,F,blinger may a ripe in time
theres the hitch replied thorpe rolling a cigarette,data/l2arctic/ZHAA/wav/arctic_b0120.wav,ZHAA,Arabic,F,theres the hitch replid thorp rowling aigart
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/ZHAA/wav/arctic_b0122.wav,ZHAA,Arabic,F,phillip so mactil soon after his short talk with thorpe
neither could they understand the growing disaffection among thorpes men,data/l2arctic/ZHAA/wav/arctic_b0123.wav,ZHAA,Arabic,F,neither could they understand the growing disaffection among thorbesmen
two weeks passed and in that time thorpe left camp three times,data/l2arctic/ZHAA/wav/arctic_b0124.wav,ZHAA,Arabic,F,two weeks past and in that time thorpe lif camp three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/ZHAA/wav/arctic_b0125.wav,ZHAA,Arabic,F,it was the third or fourth time that philip had heard mactil swear
blood was oozing slowly from the wounded mans right breast,data/l2arctic/ZHAA/wav/arctic_b0126.wav,ZHAA,Arabic,F,blood was osing slowly from the wanted man rihet t breast
he destroyed everything that had belonged to the woman,data/l2arctic/ZHAA/wav/arctic_b0127.wav,ZHAA,Arabic,F,he destroy everything that ha belonged to the woman
philip bent low over pierre,data/l2arctic/ZHAA/wav/arctic_b0128.wav,ZHAA,Arabic,F,philip bentlow overber
did thorpe go to see any one in churchill,data/l2arctic/ZHAA/wav/arctic_b0129.wav,ZHAA,Arabic,F,dit thorb go to see anyone in churchill
she saw the answer in his face,data/l2arctic/ZHAA/wav/arctic_b0130.wav,ZHAA,Arabic,F,she sowd the aszer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/ZHAA/wav/arctic_b0131.wav,ZHAA,Arabic,F,tharm and his men were to destroy this camp and kill you
there is no need of further detail now for you can understand,data/l2arctic/ZHAA/wav/arctic_b0132.wav,ZHAA,Arabic,F,theres no need for farther detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/ZHAA/wav/arctic_b0133.wav,ZHAA,Arabic,F,ther folled aroer th shock the earth
blind with rage he darted in,data/l2arctic/ZHAA/wav/arctic_b0134.wav,ZHAA,Arabic,F,blind with rage he darted in
in it was the joy of life,data/l2arctic/ZHAA/wav/arctic_b0135.wav,ZHAA,Arabic,F,in it was the joy of life
swiftly his eyes measured the situation,data/l2arctic/ZHAA/wav/arctic_b0136.wav,ZHAA,Arabic,F,swiftly his eyes majere the situation
but this little defect did not worry him,data/l2arctic/ZHAA/wav/arctic_b0137.wav,ZHAA,Arabic,F,but this little defect did not wory him
together they ate the rabbit,data/l2arctic/ZHAA/wav/arctic_b0139.wav,ZHAA,Arabic,F,together they ade the rabbit
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/ZHAA/wav/arctic_b0140.wav,ZHAA,Arabic,F,they itched nearer and stood sholder to sholder facing their wort
it was beating and waiting in the ambush of those black pits,data/l2arctic/ZHAA/wav/arctic_b0141.wav,ZHAA,Arabic,F,it was beating and waiting in the ambish of those plack pits
something vastly more thrilling had come into it now,data/l2arctic/ZHAA/wav/arctic_b0142.wav,ZHAA,Arabic,F,something vastly more thrilling had come into it now
it took him half an hour to reach the edge of it,data/l2arctic/ZHAA/wav/arctic_b0143.wav,ZHAA,Arabic,F,ittook him half an hour to reach the edge of it
but there was no longer the mother yearning in his heart,data/l2arctic/ZHAA/wav/arctic_b0144.wav,ZHAA,Arabic,F,but there was no longer the motler unaque in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/ZHAA/wav/arctic_b0145.wav,ZHAA,Arabic,F,besides had he not twipped the big owl in the forest
after all it was simply a mistake in judgment,data/l2arctic/ZHAA/wav/arctic_b0146.wav,ZHAA,Arabic,F,after all it was simply a mistake an judgement
had it struck squarely it would have killed him,data/l2arctic/ZHAA/wav/arctic_b0147.wav,ZHAA,Arabic,F,had it struck squarely it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/ZHAA/wav/arctic_b0148.wav,ZHAA,Arabic,F,the indian even boked his teck into the thick ground spooce
pebbles and dirt flew along with hair and fur,data/l2arctic/ZHAA/wav/arctic_b0149.wav,ZHAA,Arabic,F,pipples and dirts flew along with har and per
and he was filled with a strange and foreboding fear,data/l2arctic/ZHAA/wav/arctic_b0150.wav,ZHAA,Arabic,F,and he was filled with strange and forbidding fear
it was steel a fisher trap,data/l2arctic/ZHAA/wav/arctic_b0151.wav,ZHAA,Arabic,F,it was a steel a ficer trap
ow a wild dog he growled,data/l2arctic/ZHAA/wav/arctic_b0152.wav,ZHAA,Arabic,F,oh a wild dik he growled
he was a pariah a wanderer without a friend or a home,data/l2arctic/ZHAA/wav/arctic_b0153.wav,ZHAA,Arabic,F,he was to perie a wonderer without a friend or a home
that is the strange part of it,data/l2arctic/ZHAA/wav/arctic_b0154.wav,ZHAA,Arabic,F,that is the strange bart of it
for that reason le beau had chosen him to fight the big fight,data/l2arctic/ZHAA/wav/arctic_b0156.wav,ZHAA,Arabic,F,for that reason lepoo have chosen him to fight the big fight
in the crib the baby sat up and began to prattle,data/l2arctic/ZHAA/wav/arctic_b0157.wav,ZHAA,Arabic,F,in the crip the baby sat up and began to pratle
she obeyed shrinking back with the baby in her arms,data/l2arctic/ZHAA/wav/arctic_b0158.wav,ZHAA,Arabic,F,she waited shrinking back with a baby in her arms
his teeth shut with a last click,data/l2arctic/ZHAA/wav/arctic_b0159.wav,ZHAA,Arabic,F,his teeth shouked with alasts click
it was over when he made his way through the ring of spectators,data/l2arctic/ZHAA/wav/arctic_b0160.wav,ZHAA,Arabic,F,it was over when he made his way through the rank of spicktacters
in a flash he was on his feet facing him,data/l2arctic/ZHAA/wav/arctic_b0161.wav,ZHAA,Arabic,F,in aflash he was on his feet pacing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/ZHAA/wav/arctic_b0162.wav,ZHAA,Arabic,F,he thought he so a shudder pass through the factoros shoulders
the moon had already begun its westward decline,data/l2arctic/ZHAA/wav/arctic_b0163.wav,ZHAA,Arabic,F,than one had already begun its wis war decline
they laughed like two happy children,data/l2arctic/ZHAA/wav/arctic_b0164.wav,ZHAA,Arabic,F,they laughed like two happy children
he pulled and the log crashed down to break his back,data/l2arctic/ZHAA/wav/arctic_b0165.wav,ZHAA,Arabic,F,he bulled and the light crushed down to break his back
fast but endure,data/l2arctic/ZHAA/wav/arctic_b0166.wav,ZHAA,Arabic,F,fast but endure
a little before dawn of the day following the fire relief came,data/l2arctic/ZHAA/wav/arctic_b0167.wav,ZHAA,Arabic,F,ol before done of the day following the fire of relief came
the indian felt the worship of her warm in his heart,data/l2arctic/ZHAA/wav/arctic_b0168.wav,ZHAA,Arabic,F,the indian felled the worship of her warm in his heart
he drew in a deep breath as he looked at them,data/l2arctic/ZHAA/wav/arctic_b0169.wav,ZHAA,Arabic,F,he drew in a deep preath as he loked at them
then he shouted shut up,data/l2arctic/ZHAA/wav/arctic_b0170.wav,ZHAA,Arabic,F,then he shotid shut up
he changed his seat for a steamer reclining chair,data/l2arctic/ZHAA/wav/arctic_b0171.wav,ZHAA,Arabic,F,he changed his seat for asteamar recliningture
to these he gave castor oil,data/l2arctic/ZHAA/wav/arctic_b0173.wav,ZHAA,Arabic,F,to these he gave caster oil
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/ZHAA/wav/arctic_b0174.wav,ZHAA,Arabic,F,hatred and murdered alust for revenge they pusist to overflowing
sheldon glanced at the thermometer,data/l2arctic/ZHAA/wav/arctic_b0175.wav,ZHAA,Arabic,F,sholdering glanced at the termobi
ill see to poor hughie,data/l2arctic/ZHAA/wav/arctic_b0176.wav,ZHAA,Arabic,F,i will see to bore howe
her gray eyes were flashing and her lips were quivering,data/l2arctic/ZHAA/wav/arctic_b0177.wav,ZHAA,Arabic,F,her great eyes were flashing and heir lips were quifering
also i want information,data/l2arctic/ZHAA/wav/arctic_b0178.wav,ZHAA,Arabic,F,also i want information
let them go out and eat with my boys,data/l2arctic/ZHAA/wav/arctic_b0179.wav,ZHAA,Arabic,F,let them go out and eat with my poys
i i beg pardon he drawled,data/l2arctic/ZHAA/wav/arctic_b0180.wav,ZHAA,Arabic,F,i i beak bardon he drowled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/ZHAA/wav/arctic_b0181.wav,ZHAA,Arabic,F,and do preferred ea canibale isle and carthrige bilt
i was in new york when the crash came,data/l2arctic/ZHAA/wav/arctic_b0182.wav,ZHAA,Arabic,F,i was in york when the crash cape
no i did not fall among thieves,data/l2arctic/ZHAA/wav/arctic_b0183.wav,ZHAA,Arabic,F,no i did not fall among thests
such things in her brain were like so many oaths on her lips,data/l2arctic/ZHAA/wav/arctic_b0184.wav,ZHAA,Arabic,F,such thanks in her brain werl like so many oaths whon her lips
your being wrecked here has been a godsend to me,data/l2arctic/ZHAA/wav/arctic_b0185.wav,ZHAA,Arabic,F,your being recked here has been a got sent to me
i cant go elsewhere by your own account,data/l2arctic/ZHAA/wav/arctic_b0186.wav,ZHAA,Arabic,F,i cant go elsewhere by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/ZHAA/wav/arctic_b0187.wav,ZHAA,Arabic,F,her atchievements with cockanuts were a revelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/ZHAA/wav/arctic_b0188.wav,ZHAA,Arabic,F,he glanced down at her helplessly and moistn his lips
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/ZHAA/wav/arctic_b0190.wav,ZHAA,Arabic,F,idolisl attempt to philosophic onarchy and his family threw him off
he also contended that better confidence was established by carrying no weapons,data/l2arctic/ZHAA/wav/arctic_b0191.wav,ZHAA,Arabic,F,he also contended that better confidence was established by carrying no weppons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/ZHAA/wav/arctic_b0192.wav,ZHAA,Arabic,F,oulsidhers a lowed five minutes speeches the sick man urghed
so was packards finish suicide,data/l2arctic/ZHAA/wav/arctic_b0193.wav,ZHAA,Arabic,F,so was backwards finished sueysight
joan cried with shining eyes,data/l2arctic/ZHAA/wav/arctic_b0194.wav,ZHAA,Arabic,F,join cried with shinink eyes
nobody knows how the natives got them,data/l2arctic/ZHAA/wav/arctic_b0195.wav,ZHAA,Arabic,F,nobody knows how then etives got them
how can you manage all alone mister young,data/l2arctic/ZHAA/wav/arctic_b0196.wav,ZHAA,Arabic,F,how can you manage all alown mister lank
the planters are already considering the matter,data/l2arctic/ZHAA/wav/arctic_b0197.wav,ZHAA,Arabic,F,the blanters are alrady considering the matter
i use great trouble advisedly,data/l2arctic/ZHAA/wav/arctic_b0198.wav,ZHAA,Arabic,F,ius grit trouble advisedly
dear sir your second victim has fallen on schedule time,data/l2arctic/ZHAA/wav/arctic_b0199.wav,ZHAA,Arabic,F,dersir your second victim has fallen on s cesual time
we leave the eventuality to time and law,data/l2arctic/ZHAA/wav/arctic_b0200.wav,ZHAA,Arabic,F,we leve the efentuality to time alo
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/ZHAA/wav/arctic_b0201.wav,ZHAA,Arabic,F,i also understand that similar branch organizations have made their appearance in eoure
society is shaken to its foundations,data/l2arctic/ZHAA/wav/arctic_b0202.wav,ZHAA,Arabic,F,society is shaken to its foundations
a month in australia would finish me,data/l2arctic/ZHAA/wav/arctic_b0203.wav,ZHAA,Arabic,F,a month inasralia would finish me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/ZHAA/wav/arctic_b0204.wav,ZHAA,Arabic,F,down through the perfume weighted air fluttered the snowy flofts of the cotton woods
you were destroying my life,data/l2arctic/ZHAA/wav/arctic_b0205.wav,ZHAA,Arabic,F,you are distroyng my life
im as good as a man she urged,data/l2arctic/ZHAA/wav/arctic_b0207.wav,ZHAA,Arabic,F,am as good as a man she urghed
you read the quotations in todays paper,data/l2arctic/ZHAA/wav/arctic_b0208.wav,ZHAA,Arabic,F,you read the cotatians in to days paper
hes terribly touchy about his black wards as he calls them,data/l2arctic/ZHAA/wav/arctic_b0209.wav,ZHAA,Arabic,F,his siblli touch e about his black words as he cals them
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/ZHAA/wav/arctic_b0210.wav,ZHAA,Arabic,F,wherever he guessed he lucked away in the tapo room of naome
this is eighteen eighty,data/l2arctic/ZHAA/wav/arctic_b0211.wav,ZHAA,Arabic,F,this is eighteen eighty
death is and has been ever since old maui died,data/l2arctic/ZHAA/wav/arctic_b0212.wav,ZHAA,Arabic,F,deth is and has ben ever since old may diedt
some boy she laughed acquiescence,data/l2arctic/ZHAA/wav/arctic_b0213.wav,ZHAA,Arabic,F,some boy she laughed acquisese
