transcription,path_to_audio,speaker_id,native_language,gender,s2t_small_transcriptions
the log on which lop ear was lying got adrift,data/l2arctic/TXHC/wav/arctic_a0321.wav,TXHC,Chinese,M,log on which lapierre was lying got adrift
this is a common experience with all of us,data/l2arctic/TXHC/wav/arctic_a0322.wav,TXHC,Chinese,M,this is a common experience of his olivers
it was not red eyes way to forego revenge so easily,data/l2arctic/TXHC/wav/arctic_a0324.wav,TXHC,Chinese,M,it was not right i's way to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/TXHC/wav/arctic_a0325.wav,TXHC,Chinese,M,with a band lapierre screamed with sudden anguish
cherokee identified himself with his instinct,data/l2arctic/TXHC/wav/arctic_a0326.wav,TXHC,Chinese,M,cherokee identified himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/TXHC/wav/arctic_a0327.wav,TXHC,Chinese,M,they were less stooped than we less swingy in their movements
the fire people like ourselves lived in caves,data/l2arctic/TXHC/wav/arctic_a0328.wav,TXHC,Chinese,M,to fire people like ourselves to live in caves
ah indeed,data/l2arctic/TXHC/wav/arctic_a0329.wav,TXHC,Chinese,M,i indeed
red eye never committed a more outrageous deed,data/l2arctic/TXHC/wav/arctic_a0330.wav,TXHC,Chinese,M,right i never committed a more outrageous deed
poor little crooked leg was terribly scared,data/l2arctic/TXHC/wav/arctic_a0331.wav,TXHC,Chinese,M,poor little cooked lack was terribly scared
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/TXHC/wav/arctic_a0332.wav,TXHC,Chinese,M,unconsciously our years and exclamation yielded to this reason
this is no place for you,data/l2arctic/TXHC/wav/arctic_a0333.wav,TXHC,Chinese,M,this is no place for you
hell knock you off a few sticks in no time,data/l2arctic/TXHC/wav/arctic_a0334.wav,TXHC,Chinese,M,he will knock you off a few stakes in no time
red eye swung back and forth on the branch farther down,data/l2arctic/TXHC/wav/arctic_a0335.wav,TXHC,Chinese,M,red eyes swung back in the force on the branch father tom
so unexpected was my charge that i knocked him off his feet,data/l2arctic/TXHC/wav/arctic_a0336.wav,TXHC,Chinese,M,so unexpected was my charge that i knocked him off his head
encouraged by my conduct big face became a sudden ally,data/l2arctic/TXHC/wav/arctic_a0337.wav,TXHC,Chinese,M,encouraged by my conduct big face became a sudden ally
the fighting had now become intermittent,data/l2arctic/TXHC/wav/arctic_a0338.wav,TXHC,Chinese,M,fighting had now become intermittent
they obeyed him and went here and there at his commands,data/l2arctic/TXHC/wav/arctic_a0339.wav,TXHC,Chinese,M,he obeyed hand and went here and there at his commands
why doggone you all shake again,data/l2arctic/TXHC/wav/arctic_a0341.wav,TXHC,Chinese,M,why dog on you all shake again
seventeen no eighteen days ago,data/l2arctic/TXHC/wav/arctic_a0342.wav,TXHC,Chinese,M,seventeen no eighteen days ago
you mean for this state general alberta,data/l2arctic/TXHC/wav/arctic_a0343.wav,TXHC,Chinese,M,you mean for their state general alberta
he seemed to fill it with his tremendous vitality,data/l2arctic/TXHC/wav/arctic_a0344.wav,TXHC,Chinese,M,he seemed a few hours with his tremendous vitality
she was trying to pass the apron string around him,data/l2arctic/TXHC/wav/arctic_a0345.wav,TXHC,Chinese,M,he was trying to pass the repronsed treeing around him
get down and dig in,data/l2arctic/TXHC/wav/arctic_a0346.wav,TXHC,Chinese,M,dar dar dar dar down in a dickin
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/TXHC/wav/arctic_a0347.wav,TXHC,Chinese,M,there greatly delighted with anything that its bright or gifts assumed
they only lifted seven hundred and fifty,data/l2arctic/TXHC/wav/arctic_a0348.wav,TXHC,Chinese,M,they only lived at seven hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/TXHC/wav/arctic_a0349.wav,TXHC,Chinese,M,it was simple in sway and in no virtue of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/TXHC/wav/arctic_a0350.wav,TXHC,Chinese,M,without paying her a hand smartly looking hungry and a willing
it was more like sugar,data/l2arctic/TXHC/wav/arctic_a0351.wav,TXHC,Chinese,M,it was mullock sugar
im sure going along with you all elijah,data/l2arctic/TXHC/wav/arctic_a0352.wav,TXHC,Chinese,M,i'm sure going along with you all elijah
here the explosion of mirth drowned him out,data/l2arctic/TXHC/wav/arctic_a0353.wav,TXHC,Chinese,M,here's a explosion of mirth drawn him out
fresh meat they failed to obtain,data/l2arctic/TXHC/wav/arctic_a0354.wav,TXHC,Chinese,M,fresh meat they filled to a patan
a burst of laughter was his reward,data/l2arctic/TXHC/wav/arctic_a0355.wav,TXHC,Chinese,M,a burst of laughter was his reward
you dont catch me at any such foolishness,data/l2arctic/TXHC/wav/arctic_a0356.wav,TXHC,Chinese,M,you don't catch me at any such foolishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/TXHC/wav/arctic_a0358.wav,TXHC,Chinese,M,they continued wildly and delayed to lie with the truce continued to all around them
earth and gravel seemed to fill the pan,data/l2arctic/TXHC/wav/arctic_a0359.wav,TXHC,Chinese,M,earth and the gravel seemed to fill the pan
but he no longer cared quite so much for that form of diversion,data/l2arctic/TXHC/wav/arctic_a0360.wav,TXHC,Chinese,M,he no longer cared quite so much for that form of diversion
but he did not broach it preferring to mature it carefully,data/l2arctic/TXHC/wav/arctic_a0361.wav,TXHC,Chinese,M,but he did not broach it preferring to mature it carefully
nope not the slightest idea,data/l2arctic/TXHC/wav/arctic_a0362.wav,TXHC,Chinese,M,nope not the slightest idea
it is not an attempt to smash the market,data/l2arctic/TXHC/wav/arctic_a0363.wav,TXHC,Chinese,M,it was not an attempt to snatch the market
we have plenty of capital ourselves and yet we want more,data/l2arctic/TXHC/wav/arctic_a0364.wav,TXHC,Chinese,M,we have plenty of a capital of ourselves and yet we want more
these rumors may even originate with us,data/l2arctic/TXHC/wav/arctic_a0365.wav,TXHC,Chinese,M,these rumors may even originate with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/TXHC/wav/arctic_a0366.wav,TXHC,Chinese,M,a wildly exciting time was his during the week preceding thursday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/TXHC/wav/arctic_a0367.wav,TXHC,Chinese,M,there is not an iowa of a choosing net certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/TXHC/wav/arctic_a0368.wav,TXHC,Chinese,M,i just do appreciate without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/TXHC/wav/arctic_a0369.wav,TXHC,Chinese,M,imparting the ship which they let the pair ready to descend ozar in the urban
he saw all men in the business game doing this,data/l2arctic/TXHC/wav/arctic_a0370.wav,TXHC,Chinese,M,he saw all men in the business game doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/TXHC/wav/arctic_a0371.wav,TXHC,Chinese,M,it is sure the rate of forty two dollars a car on charcoal
he saw only the effect in a general sketchy way,data/l2arctic/TXHC/wav/arctic_a0372.wav,TXHC,Chinese,M,he saw only the effect in a general sketchaway
points of view new ideas life,data/l2arctic/TXHC/wav/arctic_a0373.wav,TXHC,Chinese,M,points of view new idea's life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/TXHC/wav/arctic_a0375.wav,TXHC,Chinese,M,the butchers and meat cutters refuse to handle meat destined for unfair restaurants
your price my son is just about thirty per week,data/l2arctic/TXHC/wav/arctic_a0376.wav,TXHC,Chinese,M,your price my son is just about thirty per week
this sound did not disturb the hush and awe of the place,data/l2arctic/TXHC/wav/arctic_a0377.wav,TXHC,Chinese,M,sounded not disturbed the harsh and awe of the place
thats why its boundaries are all gouged and jagged,data/l2arctic/TXHC/wav/arctic_a0378.wav,TXHC,Chinese,M,that's why it's boundaries are all gouged and eject
how old are you daddy,data/l2arctic/TXHC/wav/arctic_a0379.wav,TXHC,Chinese,M,hold are you that he
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/TXHC/wav/arctic_a0380.wav,TXHC,Chinese,M,but in a canyon's water was plentiful and also a luxuriance for its groves
my names ferguson,data/l2arctic/TXHC/wav/arctic_a0381.wav,TXHC,Chinese,M,my names to ferguson
daylight found himself charmed and made curious by the little man,data/l2arctic/TXHC/wav/arctic_a0382.wav,TXHC,Chinese,M,daylight found himself charmed and made a curious by the little man
to his surprise her answer was flat and uncompromising,data/l2arctic/TXHC/wav/arctic_a0383.wav,TXHC,Chinese,M,too expressed her answer was flat and uncompromising
the farmer works the soil and produces grain,data/l2arctic/TXHC/wav/arctic_a0384.wav,TXHC,Chinese,M,the farmer looks the sawlou and produces a grain
thats what carnegie did,data/l2arctic/TXHC/wav/arctic_a0385.wav,TXHC,Chinese,M,that's what the carnegie did
i cant argue with you and you know that,data/l2arctic/TXHC/wav/arctic_a0386.wav,TXHC,Chinese,M,i can't argue with you any you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/TXHC/wav/arctic_a0387.wav,TXHC,Chinese,M,bob growing disgusted to turn back suddenly and attempted to pass map
it was my idea to a tee,data/l2arctic/TXHC/wav/arctic_a0388.wav,TXHC,Chinese,M,it was my idea to a t
mab she said,data/l2arctic/TXHC/wav/arctic_a0389.wav,TXHC,Chinese,M,mapp she said
ill go over tomorrow afternoon,data/l2arctic/TXHC/wav/arctic_a0390.wav,TXHC,Chinese,M,i'll go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/TXHC/wav/arctic_a0392.wav,TXHC,Chinese,M,there is our magnificence at the bar of eating use hallow in the stable
already he had begun borrowing from the banks,data/l2arctic/TXHC/wav/arctic_a0393.wav,TXHC,Chinese,M,already he had begun borrowing from the banks
its the strap hangers thatll keep us from going under,data/l2arctic/TXHC/wav/arctic_a0394.wav,TXHC,Chinese,M,it's a striped hander's fellow keep us from going on there
as for himself werent the street railway earnings increasing steadily,data/l2arctic/TXHC/wav/arctic_a0395.wav,TXHC,Chinese,M,as for himself wanted a straight railway earnings including steadily
a rising tide of fat had submerged them,data/l2arctic/TXHC/wav/arctic_a0396.wav,TXHC,Chinese,M,a writhing title of fat has submerged them
call me that again he murmured ecstatically,data/l2arctic/TXHC/wav/arctic_a0397.wav,TXHC,Chinese,M,call me down again he murmured ecstatically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/TXHC/wav/arctic_a0398.wav,TXHC,Chinese,M,in a car will own with an harrison while john's sat with the chauffeur
and heres another idea,data/l2arctic/TXHC/wav/arctic_a0399.wav,TXHC,Chinese,M,and here's another idea
manuel had one besetting sin,data/l2arctic/TXHC/wav/arctic_a0400.wav,TXHC,Chinese,M,manu had a one besetting scene
the man smiled grimly and brought a hatchet and a club,data/l2arctic/TXHC/wav/arctic_a0401.wav,TXHC,Chinese,M,the man smiled grimly and about a hatchet and a clock
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/TXHC/wav/arctic_a0402.wav,TXHC,Chinese,M,curly rushed to her antagonist who stuck again in the leaped aside
his newborn cunning gave him poise and control,data/l2arctic/TXHC/wav/arctic_a0403.wav,TXHC,Chinese,M,his new born cunning gave him pose and control
perrault found one with head buried in the grub box,data/l2arctic/TXHC/wav/arctic_a0404.wav,TXHC,Chinese,M,prowled from the one which had buried in a drop box
it seemed the ordained order of things that dogs should work,data/l2arctic/TXHC/wav/arctic_a0405.wav,TXHC,Chinese,M,it seemed to the ordained order of things that dogs should work
and that was the last of francois and perrault,data/l2arctic/TXHC/wav/arctic_a0406.wav,TXHC,Chinese,M,and there was a lot of french war in the prowut
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/TXHC/wav/arctic_a0407.wav,TXHC,Chinese,M,mercedes screamed cried loved and manifested the chaotic abundance of hysteria
he could feel a new stir in the land,data/l2arctic/TXHC/wav/arctic_a0409.wav,TXHC,Chinese,M,he could assume a new stir in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/TXHC/wav/arctic_a0410.wav,TXHC,Chinese,M,so we have to shed the boat shrew out with all your lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/TXHC/wav/arctic_a0411.wav,TXHC,Chinese,M,we'll break our hearts and our backs to hoist anchor by hand
there is another virtue in these bulkheads,data/l2arctic/TXHC/wav/arctic_a0412.wav,TXHC,Chinese,M,there is another virtue in these bulk hats
but i am at the end of my resources,data/l2arctic/TXHC/wav/arctic_a0413.wav,TXHC,Chinese,M,bella i'm at the end of my resources
now our figuring was all right,data/l2arctic/TXHC/wav/arctic_a0414.wav,TXHC,Chinese,M,now our figuring was all wrecked
it lasted as a deterrent for two days,data/l2arctic/TXHC/wav/arctic_a0415.wav,TXHC,Chinese,M,it lasted as our deterrent for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/TXHC/wav/arctic_a0416.wav,TXHC,Chinese,M,added weight had the velocity of fifteen miles power
it is also an insidious deceitful sun,data/l2arctic/TXHC/wav/arctic_a0417.wav,TXHC,Chinese,M,it was also insidious deceitful song
the portuguese boy crawled nearer and nearer,data/l2arctic/TXHC/wav/arctic_a0418.wav,TXHC,Chinese,M,the portuguese boy crowd nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/TXHC/wav/arctic_a0419.wav,TXHC,Chinese,M,the portuguese boy passed the hawaiian
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/TXHC/wav/arctic_a0420.wav,TXHC,Chinese,M,when i came to i was waving my hat and murmuring is tactically
by golly the boy wins,data/l2arctic/TXHC/wav/arctic_a0421.wav,TXHC,Chinese,M,like gulley the boy wins
halfway around the track one donkey got into an argument with its rider,data/l2arctic/TXHC/wav/arctic_a0422.wav,TXHC,Chinese,M,half way around the track one donkey got into an argument with his rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/TXHC/wav/arctic_a0423.wav,TXHC,Chinese,M,make way when he returns from the trip to honolulu
obviously it was a disease that could be contracted by contact,data/l2arctic/TXHC/wav/arctic_a0424.wav,TXHC,Chinese,M,obviously it was a disease that could be contracted by contact
they do not know the length of time of incubation,data/l2arctic/TXHC/wav/arctic_a0426.wav,TXHC,Chinese,M,it do not know the length of time of incubation
