transcription,path_to_audio,speaker_id,native_language,gender,sew_mid_transcriptions
one by one the boys were captured,data/l2arctic/BWC/wav/arctic_a0290.wav,BWC,Chinese,M,one by one the boys were countered
the weeks had gone by and no overt acts had been attempted,data/l2arctic/BWC/wav/arctic_a0291.wav,BWC,Chinese,M,the weeks have gone by and no o words act had beeen aatempted
here in the midmorning the first casualty occurred,data/l2arctic/BWC/wav/arctic_a0292.wav,BWC,Chinese,M,here in the menmorning the first casually accured
they were deep in the primeval forest,data/l2arctic/BWC/wav/arctic_a0293.wav,BWC,Chinese,M,they were deep in the primiol forests
he had been foiled in his attempt to escape,data/l2arctic/BWC/wav/arctic_a0294.wav,BWC,Chinese,M,he had been failed in his attemp to escape
and twenty men could hold it with spears and arrows,data/l2arctic/BWC/wav/arctic_a0295.wav,BWC,Chinese,M,and twenty men could hold it with spirits a aros
bassett was a fastidious man,data/l2arctic/BWC/wav/arctic_a0296.wav,BWC,Chinese,M,passige was so fasttedious men
theres a big english general right now whose name is roberts,data/l2arctic/BWC/wav/arctic_a0297.wav,BWC,Chinese,M,thers a big english geneeral riht now whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/BWC/wav/arctic_a0298.wav,BWC,Chinese,M,distact a promiss of continued a quantes givee saon a litld joy tre
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/BWC/wav/arctic_a0299.wav,BWC,Chinese,M,i telll you an disgusted with dis adveentur tom fuly and rot
from my earliest recollection my sleep was a period of terror,data/l2arctic/BWC/wav/arctic_a0300.wav,BWC,Chinese,M,from y nneuurist reclacttion my sleep was a periaud  of terror
but all my dreams violated this law,data/l2arctic/BWC/wav/arctic_a0301.wav,BWC,Chinese,M,but al my gims why lat tis law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/BWC/wav/arctic_a0302.wav,BWC,Chinese,M,it was wrreplaussible to suh peoplele a most conveenseen  aposassis
but they make the mistake of ignoring their own duality,data/l2arctic/BWC/wav/arctic_a0303.wav,BWC,Chinese,M,bat they make them mistake off enoring their own duality
i graduated last of my class,data/l2arctic/BWC/wav/arctic_a0304.wav,BWC,Chinese,M,ii craduate you lass off my ccoss
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/BWC/wav/arctic_a0305.wav,BWC,Chinese,M,they had no ffix vallus to be ouutared by ajactiveves and atworbs
very early in my life i separated from my mother,data/l2arctic/BWC/wav/arctic_a0307.wav,BWC,Chinese,M,varylatal in my life  separaatly from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/BWC/wav/arctic_a0308.wav,BWC,Chinese,M,his infiral chattering wharis me evven now as i think off it
white leghorns said missus mortimer,data/l2arctic/BWC/wav/arctic_a0309.wav,BWC,Chinese,M,white lors sassmiissism mortommer
massage under tension was the cryptic reply,data/l2arctic/BWC/wav/arctic_a0310.wav,BWC,Chinese,M,masach and her ttention was the qrikkike replye
therefore hurrah for the game,data/l2arctic/BWC/wav/arctic_a0311.wav,BWC,Chinese,M,therefore harra for the game
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/BWC/wav/arctic_a0312.wav,BWC,Chinese,M,it leed imperpetual appreention of that quartor of the cumpas
broken tooth yelled with fright and pain,data/l2arctic/BWC/wav/arctic_a0313.wav,BWC,Chinese,M,broken tot eld with friht and pain
thus was momentum gained in the younger world,data/l2arctic/BWC/wav/arctic_a0314.wav,BWC,Chinese,M,ttaswas momentam ganed in the  younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/BWC/wav/arctic_a0315.wav,BWC,Chinese,M,seo waite for she ne a feel idea had stocke bily
we had been chased by them ourselves more than once,data/l2arctic/BWC/wav/arctic_a0316.wav,BWC,Chinese,M,we had ben chased it by them ourselfs more than onse
he was a wise hyena,data/l2arctic/BWC/wav/arctic_a0317.wav,BWC,Chinese,M,he was a wiese enor
production is doubling and quadrupling upon itself,data/l2arctic/BWC/wav/arctic_a0318.wav,BWC,Chinese,M,productiion is dubliig and coromblingng aponh iself
and the edinburgh evening news says with editorial gloom,data/l2arctic/BWC/wav/arctic_a0319.wav,BWC,Chinese,M,and the arambry eveningneu sas with aditoriam cos
with my strength i slammed it full into red eyes face,data/l2arctic/BWC/wav/arctic_a0320.wav,BWC,Chinese,M,with mastrians ys lamed it full into a right yes face
the log on which lop ear was lying got adrift,data/l2arctic/BWC/wav/arctic_a0321.wav,BWC,Chinese,M,the log on which lopp here was liing cot drift
this is a common experience with all of us,data/l2arctic/BWC/wav/arctic_a0322.wav,BWC,Chinese,M,this is a comman experience with allof us
it was not red eyes way to forego revenge so easily,data/l2arctic/BWC/wav/arctic_a0324.wav,BWC,Chinese,M,it was no right ise way to forago revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/BWC/wav/arctic_a0325.wav,BWC,Chinese,M,wet  teep bonk lop here screamd with suden angish
cherokee identified himself with his instinct,data/l2arctic/BWC/wav/arctic_a0326.wav,BWC,Chinese,M,cureky idantiffed himself with his inntinct
they were less stooped than we less springy in their movements,data/l2arctic/BWC/wav/arctic_a0327.wav,BWC,Chinese,M,they wre lassesstupeed than me las spring in their moments
the fire people like ourselves lived in caves,data/l2arctic/BWC/wav/arctic_a0328.wav,BWC,Chinese,M,the fired people like ourselfs liveded in caveves
ah indeed,data/l2arctic/BWC/wav/arctic_a0329.wav,BWC,Chinese,M,a nded
red eye never committed a more outrageous deed,data/l2arctic/BWC/wav/arctic_a0330.wav,BWC,Chinese,M,rat ai never commined o more outragas ded
poor little crooked leg was terribly scared,data/l2arctic/BWC/wav/arctic_a0331.wav,BWC,Chinese,M,poor latho crudy lack was teribl les scared
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/BWC/wav/arctic_a0332.wav,BWC,Chinese,M,anconsciously our es and exclamnation yeelded to this retthem
this is no place for you,data/l2arctic/BWC/wav/arctic_a0333.wav,BWC,Chinese,M,teysis no place for you
he will knock you off a few sticks in no time,data/l2arctic/BWC/wav/arctic_a0334.wav,BWC,Chinese,M,he will noct you offr fiel ttieks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/BWC/wav/arctic_a0335.wav,BWC,Chinese,M,red ey swom back and fose on the brench father don
so unexpected was my charge that i knocked him off his feet,data/l2arctic/BWC/wav/arctic_a0336.wav,BWC,Chinese,M,so n expectad was my charge that a nocked him off his feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/BWC/wav/arctic_a0337.wav,BWC,Chinese,M,incorrage by my contaced big face became a sadn ali
the fighting had now become intermittent,data/l2arctic/BWC/wav/arctic_a0338.wav,BWC,Chinese,M,to fslighting hand now become in her mittent
they obeyed him and went here and there at his commands,data/l2arctic/BWC/wav/arctic_a0339.wav,BWC,Chinese,M,they obed id him and wre here and there at his comons
why doggone you all shake again,data/l2arctic/BWC/wav/arctic_a0341.wav,BWC,Chinese,M,why dalgang you all shake again
seventeen no eighteen days ago,data/l2arctic/BWC/wav/arctic_a0342.wav,BWC,Chinese,M,seventeen no eiight teen days ago
you mean for this state general alberta,data/l2arctic/BWC/wav/arctic_a0343.wav,BWC,Chinese,M,you me for this state general oupor t
he seemed to fill it with his tremendous vitality,data/l2arctic/BWC/wav/arctic_a0344.wav,BWC,Chinese,M,he seemed to fert with his tramendos bytylliti
he was trying to pass a apron string around him,data/l2arctic/BWC/wav/arctic_a0345.wav,BWC,Chinese,M,he was thying to pass a a pora stearing around him
get down and dig in,data/l2arctic/BWC/wav/arctic_a0346.wav,BWC,Chinese,M,cada an ttiking
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/BWC/wav/arctic_a0347.wav,BWC,Chinese,M,ter grily delighted with anything that is bright or gie aa sond
they only lifted seven hundred and fifty,data/l2arctic/BWC/wav/arctic_a0348.wav,BWC,Chinese,M,they ony liveted samma handrard and fifty
it was simple in its way and no virtue of his,data/l2arctic/BWC/wav/arctic_a0349.wav,BWC,Chinese,M,it was simpl in his way and no  vertue of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/BWC/wav/arctic_a0350.wav,BWC,Chinese,M,is that patherrohens mark looking hungry and willing
it was more like sugar,data/l2arctic/BWC/wav/arctic_a0351.wav,BWC,Chinese,M,it was more like silger
im sure going along with you all elijah,data/l2arctic/BWC/wav/arctic_a0352.wav,BWC,Chinese,M,im sure going along with you a ulia
here the explosion of mirth drowned him out,data/l2arctic/BWC/wav/arctic_a0353.wav,BWC,Chinese,M,here the exposion off merth growned him out
fresh meat they failed to obtain,data/l2arctic/BWC/wav/arctic_a0354.wav,BWC,Chinese,M,fresh mit they falt to obtain
a burst of laughter was his reward,data/l2arctic/BWC/wav/arctic_a0355.wav,BWC,Chinese,M,abrast off lafter was his re ward
he dont catch me at any such foolishness,data/l2arctic/BWC/wav/arctic_a0356.wav,BWC,Chinese,M,he dont cach me at any such foolishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/BWC/wav/arctic_a0358.wav,BWC,Chinese,M,they contiinued belin la to l but ther truth contiinued to outmered them
earth and gravel seemed to fill the pan,data/l2arctic/BWC/wav/arctic_a0359.wav,BWC,Chinese,M,earth and gribble seemed to feel the pann
but he no longer cared quite so much for that form of diversion,data/l2arctic/BWC/wav/arctic_a0360.wav,BWC,Chinese,M,but he no longer cared quiired so much for that fform off deversion
but he didnt broach it preferring to mature it carefully,data/l2arctic/BWC/wav/arctic_a0361.wav,BWC,Chinese,M,but he dident brotcha priforiing to machur it carefully
nope not the slightest idea,data/l2arctic/BWC/wav/arctic_a0362.wav,BWC,Chinese,M,nop nor dus lightness ide
it is not an attempt to smash the market,data/l2arctic/BWC/wav/arctic_a0363.wav,BWC,Chinese,M,it is nnot a attempt to smert the markatt
we have plenty of capital ourselves and yet we want more,data/l2arctic/BWC/wav/arctic_a0364.wav,BWC,Chinese,M,we had pllanty of capital oursellves and yet we wan more
these rumors may even originate with us,data/l2arctic/BWC/wav/arctic_a0365.wav,BWC,Chinese,M,this romers may even orregonat with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/BWC/wav/arctic_a0366.wav,BWC,Chinese,M,owidely exciting time was his turing the week proceeding thirstday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/BWC/wav/arctic_a0367.wav,BWC,Chinese,M,therere is not a iwouould af truth in it sertainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/BWC/wav/arctic_a0368.wav,BWC,Chinese,M,ajust do oppreciaate it without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/BWC/wav/arctic_a0369.wav,BWC,Chinese,M,mponoship with dalight tte par ritted t sanhuze into  erbn
he saw all men in business game doing this,data/l2arctic/BWC/wav/arctic_a0370.wav,BWC,Chinese,M,he saw all men in busness came to ing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/BWC/wav/arctic_a0371.wav,BWC,Chinese,M,it issued a reat off forte two dolers acar ong carco
he saw only the effect in a general sketchy way,data/l2arctic/BWC/wav/arctic_a0372.wav,BWC,Chinese,M,he saw only the efect in ther generaal scattch way
points of view new ideas life,data/l2arctic/BWC/wav/arctic_a0373.wav,BWC,Chinese,M,points al feel no ideas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/BWC/wav/arctic_a0375.wav,BWC,Chinese,M,the buchers r met covers refeels to hando met tastin for a fire rasterrox
your price my son is just about thirty per week,data/l2arctic/BWC/wav/arctic_a0376.wav,BWC,Chinese,M,your pwice my sun is just about thirty purweek
this sound did not disturb the hush and awe of the place,data/l2arctic/BWC/wav/arctic_a0377.wav,BWC,Chinese,M,thiis song did not disturb the hush and o off the place
thats why its boundaries are all gouged and jagged,data/l2arctic/BWC/wav/arctic_a0378.wav,BWC,Chinese,M,thats why ispondris are allcoched and chackit
how old are you daddy,data/l2arctic/BWC/wav/arctic_a0379.wav,BWC,Chinese,M,how old i el taddi
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/BWC/wav/arctic_a0380.wav,BWC,Chinese,M,by inda caous water was plantiful and also a luxory forist groth
my names ferguson,data/l2arctic/BWC/wav/arctic_a0381.wav,BWC,Chinese,M,my name is fer kusen
daylight found himself charmed and made curious by the little man,data/l2arctic/BWC/wav/arctic_a0382.wav,BWC,Chinese,M,daylight found himself charm and made curious by the litlman
to his surprise her answer was flat and uncompromising,data/l2arctic/BWC/wav/arctic_a0383.wav,BWC,Chinese,M,to his surprise her answer was flat and n compromising
the farmer works the soil and produces grain,data/l2arctic/BWC/wav/arctic_a0384.wav,BWC,Chinese,M,the farmeer works thesil and prediuce gream
thats what carnegie did,data/l2arctic/BWC/wav/arctic_a0385.wav,BWC,Chinese,M,thats wot carnigo tied
i cant argue with you and you know that,data/l2arctic/BWC/wav/arctic_a0386.wav,BWC,Chinese,M,i can argue with you and youou know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/BWC/wav/arctic_a0387.wav,BWC,Chinese,M,bob growing disgusted turned back suddely and attemped to pass map
it was my idea to a tee,data/l2arctic/BWC/wav/arctic_a0388.wav,BWC,Chinese,M,it was my ideaa to ati
mab she said,data/l2arctic/BWC/wav/arctic_a0389.wav,BWC,Chinese,M,mabb she said
i will go over tomorrow afternoon,data/l2arctic/BWC/wav/arctic_a0390.wav,BWC,Chinese,M,i willl go owerd to morrow afternoone
there is that magnificent bob eating his head off in the stable,data/l2arctic/BWC/wav/arctic_a0392.wav,BWC,Chinese,M,deris that magnifiicant bob eaching his hat ofter  stable
already he had begun borrowing from the banks,data/l2arctic/BWC/wav/arctic_a0393.wav,BWC,Chinese,M,already he had began borowing from the banks
it was strap hangers that will keep us from going under,data/l2arctic/BWC/wav/arctic_a0394.wav,BWC,Chinese,M,it was strap hanger they willl keep us from going ander
as for himself werent the street railway earnings increasing steadily,data/l2arctic/BWC/wav/arctic_a0395.wav,BWC,Chinese,M,as for himselff worned the street realway urning incrieing the dily
a rising tide of fat had submerged them,data/l2arctic/BWC/wav/arctic_a0396.wav,BWC,Chinese,M,arising tal o fat hash summerged at them
call me that again he murmured ecstatically,data/l2arctic/BWC/wav/arctic_a0397.wav,BWC,Chinese,M,call me that again he murmoured excacteddly
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/BWC/wav/arctic_a0398.wav,BWC,Chinese,M,in the carrwere ain and hariso will jos seat with a shopor
and heres another idea,data/l2arctic/BWC/wav/arctic_a0399.wav,BWC,Chinese,M,and here is annother ide
manuel had one besetting sin,data/l2arctic/BWC/wav/arctic_a0400.wav,BWC,Chinese,M,manioo haad wane bastiding sin
