transcription,path_to_audio,speaker_id,native_language,gender,sew_small_transcriptions
its also an insidious deceitful sun,data/l2arctic/LXC/wav/arctic_a0417.wav,LXC,Chinese,F,its atho ong inzidursdeskit forthom
the portuguese boy crawled nearer and nearer,data/l2arctic/LXC/wav/arctic_a0418.wav,LXC,Chinese,F,the partogeas boy crost nearer and a neare
the portuguese boy passed the hawaiian,data/l2arctic/LXC/wav/arctic_a0419.wav,LXC,Chinese,F,the poursor ges boy pusste  horaya
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/LXC/wav/arctic_a0420.wav,LXC,Chinese,F,when i came to i was maving my hat an a moumaring axstaticaly
by golly the boy wins,data/l2arctic/LXC/wav/arctic_a0421.wav,LXC,Chinese,F,buy  goly ina boyweees
halfway around the track one donkey got into an argument with its rider,data/l2arctic/LXC/wav/arctic_a0422.wav,LXC,Chinese,F,have way arong the chack won donkay get into an argument weezies rid
mcveigh when he returns from a trip to honolulu,data/l2arctic/LXC/wav/arctic_a0423.wav,LXC,Chinese,F,nigbng when he retarns from a chip tor hunnoluda
obviously it was a disease that could be contracted by contact,data/l2arctic/LXC/wav/arctic_a0424.wav,LXC,Chinese,F,of reasly it was a dizease hat could be conchctied by conta
they do not know the length of time of incubation,data/l2arctic/LXC/wav/arctic_a0426.wav,LXC,Chinese,F,they do not now the langth of time o in cubasion
enters now the psychology of the situation,data/l2arctic/LXC/wav/arctic_a0427.wav,LXC,Chinese,F,antas now lassiecology of the sintu ation
it was not exactly a deportation,data/l2arctic/LXC/wav/arctic_a0428.wav,LXC,Chinese,F,it was not exect thy u deprtition
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/LXC/wav/arctic_a0429.wav,LXC,Chinese,F,quiku was a a disappointmant ing his faseyet smelling was the  uqureasting
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/LXC/wav/arctic_a0430.wav,LXC,Chinese,F,nevereleass befound olleaseilve onse more in the high seat of abundans
wada and na ka ta were in a bit of a funk,data/l2arctic/LXC/wav/arctic_a0431.wav,LXC,Chinese,F,wather anthe necata warung are beat of fun
the boy at the wheel lost his head,data/l2arctic/LXC/wav/arctic_a0432.wav,LXC,Chinese,F,the oy ater a weeeol loused his head
to her the bridge was tambo which is the native for taboo,data/l2arctic/LXC/wav/arctic_a0433.wav,LXC,Chinese,F,too halebragh was temmble wich eatsat needshe for temmbl
a half a case of tobacco was worth three pounds,data/l2arctic/LXC/wav/arctic_a0434.wav,LXC,Chinese,F,a  haflr case of tybaro was wars threpons
what do you mean by this outrageous conduct,data/l2arctic/LXC/wav/arctic_a0435.wav,LXC,Chinese,F,what doyu mean by these ol chapuns conduct
but martin smiled a superior smile,data/l2arctic/LXC/wav/arctic_a0436.wav,LXC,Chinese,F,but miting smellda e supurrieal smile
by that answer my professional medical prestige stood or fell,data/l2arctic/LXC/wav/arctic_a0437.wav,LXC,Chinese,F,by that anthord my prvisional metco pastage stud ol fill
at sea monday march sixteenth nineteen eight,data/l2arctic/LXC/wav/arctic_a0438.wav,LXC,Chinese,F,at see monda march ixtin nintn at
at sea wednesday march eighteenth nineteen zero eight,data/l2arctic/LXC/wav/arctic_a0439.wav,LXC,Chinese,F,as she wenstay much eating minting theroat
yes sir i corrected,data/l2arctic/LXC/wav/arctic_a0440.wav,LXC,Chinese,F,yess ser i corectid
violent life and athletic sports had never appealed to me,data/l2arctic/LXC/wav/arctic_a0441.wav,LXC,Chinese,F,wylon life and the as that exspos had nower appeare tomney
he was worth nothing to the world,data/l2arctic/LXC/wav/arctic_a0443.wav,LXC,Chinese,F,he was wars ninsing soleword
then you dont believe in altruism,data/l2arctic/LXC/wav/arctic_a0444.wav,LXC,Chinese,F,than you dont beliave ing ael crousin
the creative joy i murmured,data/l2arctic/LXC/wav/arctic_a0445.wav,LXC,Chinese,F,thou creative joy iey mormurd
he deluged me overwhelmed me with argument,data/l2arctic/LXC/wav/arctic_a0446.wav,LXC,Chinese,F,he didlokt me ovovil me wis aumen
ah it is growing dark and darker,data/l2arctic/LXC/wav/arctic_a0447.wav,LXC,Chinese,F,om eas crowin dok ant he dok
i was hump cabin boy on the schooner ghost,data/l2arctic/LXC/wav/arctic_a0448.wav,LXC,Chinese,F,i was homp camben by onners goonnee gost
a sinewy hand dripping with water was clutching the rail,data/l2arctic/LXC/wav/arctic_a0449.wav,LXC,Chinese,F,a sewe han jiping gries water was carging me real
no man ate of the seal meat or the oil,data/l2arctic/LXC/wav/arctic_a0450.wav,LXC,Chinese,F,no myatoff thesteile meec al il
i noticed blood spouting from kerfoot left hand,data/l2arctic/LXC/wav/arctic_a0451.wav,LXC,Chinese,F,i notised the blud sevolting fom corfuts left han
three oilers and a fourth engineer was his greeting,data/l2arctic/LXC/wav/arctic_a0452.wav,LXC,Chinese,F,threy alears an the  foars enginea was his greating
eighteen hundred he calculated,data/l2arctic/LXC/wav/arctic_a0453.wav,LXC,Chinese,F,ating hndeed he cacurdated
the sharp voice of wolf larsen aroused me,data/l2arctic/LXC/wav/arctic_a0454.wav,LXC,Chinese,F,the shopboys of was lassing arost me
i obeyed and a minute or two later they stood before him,data/l2arctic/LXC/wav/arctic_a0455.wav,LXC,Chinese,F,i obate and amnait o trulat her they stood befor he
but it wont continue she said with easy confidence,data/l2arctic/LXC/wav/arctic_a0456.wav,LXC,Chinese,F,but it wolme contina she sat whis easy confeeters
what i saw i couldnt at first believe,data/l2arctic/LXC/wav/arctic_a0457.wav,LXC,Chinese,F,what i saw i codnt atfrest beleafe
the stout wood was crushed like an eggshell,data/l2arctic/LXC/wav/arctic_a0458.wav,LXC,Chinese,F,theeestallt wood was crospd leca acsho
i had forgotten their existence,data/l2arctic/LXC/wav/arctic_a0460.wav,LXC,Chinese,F,i have forgout hhe the exsistes
ah we were very close together in that moment,data/l2arctic/LXC/wav/arctic_a0461.wav,LXC,Chinese,F,ol we wall burry cost to gater ion that moment
but she swung obediently on her heel into the wind,data/l2arctic/LXC/wav/arctic_a0462.wav,LXC,Chinese,F,by she swongbedin to ley on her heel into the wing
they are his tongue by which he makes his knowledge articulate,data/l2arctic/LXC/wav/arctic_a0463.wav,LXC,Chinese,F,theyare his ton by which he maks hes nolage articudait
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/LXC/wav/arctic_a0464.wav,LXC,Chinese,F,dicunarrash of lacasy cates scheks ov rast showed eery rel
he will never do a tap of work the whole voyage,data/l2arctic/LXC/wav/arctic_a0465.wav,LXC,Chinese,F,he well nowad do a tpl work o the hovwagg
captain west may be a samurai but he is also human,data/l2arctic/LXC/wav/arctic_a0466.wav,LXC,Chinese,F,kepton wesk maybe a semmeri by the hes also humeor
and so early in the voyage too,data/l2arctic/LXC/wav/arctic_a0467.wav,LXC,Chinese,F,an the so arly in a bach tou
in the matter of curry she is a sheer genius,data/l2arctic/LXC/wav/arctic_a0468.wav,LXC,Chinese,F,in a mentr of carrage heis a sho ginious
the eastern heavens were equally spectacular,data/l2arctic/LXC/wav/arctic_a0469.wav,LXC,Chinese,F,theasteon hamans wale equalisbactecul
he spat it out like so much venom,data/l2arctic/LXC/wav/arctic_a0470.wav,LXC,Chinese,F,he spat it al that so muchfinne
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/LXC/wav/arctic_a0471.wav,LXC,Chinese,F,i saw mester pip nold his had greeamly ande saow casticly
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/LXC/wav/arctic_a0472.wav,LXC,Chinese,F,a has tocaina intelligentt to a shop acensitive successfully to endure
the night was calm and snowy,data/l2arctic/LXC/wav/arctic_a0473.wav,LXC,Chinese,F,the night was caom and ae snoy
i sailed third mate in the little vampire before you were born,data/l2arctic/LXC/wav/arctic_a0474.wav,LXC,Chinese,F,iie stildssird mat ing laleeto weam phige before you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/LXC/wav/arctic_a0475.wav,LXC,Chinese,F,hef ol streched ambjop to his sie and the he posed
wada louis and the steward are servants of asiatic breed,data/l2arctic/LXC/wav/arctic_a0477.wav,LXC,Chinese,F,waltar loulies andaers stillwrrd e surbnts of ansatic breath
also she has forbidden them smoking their pipes in the after room,data/l2arctic/LXC/wav/arctic_a0478.wav,LXC,Chinese,F,also she has forbiden them smoking the piping the after room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/LXC/wav/arctic_a0479.wav,LXC,Chinese,F,i trige too reat jurge more lisinmy an was jefh fully booard
tom spink has a harpoon,data/l2arctic/LXC/wav/arctic_a0480.wav,LXC,Chinese,F,toms sbinkhis e huppo
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/LXC/wav/arctic_a0481.wav,LXC,Chinese,F,nee mobreplid wis aslite manifestation ov sensitivnes
and their chief virtue lies in that they will never wear out,data/l2arctic/LXC/wav/arctic_a0482.wav,LXC,Chinese,F,and their chip vurtarlises ing that they well never wal ou
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/LXC/wav/arctic_a0483.wav,LXC,Chinese,F,the oung dispil ory carsrinstme had married amble harms
no sir,data/l2arctic/LXC/wav/arctic_a0484.wav,LXC,Chinese,F,noeshe
each insult added to the value of the claim,data/l2arctic/LXC/wav/arctic_a0485.wav,LXC,Chinese,F,eg ing som ade to the vaddu of the cclam
for the rest he was a mere automaton,data/l2arctic/LXC/wav/arctic_a0486.wav,LXC,Chinese,F,for a rest he was a me autameantin
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/LXC/wav/arctic_a0487.wav,LXC,Chinese,F,thou liywer bil is boton an the snaortn steam bos chaange th witheneees
their love burned with increasing brightness,data/l2arctic/LXC/wav/arctic_a0488.wav,LXC,Chinese,F,there love bboonth was increasing brightenees
they were artists not biologists,data/l2arctic/LXC/wav/arctic_a0489.wav,LXC,Chinese,F,they were icist not by a logist
both johnny and his mother shuffled their feet as they walked,data/l2arctic/LXC/wav/arctic_a0490.wav,LXC,Chinese,F,both joingd and the  his mila shofflled their feat as they woped
and as in denial of guilt the one legged boy replied,data/l2arctic/LXC/wav/arctic_a0491.wav,LXC,Chinese,F,anth as indanuau of guilt the wong lik boy replied
burnt out like the crater of a volcano,data/l2arctic/LXC/wav/arctic_a0492.wav,LXC,Chinese,F,born out likk a catter ofer will canal
obrien took off his coat and bared his right arm,data/l2arctic/LXC/wav/arctic_a0494.wav,LXC,Chinese,F,obring took off his cot an the bilt his right o
he bore no grudges and had few enemies,data/l2arctic/LXC/wav/arctic_a0495.wav,LXC,Chinese,F,he born no gatd an the hatffaill enemies
and tom king patiently endured,data/l2arctic/LXC/wav/arctic_a0496.wav,LXC,Chinese,F,and tom cam patiently enjie
king took every advantage he knew,data/l2arctic/LXC/wav/arctic_a0497.wav,LXC,Chinese,F,king toook every avantage he neew
the lines were now very taut,data/l2arctic/LXC/wav/arctic_a0498.wav,LXC,Chinese,F,the dis were now very to
and right there i saw and knew it all,data/l2arctic/LXC/wav/arctic_a0499.wav,LXC,Chinese,F,an right there i saw an  no it l
who the devil gave it to you to be judge and jury,data/l2arctic/LXC/wav/arctic_a0500.wav,LXC,Chinese,F,wholadavial givit to yu to be jug an a jury
youre joking me sir the other managed to articulate,data/l2arctic/LXC/wav/arctic_a0501.wav,LXC,Chinese,F,you re joky mster the ilemanagere two articualy
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/LXC/wav/arctic_a0502.wav,LXC,Chinese,F,and is  un usual or ofnorma was suficiant to send the fellow to malchy
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/LXC/wav/arctic_a0503.wav,LXC,Chinese,F,his bady black es saow bogings where ithe mansl bak cropsy
he was an athlete and a giant,data/l2arctic/LXC/wav/arctic_a0504.wav,LXC,Chinese,F,he was un aselate and adrion
we fished sharks on niihau together,data/l2arctic/LXC/wav/arctic_a0505.wav,LXC,Chinese,F,we fished shocks on nee hal together
the claudine was leaving next morning for honolulu,data/l2arctic/LXC/wav/arctic_a0506.wav,LXC,Chinese,F,th craudeen was leaving neth morning fol honoulu
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/LXC/wav/arctic_a0507.wav,LXC,Chinese,F,in short my jooiys indiveduaswas donaete bile of the thoks bujor ethiks
soon shall it be thrust back from off prostrate humanity,data/l2arctic/LXC/wav/arctic_a0508.wav,LXC,Chinese,F,son shulr it be srasbak from ofprostrate huminit
yet in accordance with ernests test of truth it worked,data/l2arctic/LXC/wav/arctic_a0509.wav,LXC,Chinese,F,yat ing a contens weeast onase task of chos it woke
there is more behind this than a mere university ideal,data/l2arctic/LXC/wav/arctic_a0511.wav,LXC,Chinese,F,thes more pehent least than amea universtyy idea
no it is a palace wherein there are many servants,data/l2arctic/LXC/wav/arctic_a0512.wav,LXC,Chinese,F,no its apaise wearin there ire many serveans
we must give ourselves and not our money alone,data/l2arctic/LXC/wav/arctic_a0513.wav,LXC,Chinese,F,we must kive ourseves and not owere miney alone
we are consumed in our own flesh pots,data/l2arctic/LXC/wav/arctic_a0514.wav,LXC,Chinese,F,we are conssimpting our own flash ports
but here amongst ourselves let us speak out,data/l2arctic/LXC/wav/arctic_a0515.wav,LXC,Chinese,F,but her a most olwer ssilf let us sbeek ou
also there was awe in their faces,data/l2arctic/LXC/wav/arctic_a0516.wav,LXC,Chinese,F,also there was o  al ing theofiysies
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/LXC/wav/arctic_a0517.wav,LXC,Chinese,F,outof obstructions ans had condured ovisiian and mae them see
illuminating oil was becoming all profit,data/l2arctic/LXC/wav/arctic_a0518.wav,LXC,Chinese,F,ilemenating oyel was becomming al profhet
such an act was in direct violation of the laws of the land,data/l2arctic/LXC/wav/arctic_a0519.wav,LXC,Chinese,F,such an act was in gurrect vilatation of lurloyis of leline
he was fond of quoting a fragment from a certain poem,data/l2arctic/LXC/wav/arctic_a0520.wav,LXC,Chinese,F,he was fond of a coting of fracemant rom a setem powin
without them he could not run his empire,data/l2arctic/LXC/wav/arctic_a0521.wav,LXC,Chinese,F,resoll to he could no rung hes empile
for such countries nothing remained but reorganization,data/l2arctic/LXC/wav/arctic_a0522.wav,LXC,Chinese,F,for such councies nothing remaint butreaorganizaion
they could not continue their method of producing surpluses,data/l2arctic/LXC/wav/arctic_a0523.wav,LXC,Chinese,F,they could not continu the amasset of porcusin serplasies
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/LXC/wav/arctic_a0524.wav,LXC,Chinese,F,arwongs would be inteturd  dasn cooberaiti comoun weels states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/LXC/wav/arctic_a0525.wav,LXC,Chinese,F,the articatuantig thviolencse anthe at ta satsiese agents prolocataers to work
nowhere did the raw earth appear,data/l2arctic/LXC/wav/arctic_a0526.wav,LXC,Chinese,F,no hl didtheee rockkers apear
men who endure it call it living death,data/l2arctic/LXC/wav/arctic_a0528.wav,LXC,Chinese,F,man who indur it cyit living des
as i say he had tapped the message very rapidly,data/l2arctic/LXC/wav/arctic_a0529.wav,LXC,Chinese,F,as ise he had tampol a messanger varl rapid
ask him i laughed then turned to pasquini,data/l2arctic/LXC/wav/arctic_a0530.wav,LXC,Chinese,F,asc him i loved then trn tuoulpousciny
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/LXC/wav/arctic_a0531.wav,LXC,Chinese,F,in wat bocalicsco offfense he has been taut wis beyoung enmangin
